Sample_ID,District,Latitude,Longitude,Agro_Ecological_Zone,Soil_Order_Classification,pH,Nitrogen,Phosphorus,Potassium,Organic_Carbon,Sand,Clay,Silt
SL_SOIL_03033,Nuwara Eliya,6.999199,80.826369,Up Country Wet Zone,Inceptisols,4.6,1.827,22.26,144.92,4.14,40.15,40.43,19.42
SL_SOIL_03034,Kandy,7.385105,80.569062,Wet Zone,Ultisols,4.88,1.177,16.11,123.32,1.57,40.62,32.15,27.23
SL_SOIL_03035,Anuradhapura,8.343029,80.615456,Dry Zone,Alfisols,6.33,0.808,15.58,128.93,1.0,73.01,18.11,8.87
SL_SOIL_03036,Ampara,7.02969,81.688111,Dry Zone,Vertisols,6.72,1.04,16.31,146.0,1.37,65.98,26.99,7.03
SL_SOIL_03037,Batticaloa,7.584182,81.392526,Dry Zone,Vertisols,6.85,0.676,8.57,158.12,1.24,63.92,19.05,17.03
SL_SOIL_03038,Batticaloa,7.990341,81.417055,Dry Zone,Vertisols,6.6,1.075,10.18,140.21,1.01,66.09,26.98,6.93
SL_SOIL_03039,Nuwara Eliya,6.983683,80.651315,Up Country Wet Zone,Inceptisols,4.96,1.619,16.43,150.62,2.94,48.5,43.73,7.77
SL_SOIL_03040,Batticaloa,7.843072,81.205345,Dry Zone,Vertisols,7.16,0.689,9.88,147.14,1.12,47.78,25.56,26.66
SL_SOIL_03041,Vavuniya,8.972364,80.684203,Dry Zone,Alfisols,6.89,0.752,16.23,133.0,1.11,52.28,21.68,26.05
SL_SOIL_03042,Kilinochchi,9.611422,80.513641,Dry Zone,Alfisols,6.91,0.705,3.28,162.3,1.18,65.3,15.71,18.99
SL_SOIL_03043,Galle,5.970545,80.302544,Wet Zone,Ultisols,5.25,1.525,7.16,131.73,1.67,40.29,26.69,33.02
SL_SOIL_03044,Hambantota,6.006424,81.0123,Dry Zone,Alfisols,6.35,0.812,3.0,89.44,0.88,56.87,10.89,32.24
SL_SOIL_03045,Ampara,7.198052,81.43659,Dry Zone,Vertisols,6.17,0.958,11.76,138.02,1.2,56.0,21.1,22.9
SL_SOIL_03046,Matale,7.697707,80.836665,Intermediate Zone,Alfisols,5.05,1.421,10.15,123.5,1.88,52.34,29.9,17.76
SL_SOIL_03047,Kegalle,7.170326,80.235926,Wet Zone,Ultisols,5.26,1.262,16.52,124.68,2.21,51.09,30.01,18.9
SL_SOIL_03048,Anuradhapura,8.30443,80.461825,Dry Zone,Alfisols,6.74,0.935,15.02,104.05,1.06,70.57,18.29,11.14
SL_SOIL_03049,Jaffna,9.666279,79.968467,Dry Zone,Alfisols,7.47,1.023,11.2,176.07,1.07,73.44,14.59,11.98
SL_SOIL_03050,Kurunegala,7.448379,80.290409,Intermediate Zone,Alfisols,5.87,0.876,20.15,129.03,0.91,60.28,22.86,16.86
SL_SOIL_03051,Kalutara,6.508698,80.09203,Wet Zone,Ultisols,5.26,0.921,11.97,126.79,1.39,52.37,29.36,18.28
SL_SOIL_03052,Mullaitivu,9.309064,80.533609,Dry Zone,Alfisols,7.38,1.044,8.1,158.14,0.92,68.5,24.1,7.4
SL_SOIL_03053,Kilinochchi,9.302568,80.457707,Dry Zone,Alfisols,6.77,0.563,8.94,147.71,0.97,58.16,15.19,26.65
SL_SOIL_03054,Trincomalee,8.457667,80.76745,Dry Zone,Alfisols,6.39,1.013,14.45,157.71,1.08,66.85,12.4,20.75
SL_SOIL_03055,Badulla,6.843752,80.954573,Up Country Intermediate Zone,Inceptisols,4.86,1.692,17.79,127.13,2.79,44.51,45.63,9.86
SL_SOIL_03056,Mullaitivu,9.320547,80.698973,Dry Zone,Alfisols,6.51,0.759,11.1,153.28,0.91,61.39,22.62,16.0
SL_SOIL_03057,Nuwara Eliya,7.030141,80.669591,Up Country Wet Zone,Inceptisols,4.65,1.157,16.89,114.66,2.35,44.59,38.64,16.78
SL_SOIL_03058,Trincomalee,8.752555,81.044783,Dry Zone,Alfisols,7.41,1.072,13.44,117.29,1.13,67.39,26.64,5.97
SL_SOIL_03059,Mullaitivu,9.354106,80.790503,Dry Zone,Alfisols,6.85,0.783,9.34,155.51,0.79,60.68,18.74,20.58
SL_SOIL_03060,Puttalam,7.774134,80.029441,Dry Zone,Alfisols,6.21,0.846,14.85,119.33,1.06,79.88,14.74,5.37
SL_SOIL_03061,Polonnaruwa,7.845911,81.074881,Dry Zone,Vertisols,6.17,1.196,14.47,118.98,1.16,62.63,17.61,19.76
SL_SOIL_03062,Puttalam,8.285742,79.89961,Dry Zone,Alfisols,6.42,0.501,9.14,115.84,0.8,68.36,21.35,10.29
SL_SOIL_03063,Jaffna,9.667477,79.972788,Dry Zone,Alfisols,7.43,0.832,19.0,178.35,1.03,61.42,18.96,19.62
SL_SOIL_03064,Kalutara,6.682128,80.071098,Wet Zone,Ultisols,5.1,1.394,13.31,126.15,2.15,49.33,25.17,25.51
SL_SOIL_03065,Vavuniya,8.648585,80.691493,Dry Zone,Alfisols,7.0,0.886,11.5,152.37,1.1,63.53,23.09,13.38
SL_SOIL_03066,Puttalam,7.659458,80.106081,Dry Zone,Alfisols,6.37,0.923,9.0,122.2,0.99,80.52,9.99,9.48
SL_SOIL_03067,Matale,7.574172,80.573475,Intermediate Zone,Alfisols,5.87,0.987,8.13,117.96,0.77,54.41,32.71,12.88
SL_SOIL_03068,Matale,7.451333,80.675078,Intermediate Zone,Alfisols,5.83,1.288,13.33,112.38,2.03,55.92,24.46,19.62
SL_SOIL_03069,Anuradhapura,8.237347,80.59878,Dry Zone,Alfisols,6.31,0.88,10.8,105.46,0.81,67.38,18.07,14.55
SL_SOIL_03070,Trincomalee,8.513378,81.201461,Dry Zone,Alfisols,7.43,1.025,11.46,167.97,1.67,61.23,19.21,19.56
SL_SOIL_03071,Polonnaruwa,7.946923,80.921558,Dry Zone,Vertisols,6.35,1.0,9.53,156.62,1.1,60.11,18.15,21.74
SL_SOIL_03072,Jaffna,9.756685,80.196472,Dry Zone,Alfisols,7.01,0.89,13.84,193.91,0.91,82.04,8.6,9.35
SL_SOIL_03073,Matale,7.5546,80.634057,Intermediate Zone,Alfisols,5.85,1.489,10.03,105.2,2.05,51.45,29.93,18.62
SL_SOIL_03074,Kandy,7.287923,80.701896,Wet Zone,Ultisols,5.46,1.463,20.11,148.32,2.52,57.45,25.3,17.24
SL_SOIL_03075,Nuwara Eliya,6.997619,80.845158,Up Country Wet Zone,Inceptisols,4.82,1.668,17.93,124.84,3.11,41.46,38.76,19.78
SL_SOIL_03076,Kandy,7.417137,80.652195,Wet Zone,Ultisols,5.17,1.215,12.65,107.38,1.84,58.74,27.84,13.41
SL_SOIL_03077,Galle,6.034978,80.265741,Wet Zone,Ultisols,5.08,1.453,15.96,111.78,2.03,47.67,36.3,16.04
SL_SOIL_03078,Galle,6.077805,80.261257,Wet Zone,Ultisols,5.41,1.53,14.39,133.31,2.41,54.68,28.27,17.06
SL_SOIL_03079,Kurunegala,7.393147,80.541564,Intermediate Zone,Alfisols,6.53,1.135,16.77,138.27,1.32,60.92,20.19,18.9
SL_SOIL_03080,Kalutara,6.692512,80.172964,Wet Zone,Ultisols,4.76,1.165,13.77,126.11,1.35,50.88,23.44,25.68
SL_SOIL_03081,Colombo,6.87313,79.947628,Wet Zone,Ultisols,5.59,1.14,14.9,114.07,1.25,47.72,20.34,31.94
SL_SOIL_03082,Ratnapura,6.561576,80.488145,Wet Zone,Ultisols,5.31,1.445,18.16,128.58,2.15,47.6,27.19,25.22
SL_SOIL_03083,Kegalle,7.196365,80.501744,Wet Zone,Ultisols,4.96,1.473,11.24,130.39,2.29,44.89,25.66,29.45
SL_SOIL_03084,Kandy,7.275253,80.61599,Wet Zone,Ultisols,5.25,1.548,15.61,110.19,2.31,47.57,35.8,16.63
SL_SOIL_03085,Nuwara Eliya,7.018024,80.8262,Up Country Wet Zone,Inceptisols,4.38,1.551,16.78,140.39,2.7,46.72,38.98,14.31
SL_SOIL_03086,Hambantota,6.109805,80.62138,Dry Zone,Alfisols,6.92,0.868,4.0,132.12,1.01,68.58,11.28,20.14
SL_SOIL_03087,Badulla,7.120364,81.19118,Up Country Intermediate Zone,Inceptisols,4.82,1.598,20.16,140.94,2.34,48.66,35.7,15.64
SL_SOIL_03088,Vavuniya,8.815378,80.306362,Dry Zone,Alfisols,6.56,0.942,14.76,164.16,1.17,55.97,22.47,21.55
SL_SOIL_03089,Mannar,8.864004,80.046631,Dry Zone,Alfisols,7.58,0.782,14.54,163.99,0.72,73.94,15.4,10.65
SL_SOIL_03090,Kegalle,7.258723,80.242391,Wet Zone,Ultisols,5.16,1.493,18.13,160.83,2.41,55.32,29.18,15.5
SL_SOIL_03091,Anuradhapura,8.539141,80.75199,Dry Zone,Alfisols,6.01,0.767,14.23,149.43,1.12,67.24,19.19,13.57
SL_SOIL_03092,Ratnapura,6.648907,80.400944,Wet Zone,Ultisols,5.1,1.615,16.83,147.98,2.68,47.8,46.02,6.18
SL_SOIL_03093,Kegalle,7.153997,80.250548,Wet Zone,Ultisols,5.81,1.448,14.81,134.94,2.81,56.45,31.32,12.23
SL_SOIL_03094,Kandy,7.371622,80.559399,Wet Zone,Ultisols,5.34,1.768,22.26,123.46,2.24,46.87,32.1,21.02
SL_SOIL_03095,Polonnaruwa,8.119275,80.975092,Dry Zone,Vertisols,6.87,0.973,15.92,151.67,1.08,56.98,24.39,18.63
SL_SOIL_03096,Ratnapura,6.65923,80.647808,Wet Zone,Ultisols,4.76,1.493,13.4,128.71,2.56,42.93,41.24,15.83
SL_SOIL_03097,Mannar,9.028652,79.809925,Dry Zone,Alfisols,6.96,0.895,13.69,157.22,0.95,71.01,8.39,20.6
SL_SOIL_03098,Jaffna,9.804452,79.855987,Dry Zone,Alfisols,7.77,0.68,9.58,159.89,0.75,59.53,8.38,32.09
SL_SOIL_03099,Badulla,6.879478,80.878158,Up Country Intermediate Zone,Inceptisols,5.59,1.504,14.78,132.02,1.92,42.46,33.59,23.95
SL_SOIL_03100,Galle,6.070412,80.139464,Wet Zone,Ultisols,5.53,1.5,20.24,129.34,2.15,39.59,32.03,28.38
SL_SOIL_03101,Kalutara,6.695725,80.11307,Wet Zone,Ultisols,5.57,1.331,20.9,131.26,2.24,52.51,19.42,28.08
SL_SOIL_03102,Monaragala,7.256029,81.202641,Intermediate Zone,Alfisols,6.29,1.152,12.38,130.91,1.21,74.36,7.54,18.1
SL_SOIL_03103,Vavuniya,8.732137,80.321878,Dry Zone,Alfisols,6.31,0.769,8.24,151.04,1.28,56.51,24.56,18.93
SL_SOIL_03104,Ratnapura,6.637248,80.429279,Wet Zone,Ultisols,4.79,1.367,12.79,128.74,2.02,33.84,30.76,35.4
SL_SOIL_03105,Jaffna,9.65148,80.030337,Dry Zone,Alfisols,7.27,0.8,5.85,179.38,1.12,77.11,14.88,8.01
SL_SOIL_03106,Ampara,7.494579,81.576564,Dry Zone,Vertisols,6.2,0.901,8.91,139.85,0.94,62.97,20.06,16.98
SL_SOIL_03107,Ampara,6.982972,81.863072,Dry Zone,Vertisols,6.64,0.936,5.5,142.1,0.94,64.76,22.83,12.41
SL_SOIL_03108,Badulla,7.10456,80.894722,Up Country Intermediate Zone,Inceptisols,5.26,1.591,14.76,147.17,2.67,55.89,35.57,8.53
SL_SOIL_03109,Jaffna,9.733907,79.911975,Dry Zone,Alfisols,7.21,0.866,10.2,174.56,0.76,72.55,17.2,10.25
SL_SOIL_03110,Kegalle,7.218465,80.204522,Wet Zone,Ultisols,5.81,1.416,14.46,141.24,1.71,50.21,40.66,9.13
SL_SOIL_03111,Mullaitivu,9.372723,80.596297,Dry Zone,Alfisols,6.82,0.522,12.53,129.4,0.86,69.78,23.78,6.43
SL_SOIL_03112,Nuwara Eliya,7.060017,80.85307,Up Country Wet Zone,Inceptisols,4.78,1.837,14.7,130.07,3.81,37.92,29.85,32.23
SL_SOIL_03113,Mannar,9.1946,79.971972,Dry Zone,Alfisols,7.02,0.754,7.79,155.72,0.92,83.1,5.0,11.9
SL_SOIL_03114,Hambantota,6.024799,80.902095,Dry Zone,Alfisols,6.42,1.026,17.84,104.4,0.94,68.15,19.9,11.95
SL_SOIL_03115,Mullaitivu,9.398672,80.628808,Dry Zone,Alfisols,6.44,1.084,21.85,135.16,1.01,61.63,15.84,22.53
SL_SOIL_03116,Kandy,7.327936,80.7245,Wet Zone,Ultisols,5.27,1.591,16.7,144.57,2.52,34.33,30.36,35.3
SL_SOIL_03117,Ratnapura,6.621698,80.497277,Wet Zone,Ultisols,5.47,1.575,19.78,123.78,2.38,46.71,26.82,26.47
SL_SOIL_03118,Kilinochchi,9.403167,80.28791,Dry Zone,Alfisols,7.09,1.179,8.53,147.04,1.22,69.14,21.21,9.65
SL_SOIL_03119,Anuradhapura,8.245159,80.389402,Dry Zone,Alfisols,6.29,0.947,17.05,122.12,0.99,63.13,18.83,18.05
SL_SOIL_03120,Kurunegala,7.99264,80.190012,Intermediate Zone,Alfisols,5.88,0.822,11.38,130.46,1.27,56.88,21.0,22.12
SL_SOIL_03121,Kilinochchi,9.384463,80.534959,Dry Zone,Alfisols,7.21,0.753,3.0,169.93,1.18,63.53,18.0,18.47
SL_SOIL_03122,Kegalle,7.300286,80.481877,Wet Zone,Ultisols,6.01,1.37,14.17,128.17,2.1,37.89,27.01,35.1
SL_SOIL_03123,Polonnaruwa,8.038483,81.047529,Dry Zone,Vertisols,5.91,0.889,15.84,139.87,1.08,56.14,27.77,16.09
SL_SOIL_03124,Kandy,7.220218,80.743262,Wet Zone,Ultisols,5.05,1.23,19.72,132.29,1.89,43.73,34.23,22.04
SL_SOIL_03125,Kurunegala,7.60703,80.425747,Intermediate Zone,Alfisols,6.42,1.346,11.96,135.66,1.75,63.25,19.71,17.04
SL_SOIL_03126,Colombo,6.904665,79.868164,Wet Zone,Ultisols,6.12,1.345,18.12,121.06,1.67,51.26,30.19,18.54
SL_SOIL_03127,Galle,5.971857,80.140523,Wet Zone,Ultisols,4.85,1.233,13.22,123.21,1.58,46.18,29.87,23.96
SL_SOIL_03128,Nuwara Eliya,6.943238,80.696359,Up Country Wet Zone,Inceptisols,5.32,1.837,15.02,149.23,3.73,30.96,43.16,25.88
SL_SOIL_03129,Batticaloa,7.824155,81.304786,Dry Zone,Vertisols,6.41,0.982,19.15,142.45,1.13,55.78,22.38,21.84
SL_SOIL_03130,Kurunegala,7.48334,80.674461,Intermediate Zone,Alfisols,5.96,1.042,15.29,141.97,1.42,64.2,26.77,9.03
SL_SOIL_03131,Ratnapura,6.553892,80.476609,Wet Zone,Ultisols,4.88,1.208,14.95,132.79,1.78,48.5,31.76,19.74
SL_SOIL_03132,Kilinochchi,9.382635,80.264949,Dry Zone,Alfisols,7.2,0.652,11.57,161.31,0.54,69.54,22.65,7.8
SL_SOIL_03133,Anuradhapura,8.051631,80.843094,Dry Zone,Alfisols,5.64,0.666,13.87,108.1,0.95,67.07,11.05,21.88
SL_SOIL_03134,Ratnapura,6.644447,80.51723,Wet Zone,Ultisols,5.0,1.55,17.55,131.74,2.67,40.7,38.78,20.52
SL_SOIL_03135,Batticaloa,7.853777,81.432521,Dry Zone,Vertisols,6.32,1.175,20.28,168.4,1.66,62.09,18.03,19.88
SL_SOIL_03136,Ampara,7.131868,81.436567,Dry Zone,Vertisols,6.13,0.771,7.76,141.73,1.16,56.38,27.55,16.07
SL_SOIL_03137,Galle,6.162888,80.211238,Wet Zone,Ultisols,5.09,1.466,16.71,143.49,2.13,51.16,34.03,14.82
SL_SOIL_03138,Polonnaruwa,7.875627,81.042539,Dry Zone,Vertisols,6.18,0.791,22.53,143.46,1.18,57.61,25.76,16.63
SL_SOIL_03139,Jaffna,9.845241,80.123845,Dry Zone,Alfisols,7.01,0.675,14.75,157.37,0.81,65.82,15.56,18.63
SL_SOIL_03140,Mannar,8.833125,79.809427,Dry Zone,Alfisols,7.42,0.573,10.33,152.12,0.83,69.34,15.04,15.62
SL_SOIL_03141,Ratnapura,6.720951,80.733746,Wet Zone,Ultisols,5.18,1.279,19.46,157.43,2.88,43.29,42.69,14.02
SL_SOIL_03142,Vavuniya,8.987949,80.556206,Dry Zone,Alfisols,6.71,1.109,10.01,126.97,0.83,58.8,22.12,19.09
SL_SOIL_03143,Kegalle,7.192742,80.501752,Wet Zone,Ultisols,5.19,1.165,12.66,121.63,1.97,49.5,23.39,27.11
SL_SOIL_03144,Matale,7.638161,80.78912,Intermediate Zone,Alfisols,5.45,1.33,21.68,138.14,2.26,55.41,30.23,14.36
SL_SOIL_03145,Polonnaruwa,7.868002,80.969366,Dry Zone,Vertisols,6.68,0.93,16.87,149.14,1.47,55.23,17.03,27.74
SL_SOIL_03146,Kurunegala,7.450226,80.189041,Intermediate Zone,Alfisols,5.95,0.823,12.44,133.8,0.89,58.46,28.47,13.07
SL_SOIL_03147,Matale,7.640084,80.700239,Intermediate Zone,Alfisols,5.34,1.321,11.88,136.71,2.04,59.58,25.72,14.71
SL_SOIL_03148,Kalutara,6.744969,80.217123,Wet Zone,Ultisols,5.61,1.284,12.12,125.91,1.89,48.86,22.69,28.45
SL_SOIL_03149,Monaragala,6.971355,81.568495,Intermediate Zone,Alfisols,5.85,0.951,5.12,127.82,0.91,63.4,28.79,7.81
SL_SOIL_03150,Matale,7.727584,80.740511,Intermediate Zone,Alfisols,5.86,1.551,14.5,123.65,2.41,47.25,27.84,24.91
SL_SOIL_03151,Ratnapura,6.663146,80.622686,Wet Zone,Ultisols,4.62,1.736,12.67,126.51,3.4,47.66,32.62,19.72
SL_SOIL_03152,Trincomalee,8.818473,80.817142,Dry Zone,Alfisols,6.87,1.028,17.64,145.6,1.62,58.1,29.88,12.02
SL_SOIL_03153,Puttalam,8.247613,79.718147,Dry Zone,Alfisols,7.44,0.815,14.29,117.49,0.92,80.8,9.93,9.27
SL_SOIL_03154,Puttalam,8.214733,80.04154,Dry Zone,Alfisols,7.34,0.987,9.93,143.22,1.21,80.01,13.18,6.81
SL_SOIL_03155,Kegalle,7.199174,80.275538,Wet Zone,Ultisols,5.11,1.306,16.71,124.71,2.11,56.56,35.07,8.37
SL_SOIL_03156,Polonnaruwa,8.184292,81.054177,Dry Zone,Vertisols,6.24,0.98,5.39,154.81,0.84,57.76,27.24,14.99
SL_SOIL_03157,Mannar,9.059512,79.86104,Dry Zone,Alfisols,6.79,0.833,12.68,166.32,0.75,72.88,7.77,19.35
SL_SOIL_03158,Kegalle,7.093776,80.509929,Wet Zone,Ultisols,5.57,1.21,19.52,133.08,1.71,39.82,31.95,28.24
SL_SOIL_03159,Hambantota,6.020288,80.722444,Dry Zone,Alfisols,6.38,1.271,10.65,114.84,1.39,59.82,25.47,14.71
SL_SOIL_03160,Colombo,6.954909,79.876762,Wet Zone,Ultisols,5.57,1.306,17.14,120.86,1.8,60.3,16.46,23.24
SL_SOIL_03161,Kurunegala,7.969302,80.262696,Intermediate Zone,Alfisols,6.77,1.119,13.39,105.55,1.25,63.31,10.44,26.25
SL_SOIL_03162,Polonnaruwa,7.788215,81.077485,Dry Zone,Vertisols,6.57,0.94,12.32,109.41,1.25,52.57,18.06,29.36
SL_SOIL_03163,Kandy,7.289576,80.588676,Wet Zone,Ultisols,5.16,1.072,24.47,128.88,2.23,46.16,34.97,18.87
SL_SOIL_03164,Jaffna,9.792843,79.817762,Dry Zone,Alfisols,8.11,0.861,14.0,156.0,0.78,73.47,7.86,18.66
SL_SOIL_03165,Kegalle,7.126957,80.327828,Wet Zone,Ultisols,5.3,1.318,17.65,131.29,2.52,41.84,29.89,28.27
SL_SOIL_03166,Galle,6.105423,80.318024,Wet Zone,Ultisols,5.5,1.35,12.87,131.01,1.99,39.18,29.41,31.41
SL_SOIL_03167,Badulla,6.976843,81.103444,Up Country Intermediate Zone,Inceptisols,5.59,1.793,3.95,145.21,2.61,48.53,37.99,13.48
SL_SOIL_03168,Monaragala,7.04834,81.548125,Intermediate Zone,Alfisols,6.32,0.652,16.4,120.22,1.05,60.9,24.53,14.57
SL_SOIL_03169,Colombo,6.825622,79.923527,Wet Zone,Ultisols,5.2,1.184,17.36,117.28,1.58,55.12,18.4,26.48
SL_SOIL_03170,Trincomalee,8.656708,81.124854,Dry Zone,Alfisols,7.06,1.074,8.25,132.56,1.49,68.95,24.45,6.59
SL_SOIL_03171,Ratnapura,6.628965,80.300376,Wet Zone,Ultisols,4.67,1.624,19.81,141.57,2.73,47.46,25.27,27.27
SL_SOIL_03172,Gampaha,7.1242,80.090897,Wet Zone,Ultisols,6.34,1.14,5.7,131.35,1.22,57.03,20.02,22.95
SL_SOIL_03173,Kilinochchi,9.379661,80.585434,Dry Zone,Alfisols,6.8,0.904,11.91,166.02,0.84,55.25,11.91,32.84
SL_SOIL_03174,Hambantota,6.114001,80.899746,Dry Zone,Alfisols,6.32,1.066,11.8,121.1,0.91,67.45,25.84,6.7
SL_SOIL_03175,Galle,6.06433,80.152788,Wet Zone,Ultisols,5.2,1.133,18.02,114.17,1.89,40.01,17.04,42.96
SL_SOIL_03176,Badulla,7.173661,81.102283,Up Country Intermediate Zone,Inceptisols,4.94,1.374,14.33,130.87,2.2,57.32,27.86,14.82
SL_SOIL_03177,Trincomalee,8.649864,80.755818,Dry Zone,Alfisols,6.32,0.707,12.83,134.78,1.21,60.53,18.54,20.93
SL_SOIL_03178,Trincomalee,8.833466,80.945737,Dry Zone,Alfisols,6.51,0.652,12.3,128.92,1.63,62.95,22.01,15.03
SL_SOIL_03179,Gampaha,7.121078,80.034847,Wet Zone,Ultisols,5.75,0.932,8.18,103.46,1.31,55.15,30.11,14.74
SL_SOIL_03180,Nuwara Eliya,7.028022,80.87508,Up Country Wet Zone,Inceptisols,4.68,1.567,20.99,153.85,3.81,39.4,43.38,17.22
SL_SOIL_03181,Vavuniya,8.962743,80.477622,Dry Zone,Alfisols,6.66,1.012,12.3,164.36,1.26,68.45,21.7,9.84
SL_SOIL_03182,Nuwara Eliya,7.061093,80.826119,Up Country Wet Zone,Inceptisols,4.86,2.094,19.83,145.51,4.23,45.95,39.45,14.6
SL_SOIL_03183,Gampaha,7.178672,79.925842,Wet Zone,Ultisols,6.23,1.386,15.65,101.12,1.6,60.54,14.14,25.32
SL_SOIL_03184,Colombo,6.902652,79.831376,Wet Zone,Ultisols,5.92,1.169,21.24,111.25,1.93,42.17,24.86,32.98
SL_SOIL_03185,Jaffna,9.698553,80.10685,Dry Zone,Alfisols,7.29,0.59,6.86,169.96,0.6,71.97,10.26,17.77
SL_SOIL_03186,Polonnaruwa,7.909985,81.185861,Dry Zone,Vertisols,6.29,1.001,7.18,150.31,1.09,57.52,16.21,26.27
SL_SOIL_03187,Matale,7.482155,80.797367,Intermediate Zone,Alfisols,5.29,1.465,12.67,113.69,1.93,41.53,19.75,38.73
SL_SOIL_03188,Gampaha,7.018299,79.904168,Wet Zone,Ultisols,5.53,0.941,19.8,125.59,1.18,53.09,23.69,23.22
SL_SOIL_03189,Badulla,7.066744,80.984603,Up Country Intermediate Zone,Inceptisols,5.22,1.503,23.59,139.55,2.78,34.41,33.13,32.46
SL_SOIL_03190,Ampara,7.08882,81.800095,Dry Zone,Vertisols,6.16,1.037,12.2,146.57,1.61,61.19,17.2,21.61
SL_SOIL_03191,Kegalle,7.319981,80.525782,Wet Zone,Ultisols,5.62,1.453,14.96,102.15,2.49,58.82,30.39,10.79
SL_SOIL_03192,Gampaha,7.125545,79.863121,Wet Zone,Ultisols,6.08,1.123,6.85,115.16,1.77,49.51,18.69,31.8
SL_SOIL_03193,Jaffna,9.716866,79.725723,Dry Zone,Alfisols,7.27,0.723,14.24,151.17,0.68,70.11,18.76,11.12
SL_SOIL_03194,Gampaha,7.141577,79.899432,Wet Zone,Ultisols,5.74,1.173,13.12,90.78,1.6,56.96,27.75,15.29
SL_SOIL_03195,Ampara,7.351736,81.885628,Dry Zone,Vertisols,6.9,1.176,18.09,154.4,1.74,56.61,30.75,12.65
SL_SOIL_03196,Ampara,7.442341,81.625893,Dry Zone,Vertisols,6.17,0.833,10.64,147.67,1.18,59.74,21.91,18.35
SL_SOIL_03197,Puttalam,7.615223,79.895154,Dry Zone,Alfisols,6.36,0.556,8.88,118.43,0.91,66.77,18.38,14.85
SL_SOIL_03198,Galle,5.994849,80.219108,Wet Zone,Ultisols,5.37,1.725,18.04,130.81,2.14,48.89,32.95,18.16
SL_SOIL_03199,Badulla,6.97583,81.114384,Up Country Intermediate Zone,Inceptisols,5.26,1.432,16.74,158.39,2.3,41.09,35.84,23.07
SL_SOIL_03200,Mannar,9.190895,79.946736,Dry Zone,Alfisols,7.34,0.578,9.8,160.44,0.86,68.71,13.29,18.0
SL_SOIL_03201,Ratnapura,6.78787,80.523898,Wet Zone,Ultisols,4.71,1.746,22.61,130.39,3.0,33.7,34.46,31.83
SL_SOIL_03202,Batticaloa,7.64901,81.035697,Dry Zone,Vertisols,7.07,1.019,18.77,143.37,1.81,66.9,21.65,11.45
SL_SOIL_03203,Matara,5.940434,80.63927,Wet Zone,Ultisols,5.43,1.054,13.16,128.83,1.91,47.48,28.88,23.65
SL_SOIL_03204,Nuwara Eliya,7.090184,80.683947,Up Country Wet Zone,Inceptisols,4.74,1.77,28.53,125.17,3.58,35.24,41.39,23.37
SL_SOIL_03205,Jaffna,9.843745,80.090442,Dry Zone,Alfisols,7.56,0.289,11.42,170.86,0.98,73.65,16.78,9.57
SL_SOIL_03206,Kalutara,6.439001,80.295014,Wet Zone,Ultisols,5.5,1.102,16.28,123.16,1.76,47.41,27.93,24.66
SL_SOIL_03207,Puttalam,7.755184,79.915406,Dry Zone,Alfisols,6.93,0.93,11.89,141.55,1.31,70.67,16.18,13.15
SL_SOIL_03208,Trincomalee,8.650765,81.416735,Dry Zone,Alfisols,6.76,0.811,16.09,132.56,1.22,57.84,6.74,35.42
SL_SOIL_03209,Galle,5.966196,80.209503,Wet Zone,Ultisols,5.22,1.246,12.28,119.07,1.8,42.31,29.02,28.68
SL_SOIL_03210,Polonnaruwa,7.948788,81.218324,Dry Zone,Vertisols,6.0,0.941,8.81,148.85,0.83,56.32,28.97,14.71
SL_SOIL_03211,Anuradhapura,8.259573,80.602253,Dry Zone,Alfisols,6.33,0.886,11.66,141.17,1.14,72.64,16.54,10.83
SL_SOIL_03212,Kandy,7.369648,80.672977,Wet Zone,Ultisols,5.86,1.525,15.07,135.02,2.61,52.69,38.71,8.6
SL_SOIL_03213,Vavuniya,8.727064,80.554052,Dry Zone,Alfisols,6.35,1.175,14.84,164.98,1.36,50.66,20.95,28.39
SL_SOIL_03214,Anuradhapura,7.983474,80.696239,Dry Zone,Alfisols,6.8,0.91,9.15,107.72,1.16,72.18,11.57,16.26
SL_SOIL_03215,Badulla,6.981645,81.044302,Up Country Intermediate Zone,Inceptisols,5.22,1.434,14.01,153.66,2.65,39.3,43.6,17.1
SL_SOIL_03216,Batticaloa,7.982107,81.165652,Dry Zone,Vertisols,6.82,1.216,9.48,169.67,1.19,54.11,28.3,17.6
SL_SOIL_03217,Ratnapura,6.720924,80.618957,Wet Zone,Ultisols,4.96,1.397,17.01,144.46,2.36,48.53,37.54,13.93
SL_SOIL_03218,Matara,6.06155,80.55272,Wet Zone,Ultisols,5.14,1.104,16.98,138.31,1.36,52.13,29.37,18.5
SL_SOIL_03219,Polonnaruwa,8.057851,81.020555,Dry Zone,Vertisols,6.88,1.038,11.55,141.35,0.96,55.19,12.23,32.58
SL_SOIL_03220,Batticaloa,7.60472,81.105801,Dry Zone,Vertisols,6.41,0.894,7.15,143.44,0.69,52.9,13.05,34.05
SL_SOIL_03221,Badulla,6.80795,80.983289,Up Country Intermediate Zone,Inceptisols,5.23,1.79,25.69,143.66,3.03,40.67,36.29,23.04
SL_SOIL_03222,Anuradhapura,8.372473,80.516108,Dry Zone,Alfisols,6.95,0.808,16.73,111.55,1.1,72.01,16.07,11.92
