Sample_ID,District,Latitude,Longitude,Agro_Ecological_Zone,Soil_Order_Classification,pH,Nitrogen,Phosphorus,Potassium,Organic_Carbon,Sand,Clay,Silt,pH_scaled,Nitrogen_scaled,Phosphorus_scaled,Potassium_scaled,Organic_Carbon_scaled,Sand_scaled,Clay_scaled,Silt_scaled
SL_SOIL_03215,Badulla,6.981645,81.044302,Up Country Intermediate Zone,Inceptisols,5.22,1.434,14.01,153.66,2.65,39.3,43.6,17.1,-1.052415517738712,0.9919730391886432,0.11472630676357208,0.9623517209217782,1.6183837093178535,-1.730675872793966,2.3592992728172075,-0.20237484881320555
SL_SOIL_03216,Batticaloa,7.982107,81.165652,Dry Zone,Vertisols,6.82,1.216,9.48,169.67,1.19,54.11,28.3,17.6,0.9442747716646266,0.301338446022092,-0.8672002677249373,1.8107918023225513,-0.5534761788776309,-0.3477638172939188,0.55455444227086,-0.13339345673845981
SL_SOIL_03217,Ratnapura,6.720924,80.618957,Wet Zone,Ultisols,4.96,1.397,17.01,144.46,2.36,48.53,37.54,13.93,-1.376877689766754,0.8747552412658802,0.765008806424837,0.47480339182202147,1.1869868822105312,-0.8688069820265494,1.6444787713066933,-0.6397168745670938
SL_SOIL_03218,Matara,6.06155,80.55272,Wet Zone,Ultisols,5.14,1.104,16.98,138.31,1.36,52.13,29.37,18.5,-1.152250032208879,-0.05348299633870464,0.7585059814282241,0.14888793269555292,-0.3005883836767866,-0.5326501015538843,0.6807686232306374,-0.009226951003917662
SL_SOIL_03219,Polonnaruwa,8.057851,81.020555,Dry Zone,Vertisols,6.88,1.038,11.55,141.35,0.96,55.19,12.23,32.58,1.0191506575172513,-0.2625742034441745,-0.4185053429586647,0.30999085883286365,-0.895618490031714,-0.24691675315211947,-1.3410174156951402,1.9332890498209223
SL_SOIL_03220,Batticaloa,7.60472,81.105801,Dry Zone,Vertisols,6.41,0.894,7.15,143.44,0.69,52.9,13.05,34.05,0.43262288500502105,-0.7187732007651993,-1.3722530091285194,0.4207491205522652,-1.29726381182129,-0.4607498798972313,-1.2442925293521334,2.136094342520675
SL_SOIL_03221,Badulla,6.80795,80.983289,Up Country Intermediate Zone,Inceptisols,5.23,1.79,25.69,143.66,3.03,40.67,36.29,23.04,-1.0399362034299402,2.119798338121177,2.6464928387780957,0.4324078849437811,2.183662310355034,-1.602749504391868,1.4970322982228415,0.6171240890347737
SL_SOIL_03222,Anuradhapura,8.372473,80.516108,Dry Zone,Alfisols,6.95,0.808,16.73,111.55,1.1,72.01,16.07,11.92,1.1065058576786477,-0.9912253797208112,0.7043157731231188,-1.2692417723815679,-0.6873579528074893,1.323682893945166,-0.8880618503815472,-0.9170220707075717
SL_SOIL_03223,Vavuniya,8.996776,80.559572,Dry Zone,Alfisols,6.99,1.135,13.08,140.59,1.28,61.51,22.91,15.57,1.1564231149137312,0.044726510029015704,-0.08686126813141988,0.2697151272985363,-0.41959440494777217,0.34322532589989246,-0.08123474966670947,-0.4134579085619277
SL_SOIL_03224,Hambantota,6.178768,81.069692,Dry Zone,Alfisols,6.62,1.27,7.38,123.55,1.25,63.92,12.28,23.8,0.6946884854892091,0.47241307001747646,-1.3223980174878227,-0.6333091692079712,-0.4642216629243917,0.5682636819940935,-1.3351195567717864,0.7219758049883874
SL_SOIL_03225,Matara,5.992598,80.626639,Wet Zone,Ultisols,5.39,1.539,14.15,108.83,1.55,46.79,38.61,14.6,-0.8402671744896074,1.3246181414018905,0.14507282341443123,-1.413386495767583,-0.017949083158196245,-1.0312828075883376,1.7706929522664705,-0.5472818091869346
SL_SOIL_03226,Trincomalee,8.422296,80.934865,Dry Zone,Alfisols,6.63,1.168,17.11,129.26,1.18,60.23,17.24,22.54,0.7071677997979797,0.14927211358175027,0.7866848897468788,-0.33071123886453513,-0.5683519315365041,0.22370287950961146,-0.750051951575062,0.5481426969600278
SL_SOIL_03227,Gampaha,7.220255,79.955075,Wet Zone,Ultisols,5.67,1.126,10.52,132.69,1.5,53.82,23.13,23.05,-0.49084637384402297,0.01621407269645128,-0.6417690011756991,-0.14894050312408175,-0.09232784645256222,-0.37484312155421673,-0.05528417040395167,0.6185037168762687
SL_SOIL_03228,Kegalle,7.13562,80.505261,Wet Zone,Ultisols,5.52,1.837,23.19,104.85,2.56,47.5,28.69,23.81,-0.6780360884755864,2.2686966219690112,2.1045907557270422,-1.624304142486826,1.484501935387995,-0.9649852006062286,0.6005577418730219,0.723355432829882
SL_SOIL_03229,Ratnapura,6.833585,80.598795,Wet Zone,Ultisols,4.6,1.655,17.36,145.68,2.93,44.13,40.66,15.21,-1.8261330048825055,1.6921117781327162,0.8408750980519841,0.539456539811337,2.034904783766303,-1.2796653914931397,2.0125051681239876,-0.4631245108557446
SL_SOIL_03230,Kalutara,6.573218,80.237176,Wet Zone,Ultisols,5.36,0.966,12.55,120.88,0.94,49.41,24.51,26.08,-0.8777051174159192,-0.4906737021046871,-0.20174450973824315,-0.7748041734140966,-0.9253699953494604,-0.7866353001332317,0.10749673588062116,1.0365309528492277
SL_SOIL_03231,Matara,6.046393,80.602133,Wet Zone,Ultisols,4.98,1.22,13.95,89.04,1.54,47.69,31.67,20.65,-1.3519190611492118,0.31401064039212045,0.10172065677034668,-2.462145347168039,-0.03282483581706944,-0.9472435874701716,0.952070133704925,0.28739303491748885
SL_SOIL_03232,Mannar,8.923336,79.854246,Dry Zone,Alfisols,7.24,1.075,10.02,150.97,0.76,70.17,13.1,16.74,1.4684059726330028,-0.14535640552141144,-0.7501494177859098,0.8197968290436971,-1.1931335432091776,1.1518693772591369,-1.2383946704287794,-0.2520414511070229
SL_SOIL_03233,Colombo,6.949686,79.824539,Wet Zone,Ultisols,5.73,1.058,9.75,118.78,1.89,49.72,30.09,20.2,-0.4159704879913972,-0.19921323159403212,-0.8086748427554236,-0.8860923789694757,0.4878265072434917,-0.7576884576480853,0.765697791726936,0.2253097820502178
SL_SOIL_03234,Jaffna,9.697796,80.008251,Dry Zone,Alfisols,7.14,0.809,12.06,184.39,0.92,70.87,12.39,16.73,1.3436128295452934,-0.9880573311283041,-0.30795731801624976,2.5908691288821633,-0.9551215006672066,1.217233215128822,-1.3221442671404071,-0.25342107894851756
SL_SOIL_03235,Anuradhapura,8.308262,80.425802,Dry Zone,Alfisols,6.62,0.729,13.97,112.25,0.75,62.84,16.24,20.92,0.6946884854892091,-1.2415012185288736,0.10605587343475541,-1.2321457038631078,-1.2080092958680508,0.46741661785229416,-0.8680091300421435,0.324642986637852
SL_SOIL_03236,Kalutara,6.650368,80.177605,Wet Zone,Ultisols,5.96,1.112,13.02,117.74,1.44,45.34,30.4,24.26,-0.12894625888966793,-0.028138607598647683,-0.09986691812464528,-0.9412065379111877,-0.1815823624058014,-1.1666793288898274,0.8022645170517311,0.7854386856971536
SL_SOIL_03237,Nuwara Eliya,6.980849,80.711283,Up Country Wet Zone,Inceptisols,5.38,1.588,12.54,149.83,3.25,50.42,39.07,10.51,-0.852746488798378,1.4798525224347396,-0.2039121180704477,0.7593832317422062,2.5109288688502445,-0.6923246197784002,1.8249532543613283,-1.1115495963583548
SL_SOIL_03238,Galle,6.01936,80.196264,Wet Zone,Ultisols,5.18,1.137,20.03,138.62,2.11,46.7,33.24,20.06,-1.1023327749737954,0.05106260721402994,1.41962652275051,0.16531619161087094,0.8150930657387017,-1.039686729600154,1.1372629038982431,0.2059949922692889
SL_SOIL_03239,Anuradhapura,8.55283,80.670173,Dry Zone,Alfisols,6.61,0.643,19.65,121.93,0.95,65.43,19.22,15.35,0.6822091711804386,-1.5139533974844854,1.3372574061267493,-0.7191600706364062,-0.9104942426905872,0.7092628179701285,-0.5164967382102404,-0.4438097210748159
SL_SOIL_03240,Monaragala,6.836379,81.197205,Intermediate Zone,Alfisols,5.83,0.996,8.69,138.91,1.07,62.07,19.61,18.32,-0.291177344903689,-0.39563224432947347,-1.0384413259690706,0.18068456285423243,-0.7319852107841089,0.39551639619564055,-0.47049343860807863,-0.034060252150826094
SL_SOIL_03241,Kegalle,7.085796,80.382689,Wet Zone,Ultisols,5.75,1.407,12.85,124.72,2.23,41.06,25.34,33.6,-0.391011859373856,0.9064357271909514,-0.13671625977211693,-0.5713057403985454,0.9936020976451799,-1.5663325090073292,0.20540119400829862,2.0740110896534043
SL_SOIL_03242,Kurunegala,7.516743,80.558387,Intermediate Zone,Alfisols,5.73,1.123,11.92,113.12,1.02,65.42,28.27,6.31,-0.4159704879913972,0.006709926918930276,-0.3383038346671089,-1.1860405901330218,-0.8063639740784748,0.708329048857704,0.5510157269168475,-1.6909932897862192
SL_SOIL_03243,Kilinochchi,9.506007,80.623863,Dry Zone,Alfisols,7.06,1.169,7.66,157.66,1.24,68.63,18.86,12.51,1.2437783150751265,0.15244016217425777,-1.2617049841861046,1.1743292553129772,-0.4790974155832649,1.0080689339458297,-0.5589613224583898,-0.8356240280593717
SL_SOIL_03244,Puttalam,7.938036,80.022085,Dry Zone,Alfisols,6.89,1.01,16.25,123.83,0.68,72.03,18.29,9.68,1.0316299718260218,-0.3512795640343738,0.6002705731773164,-0.6184707418005873,-1.312139564480163,1.3255504321700138,-0.6261969141846263,-1.2260587072024327
SL_SOIL_03245,Matale,7.405859,80.715365,Intermediate Zone,Alfisols,5.36,1.38,14.83,135.55,1.89,53.68,24.91,21.41,-0.8777051174159192,0.8208984151932588,0.2924701900043178,0.002623433965626171,0.4878265072434917,-0.3879158891281538,0.1546796072674536,0.3922447508711026
SL_SOIL_03246,Puttalam,8.151096,79.958353,Dry Zone,Alfisols,6.84,0.708,9.05,114.38,0.88,71.22,5.84,22.94,0.9692334002821678,-1.308030238971523,-0.9604074260097185,-1.1192676667997947,-1.0146245113026995,1.249915134063664,-2.0947637860997914,0.6033278106198248
SL_SOIL_03247,Kilinochchi,9.462042,80.307888,Dry Zone,Alfisols,6.44,0.934,8.97,155.5,1.11,63.85,8.98,27.17,0.47006082793133397,-0.5920512570649146,-0.9777482926673522,1.05986138674173,-0.6724822001486161,0.561727298207125,-1.7243782457131553,1.1869103875721738
SL_SOIL_03248,Ratnapura,6.617391,80.440192,Wet Zone,Ultisols,5.16,1.671,21.37,136.98,2.84,46.29,39.0,14.71,-1.1272914035913366,1.74280055561283,1.7100860392658748,0.07840540251047862,1.9010230098364438,-1.077971263209541,1.8166962518686325,-0.5321059029304903
SL_SOIL_03249,Mannar,8.982336,80.021299,Dry Zone,Alfisols,7.29,0.808,8.11,159.57,0.89,78.38,13.88,7.74,1.5308025441768567,-0.9912253797208112,-1.164162609236915,1.2755485279847745,-0.9997487586438262,1.9184938185592975,-1.1463880712244556,-1.4937065084524461
SL_SOIL_03250,Jaffna,9.583603,79.874921,Dry Zone,Alfisols,8.17,0.631,9.85,171.84,0.99,69.8,14.7,15.5,2.6289822033486923,-1.5519699805945708,-0.7869987594333815,1.9257896147297775,-0.8509912320550944,1.117319920099446,-1.049663184881449,-0.4231153034523922
SL_SOIL_03251,Matara,6.086215,80.481709,Wet Zone,Ultisols,6.16,1.05,13.53,134.45,2.16,43.03,15.89,41.08,0.1206400272857495,-0.22455762033408908,0.010681106817769657,-0.05567038799195472,0.8894718290330679,-1.3823799938597876,-0.9092941425056218,3.1059727150916
SL_SOIL_03252,Ratnapura,6.793035,80.481869,Wet Zone,Ultisols,4.75,1.573,16.38,142.19,2.68,46.19,37.24,16.57,-1.6389432902509422,1.4323317935471325,0.6284494814959709,0.35450614105501554,1.6630109672944733,-1.087308954333782,1.6090916177665693,-0.27549512441243623
SL_SOIL_03253,Hambantota,6.299283,80.885736,Dry Zone,Alfisols,6.51,0.996,11.23,106.92,1.27,67.61,16.76,15.63,0.5574160280927293,-0.39563224432947347,-0.48786880958919965,-1.5146057684393803,-0.43447015760664537,0.9128244844785749,-0.8066713972392607,-0.40518014151295817
SL_SOIL_03254,Kandy,7.440225,80.587121,Wet Zone,Ultisols,5.78,1.339,9.76,122.34,2.2,43.87,34.3,21.83,-0.3535739164475431,0.6910084229004673,-0.8065072344232194,-0.6974323733613085,0.9489748396685607,-1.3039433884161662,1.262297513073349,0.4501891202138888
SL_SOIL_03255,Matale,7.71138,80.657835,Intermediate Zone,Alfisols,5.17,1.084,10.5,115.6,2.15,48.97,23.81,27.22,-1.1148120892825661,-0.11684396818884701,-0.6461042178401074,-1.0546145188104792,0.8745960763741943,-0.8277211410798906,0.024926710953663743,1.193808526779648
SL_SOIL_03256,Polonnaruwa,7.811081,81.14901,Dry Zone,Vertisols,6.68,1.056,11.92,158.45,1.15,62.29,17.68,20.02,0.7695643713418338,-0.20554932877904636,-0.3383038346671089,1.2161948183552385,-0.6129791895131237,0.41605931666896995,-0.698150793049546,0.20047648090330936
SL_SOIL_03257,Matara,5.95789,80.521979,Wet Zone,Ultisols,5.16,1.217,13.34,132.06,1.86,54.06,20.1,25.84,-1.1272914035913366,0.30450649461459944,-0.030503451494110326,-0.18232696479069532,0.44319924926687243,-0.3524326628560389,-0.41269442115920846,1.00341988465335
SL_SOIL_03258,Monaragala,6.801968,81.145385,Intermediate Zone,Alfisols,5.45,0.898,13.37,114.85,1.13,58.41,12.08,29.51,-0.7653912886369816,-0.7061010063951708,-0.024000626497497818,-1.094360306508829,-0.6427306948308701,0.05375690104843078,-1.3587109924652025,1.509743302481984
SL_SOIL_03259,Hambantota,6.144188,80.610356,Dry Zone,Alfisols,6.19,0.766,10.63,96.71,0.87,74.13,12.77,13.1,0.1580779702120624,-1.12428342060611,-0.6179253095214524,-2.055678424972916,-1.0295002639615727,1.5216419457790678,-1.2773205393229163,-0.7542259854111718
SL_SOIL_03260,Batticaloa,7.823169,81.476997,Dry Zone,Vertisols,6.65,1.047,8.96,171.32,1.26,52.71,23.04,24.25,0.732126428415522,-0.23406176611161078,-0.9799159009995564,1.898232535258921,-0.4493459102655185,-0.4784914930332884,-0.06590031646598898,0.7840590578556584
SL_SOIL_03261,Batticaloa,7.790876,81.509449,Dry Zone,Vertisols,6.78,1.166,12.8,171.44,1.59,55.53,30.13,14.34,0.894357514429543,0.14293601639673603,-0.14755430143313777,1.9045918612906574,0.041553927477296526,-0.21516860332970078,0.7704160788656191,-0.5831521330658023
SL_SOIL_03262,Ampara,6.992492,81.58336,Dry Zone,Vertisols,6.61,1.019,15.38,154.63,1.5,51.85,26.21,21.94,0.6822091711804386,-0.3227671267018101,0.4116886482755498,1.0137562730116438,-0.09232784645256222,-0.5587956367017584,0.3080239392746597,0.4653650264703333
SL_SOIL_03263,Vavuniya,8.800338,80.378677,Dry Zone,Alfisols,6.06,1.271,8.54,142.55,1.71,66.34,23.17,10.49,-0.004153115801959771,0.4755811186099832,-1.0709554509521337,0.3735841191502242,0.22006295938377451,0.7942358072007185,-0.05056588326526809,-1.1143088520413444
SL_SOIL_03264,Matara,6.146013,80.528949,Wet Zone,Ultisols,5.41,1.401,23.27,112.34,1.94,50.77,19.01,30.22,-0.8153085458720651,0.8874274356359086,2.1219316223846754,-1.2273762093393057,0.5622052705378576,-0.6596427008435577,-0.5412677456883273,1.6076968792281225
SL_SOIL_03265,Kurunegala,7.828245,80.39521,Intermediate Zone,Alfisols,6.37,1.077,9.5,113.59,1.5,70.71,18.76,10.53,0.38270562776993755,-0.1390203083363972,-0.862865051060529,-1.161133229842056,-0.09232784645256222,1.2022929093300359,-0.5707570403050977,-1.108790340675365
SL_SOIL_03266,Jaffna,9.683847,79.868298,Dry Zone,Alfisols,7.44,0.807,18.54,167.21,0.92,69.36,22.61,8.03,1.7179922588084202,-0.9943934283133183,1.0966528812520815,1.680425618671965,-0.9551215006672066,1.0762340791527871,-0.11662190320683402,-1.4536973010490937
SL_SOIL_03267,Anuradhapura,7.95303,80.768331,Dry Zone,Alfisols,6.71,0.997,3.55,127.83,0.72,72.51,17.94,9.55,0.8070023142681467,-0.3924641957369664,-2.1525920087220367,-0.4064932074093883,-1.2526365538446704,1.3703713495663694,-0.6674819266481046,-1.2439938691418664
SL_SOIL_03268,Nuwara Eliya,6.949632,80.770408,Up Country Wet Zone,Inceptisols,4.67,1.729,24.37,142.7,3.3,36.84,35.44,27.72,-1.738777804721109,1.926547373978243,2.3603685389271396,0.38153327668989295,2.5853076321446102,-1.9603830744502864,1.396768696525822,1.2627899188543938
SL_SOIL_03269,Mannar,8.924101,79.845003,Dry Zone,Alfisols,6.84,0.784,4.72,162.12,0.9,68.76,19.66,11.57,0.9692334002821678,-1.067258545940982,-1.8989818338541442,1.4106842061591642,-0.984873005984953,1.0202079324073434,-0.4645955796847245,-0.9653090451598937
SL_SOIL_03270,Gampaha,7.004048,80.008862,Wet Zone,Ultisols,5.51,0.937,17.17,126.42,1.21,62.08,21.87,16.04,-0.690515402784357,-0.5825471112873932,0.7996905397401045,-0.48121528828228577,-0.5237246735598845,0.39645016530806443,-0.20391021527247416,-0.34861540001166685
SL_SOIL_03271,Galle,6.09593,80.263148,Wet Zone,Ultisols,5.26,1.284,19.04,127.33,1.22,36.54,30.99,32.47,-1.0024982605036286,0.5167657503125761,1.2050332978622922,-0.4329903992082882,-0.5088489209010113,-1.9883961478230088,0.8718592523473092,1.9181131435644785
SL_SOIL_03272,Ampara,7.313385,81.642609,Dry Zone,Vertisols,7.16,1.158,20.51,139.74,1.65,50.58,18.92,30.5,1.3685714581628357,0.11759162765667909,1.5236717226963123,0.22466990124040687,0.13080844343053535,-0.6773843139796154,-0.5518838917503647,1.6463264587899804
SL_SOIL_03273,Kalutara,6.724335,80.194535,Wet Zone,Ultisols,5.26,1.423,19.61,121.21,2.24,48.91,19.17,31.92,-1.0024982605036286,0.9571245046710654,1.3285869727979325,-0.7573160268268228,1.0084778503040535,-0.8333237557544352,-0.5223945971335943,1.8422336122822585
SL_SOIL_03274,Mullaitivu,9.030645,80.818714,Dry Zone,Alfisols,6.7,0.883,9.91,146.71,0.99,62.61,13.29,24.09,0.794522999959376,-0.7536217352827776,-0.7739931094401561,0.5940407549170709,-0.8509912320550944,0.4459399282665402,-1.215982806520034,0.7619850123917398
SL_SOIL_03275,Kalutara,6.520461,80.171888,Wet Zone,Ultisols,5.8,1.404,15.83,115.6,1.31,55.66,33.44,10.9,-0.32861528783000193,0.8969315814134297,0.5092310232247393,-1.0546145188104792,-0.3749671469711526,-0.2030296048681883,1.1608543395916588,-1.057744110540053
SL_SOIL_03276,Kurunegala,7.789506,80.653281,Intermediate Zone,Alfisols,6.4,1.088,13.24,144.03,1.67,60.09,26.5,13.41,0.42014357069625047,-0.10417177381881854,-0.0521795348161524,0.45201580687496723,0.16055994874828175,0.21063011193567507,0.34223152103011323,-0.7114575223248294
SL_SOIL_03277,Kilinochchi,9.380177,80.64126,Dry Zone,Alfisols,7.21,0.974,14.57,166.3,1.57,69.86,17.65,12.49,1.4309680297066898,-0.4653293133646301,0.23611237336700824,1.6322007295979675,0.011802422159550142,1.1229225347739906,-0.7016895084035586,-0.8383832837423615
SL_SOIL_03278,Matara,6.126906,80.59222,Wet Zone,Ultisols,5.56,1.036,21.58,136.38,1.14,53.82,30.96,15.22,-0.6281188312405028,-0.26891030062918875,1.7556058142421627,0.04660877235179909,-0.6278549421719969,-0.37484312155421673,0.868320536993297,-0.4617448830142497
SL_SOIL_03279,Nuwara Eliya,7.056618,80.842283,Up Country Wet Zone,Inceptisols,4.49,1.496,15.4,159.63,2.77,33.0,47.82,19.18,-1.9634054622789843,1.1883920519240847,0.41602386493995813,1.2787281910006425,1.7968927412243318,-2.3189504136211294,2.857078565948292,0.08458774221773652
SL_SOIL_03280,Colombo,6.864098,79.851319,Wet Zone,Ultisols,5.94,1.043,12.87,107.85,1.85,58.81,19.39,21.79,-0.15390488750720913,-0.24673396048163926,-0.1323810431077086,-1.4653209916934269,0.42832349660799923,0.0911076655453941,-0.4964440178708364,0.44467060884790927
SL_SOIL_03281,Colombo,6.910776,79.895281,Wet Zone,Ultisols,5.69,1.237,13.64,108.79,1.57,51.34,28.59,20.07,-0.4658877452264807,0.36786746646474183,0.03452479847201629,-1.4155062711114945,0.011802422159550142,-0.6064178614353857,0.5887620240263136,0.20737462011078403
SL_SOIL_03282,Monaragala,7.240279,81.045103,Intermediate Zone,Alfisols,5.56,1.248,11.06,144.7,1.29,56.94,20.92,22.14,-0.6281188312405028,0.4027160009823198,-0.5247181512366713,0.48752204388549236,-0.404718652288899,-0.08350715847790732,-0.31596953481620155,0.4929575833002315
SL_SOIL_03283,Matara,5.992459,80.646063,Wet Zone,Ultisols,6.07,1.071,18.43,143.82,1.83,44.52,30.21,25.27,0.008326198506811933,-0.1580285998914399,1.0728091895978353,0.44088698631942885,0.39857199129025284,-1.2432483961086012,0.7798526531429858,0.9247810976881398
SL_SOIL_03284,Matale,7.517101,80.627991,Intermediate Zone,Alfisols,5.36,1.514,14.14,130.84,1.98,51.68,26.37,21.96,-0.8777051174159192,1.2454169265892128,0.14290521508222706,-0.24698011278001092,0.6217082811733504,-0.5746697116129676,0.32689708782939275,0.468124282153323
SL_SOIL_03285,Ampara,7.436642,81.470294,Dry Zone,Vertisols,6.1,0.892,18.45,109.81,0.92,64.61,26.64,8.75,0.04576414143312372,-0.7251092979502135,1.0771444062622435,-1.361451999841739,-0.9551215006672066,0.6326937507513541,0.3587455260155047,-1.3543640964614598
SL_SOIL_03286,Kilinochchi,9.578907,80.319741,Dry Zone,Alfisols,6.85,0.959,10.9,190.18,1.28,65.52,9.81,24.67,0.9817127145909383,-0.512850042252237,-0.5593998845519388,2.8977066099134245,-0.41959440494777217,0.7176667399819441,-1.6264737875854776,0.8420034271984451
SL_SOIL_03287,Matale,7.794919,80.79068,Intermediate Zone,Alfisols,5.71,1.191,18.46,133.3,1.68,44.43,18.35,37.22,-0.44092911660893946,0.22213723120941437,1.0793120145944481,-0.1166139291294232,0.17543570140715495,-1.251652318120418,-0.6191194834766012,2.573436368274563
SL_SOIL_03288,Kandy,7.299344,80.658888,Wet Zone,Ultisols,5.45,1.923,21.73,129.6,2.51,51.85,33.16,14.98,-0.7653912886369816,2.5411488009246233,1.7881199392252265,-0.31269314844128304,1.4101231720936287,-0.5587956367017584,1.127826329620876,-0.49485595121012765
SL_SOIL_03289,Nuwara Eliya,6.997005,80.809538,Up Country Wet Zone,Inceptisols,4.49,1.671,23.34,145.71,3.58,39.76,38.85,21.39,-1.9634054622789843,1.74280055561283,2.137104880710105,0.5410463713192711,3.00182870659306,-1.6877224936224586,1.7990026750985704,0.3894854951881129
SL_SOIL_03290,Vavuniya,8.984311,80.54276,Dry Zone,Alfisols,6.41,0.966,10.01,129.56,1.13,61.8,27.09,11.12,0.43262288500502105,-0.4906737021046871,-0.752317026118114,-0.3148129237851946,-0.6427306948308701,0.3703046301601904,0.4118262563256913,-1.027392298027165
SL_SOIL_03291,Badulla,7.086722,81.106048,Up Country Intermediate Zone,Inceptisols,5.55,1.439,14.89,139.39,2.38,41.05,36.96,21.98,-0.6405981455492734,1.0078132821511792,0.3054758399975432,0.20612186698117577,1.2167383875282776,-1.5672662781197537,1.5760636077957861,0.4708835378363128
SL_SOIL_03292,Puttalam,8.005849,79.880296,Dry Zone,Alfisols,6.49,0.565,7.82,119.81,1.05,69.24,8.89,21.86,0.532457399475188,-1.7610611877000408,-1.227023250870837,-0.8315081638637418,-0.7617367161018552,1.0650288498036977,-1.7349943917751927,0.4543280037383737
SL_SOIL_03293,Hambantota,6.158475,81.005176,Dry Zone,Alfisols,6.91,1.068,8.42,107.92,1.04,61.78,25.64,12.58,1.056588600443564,-0.16753274566896093,-1.0969667509385843,-1.4616113848415806,-0.7766124687607284,0.36843709193534263,0.24078834754842318,-0.8259666331689073
SL_SOIL_03294,Mannar,9.054203,79.917955,Dry Zone,Alfisols,6.94,0.964,7.62,168.32,0.91,83.4,7.29,9.31,1.094026543369877,-0.4970097992897013,-1.2703754175149213,1.739249384465522,-0.9699972533260798,2.3872459129961814,-1.9237258773225232,-1.2771049373377446
SL_SOIL_03295,Kilinochchi,9.343681,80.558159,Dry Zone,Alfisols,6.76,0.873,9.75,142.25,0.84,73.52,18.26,8.22,0.8693988858120008,-0.7853022212078488,-0.8086748427554236,0.3576858040708837,-1.0741275219381923,1.4646820299211996,-0.6297356295386385,-1.4274843720606902
SL_SOIL_03296,Vavuniya,8.70667,80.456807,Dry Zone,Alfisols,6.05,0.965,15.54,153.64,1.05,58.26,20.22,21.52,-0.016632430110730366,-0.4938417506971942,0.4463703815908169,0.9612918332498217,-0.7617367161018552,0.03975036436206987,-0.39853955974315897,0.4074206571275466
SL_SOIL_03297,Monaragala,7.196662,81.407767,Intermediate Zone,Alfisols,5.85,0.958,3.86,142.54,1.47,66.38,19.51,14.11,-0.2662187162861478,-0.516018090844744,-2.0853961504237066,0.3730541753142452,-0.1369551044291818,0.797970883650414,-0.48228915645478654,-0.6148835734201854
SL_SOIL_03298,Ampara,7.198433,81.828938,Dry Zone,Vertisols,6.46,0.586,18.21,143.73,0.61,66.57,17.95,15.48,0.49501945654887514,-1.6945321672573912,1.0251218062893428,0.4361174917956267,-1.4162698330922754,0.8157124967864712,-0.666302354863434,-0.4258745591353819
SL_SOIL_03299,Colombo,6.818589,79.90239,Wet Zone,Ultisols,5.86,1.091,5.91,111.23,1.24,63.75,21.59,14.66,-0.2537394019773761,-0.09466762804129754,-1.6410364423218422,-1.2861999751328634,-0.4790974155832649,0.5523896070828842,-0.23693822524325714,-0.539004042137965
SL_SOIL_03300,Mullaitivu,9.362502,80.879498,Dry Zone,Alfisols,6.56,0.746,9.95,151.45,1.06,72.9,14.35,12.75,0.6198125996365833,-1.1876443924562525,-0.7653226761113394,0.8452341331706404,-0.746860963442982,1.4067883449509082,-1.0909481973449275,-0.8025129598634938
SL_SOIL_03301,Monaragala,6.814816,81.288199,Intermediate Zone,Alfisols,5.75,1.144,9.11,132.58,1.35,64.63,11.04,24.33,-0.391011859373856,0.07323894736157943,-0.9474017760164934,-0.15476988531983893,-0.3154641363356598,0.6345612889762019,-1.4813864580709675,0.7950960805876175
SL_SOIL_03302,Polonnaruwa,8.132618,80.833104,Dry Zone,Vertisols,5.96,1.039,14.03,130.05,1.32,51.31,24.39,24.29,-0.12894625888966793,-0.25940615485166774,0.11906152342798042,-0.2888456758222723,-0.3600913943122794,-0.609219168772658,0.09334187446457125,0.789577569221638
SL_SOIL_03303,Polonnaruwa,7.853522,81.058315,Dry Zone,Vertisols,6.37,1.197,10.51,146.28,1.63,58.77,30.23,11.0,0.38270562776993755,0.24114552276445708,-0.6439366095079033,0.5712531699700166,0.10105693811278897,0.0873725890956979,0.7822117967123274,-1.043947832125104
SL_SOIL_03304,Mullaitivu,9.13788,80.81799,Dry Zone,Alfisols,6.41,0.963,17.1,159.89,1.07,57.85,18.01,24.14,0.43262288500502105,-0.5001778478822084,0.7845172814146749,1.29250673073607,-0.7319852107841089,0.0014658307526833447,-0.6592249241554089,0.7688831515992145
SL_SOIL_03305,Gampaha,7.203881,80.044545,Wet Zone,Ultisols,5.3,0.855,12.56,115.24,1.3,60.13,21.67,18.2,-0.952581003268545,-0.8423270958729769,-0.19957690140603898,-1.073692496905687,-0.3898428996300258,0.21436518838537127,-0.2275016509658904,-0.050615786248765206
SL_SOIL_03306,Kandy,7.212967,80.609424,Wet Zone,Ultisols,5.36,1.114,16.26,121.96,1.33,44.99,38.33,16.67,-0.8777051174159192,-0.021802510413633444,0.6024381815095209,-0.717570239128473,-0.3452156416534062,-1.1993612478246698,1.7376649422956876,-0.2616988459974869
SL_SOIL_03307,Nuwara Eliya,6.892339,80.887997,Up Country Wet Zone,Inceptisols,5.18,1.807,15.75,149.92,2.73,39.79,34.8,25.41,-1.1023327749737954,2.173655164193798,0.4918901565671056,0.7641527262660068,1.737389730588839,-1.6849211862851863,1.3212761023068897,0.9440958874690686
