date,district,latitude,longitude,temperature_avg_c,temperature_max_c,temperature_min_c,rainfall_mm,humidity_percent,solar_radiation_mj_m2_day,wind_speed_m_s
2005-12-31,Kurunegala,7.4863,80.3623,22.11,27.34,18.35,4.37,90.67,13.6,3.59
2006-01-01,Kurunegala,7.4863,80.3623,22.6,26.94,19.68,6.96,91.43,9.72,4.55
2006-01-02,Kurunegala,7.4863,80.3623,22.75,27.33,20.15,1.35,90.62,12.13,4.21
2006-01-03,Kurunegala,7.4863,80.3623,23.05,26.68,20.42,1.58,91.96,14.98,3.82
2006-01-04,Kurunegala,7.4863,80.3623,23.63,26.57,21.39,2.85,93.06,14.31,3.64
2006-01-05,Kurunegala,7.4863,80.3623,22.99,26.45,20.96,7.21,92.3,13.03,4.76
2006-01-06,Kurunegala,7.4863,80.3623,22.91,24.88,21.57,5.65,94.5,10.47,4.43
2006-01-07,Kurunegala,7.4863,80.3623,23.36,25.85,21.77,6.35,92.57,11.72,4.24
2006-01-08,Kurunegala,7.4863,80.3623,23.46,25.99,21.53,5.38,91.95,11.75,3.81
2006-01-09,Kurunegala,7.4863,80.3623,23.13,26.05,21.17,4.54,92.96,10.89,3.65
2006-01-10,Kurunegala,7.4863,80.3623,23.44,26.8,21.51,1.05,91.04,10.54,4.65
2006-01-11,Kurunegala,7.4863,80.3623,22.99,25.32,21.26,24.57,93.07,7.72,5.22
2006-01-12,Kurunegala,7.4863,80.3623,23.22,25.38,21.81,43.13,94.38,6.95,6.17
2006-01-13,Kurunegala,7.4863,80.3623,23.47,25.99,21.56,22.09,94.91,9.93,4.13
2006-01-14,Kurunegala,7.4863,80.3623,23.93,27.58,20.9,23.61,90.94,10.2,1.25
2006-01-15,Kurunegala,7.4863,80.3623,24.0,27.16,22.04,5.22,92.37,16.04,2.5
2006-01-16,Kurunegala,7.4863,80.3623,23.54,27.42,20.99,3.88,92.06,16.89,3.18
2006-01-17,Kurunegala,7.4863,80.3623,22.97,27.65,18.85,0.15,90.38,19.64,3.49
2006-01-18,Kurunegala,7.4863,80.3623,21.43,26.83,17.54,0.0,88.55,22.98,3.55
2006-01-19,Kurunegala,7.4863,80.3623,20.72,26.58,15.71,0.0,88.55,22.51,3.78
2006-01-20,Kurunegala,7.4863,80.3623,20.5,26.38,15.95,0.0,87.92,22.9,3.47
2006-01-21,Kurunegala,7.4863,80.3623,19.58,25.81,14.46,0.0,86.75,24.61,3.18
2006-01-22,Kurunegala,7.4863,80.3623,20.28,26.5,14.87,0.0,87.47,23.63,3.22
2006-01-23,Kurunegala,7.4863,80.3623,20.03,26.23,14.84,0.0,86.23,24.01,2.9
2006-01-24,Kurunegala,7.4863,80.3623,19.31,25.81,13.61,0.0,83.25,24.14,3.25
2006-01-25,Kurunegala,7.4863,80.3623,19.82,25.9,14.18,0.0,86.75,23.83,4.11
2006-01-26,Kurunegala,7.4863,80.3623,21.17,26.23,16.99,0.41,86.31,21.57,4.31
2006-01-27,Kurunegala,7.4863,80.3623,22.07,26.2,18.33,16.8,91.55,10.22,5.04
2006-01-28,Kurunegala,7.4863,80.3623,23.36,27.56,20.91,13.52,90.62,8.6,5.99
2006-01-29,Kurunegala,7.4863,80.3623,21.73,26.2,17.82,0.0,87.43,21.98,4.5
2006-01-30,Kurunegala,7.4863,80.3623,21.7,27.09,17.25,0.0,88.13,16.93,3.66
2006-01-31,Kurunegala,7.4863,80.3623,22.01,27.53,18.52,0.02,88.99,15.26,4.24
2006-02-01,Kurunegala,7.4863,80.3623,21.63,26.87,17.85,0.0,86.63,23.44,3.88
2006-02-02,Kurunegala,7.4863,80.3623,22.46,28.02,17.49,0.17,87.58,20.92,3.97
2006-02-03,Kurunegala,7.4863,80.3623,23.78,28.0,20.36,5.6,89.02,19.08,4.3
2006-02-04,Kurunegala,7.4863,80.3623,23.93,27.47,21.63,18.24,91.14,10.65,4.9
2006-02-05,Kurunegala,7.4863,80.3623,23.67,27.67,20.76,5.4,89.53,17.72,4.81
2006-02-06,Kurunegala,7.4863,80.3623,23.27,28.0,19.94,0.04,88.46,21.29,4.57
2006-02-07,Kurunegala,7.4863,80.3623,22.33,27.21,18.1,0.0,87.5,16.8,4.16
2006-02-08,Kurunegala,7.4863,80.3623,23.24,27.81,19.91,16.55,90.32,14.9,5.04
2006-02-09,Kurunegala,7.4863,80.3623,23.8,28.17,21.07,14.98,90.98,16.95,3.88
2006-02-10,Kurunegala,7.4863,80.3623,23.54,27.88,20.94,0.74,90.27,18.81,4.08
2006-02-11,Kurunegala,7.4863,80.3623,23.28,27.92,20.26,0.04,89.29,21.51,4.46
2006-02-12,Kurunegala,7.4863,80.3623,23.16,27.68,19.92,0.0,87.73,20.7,4.5
2006-02-13,Kurunegala,7.4863,80.3623,22.93,27.61,19.62,0.06,87.84,20.25,4.5
2006-02-14,Kurunegala,7.4863,80.3623,23.46,28.11,19.57,0.0,87.61,19.52,3.58
2006-02-15,Kurunegala,7.4863,80.3623,23.28,27.03,20.7,0.0,90.49,21.42,3.0
2006-02-16,Kurunegala,7.4863,80.3623,24.75,30.4,19.62,0.02,85.4,21.82,1.85
2006-02-17,Kurunegala,7.4863,80.3623,24.72,29.25,21.06,0.02,86.44,18.21,2.91
2006-02-18,Kurunegala,7.4863,80.3623,23.61,28.84,19.86,0.28,86.49,24.83,3.42
2006-02-19,Kurunegala,7.4863,80.3623,22.86,28.34,19.05,0.21,86.43,24.63,3.14
2006-02-20,Kurunegala,7.4863,80.3623,22.01,28.04,17.87,0.0,85.97,22.87,3.65
2006-02-21,Kurunegala,7.4863,80.3623,22.25,27.81,18.02,0.0,86.5,22.48,3.04
2006-02-22,Kurunegala,7.4863,80.3623,22.61,28.15,18.27,0.0,87.23,21.8,3.08
2006-02-23,Kurunegala,7.4863,80.3623,23.79,28.87,19.7,0.0,88.4,16.02,3.95
2006-02-24,Kurunegala,7.4863,80.3623,23.42,27.38,20.73,0.0,88.96,18.87,3.58
2006-02-25,Kurunegala,7.4863,80.3623,23.55,28.9,19.61,0.0,86.84,19.46,3.29
2006-02-26,Kurunegala,7.4863,80.3623,24.12,28.33,20.15,0.0,88.49,19.73,2.57
2006-02-27,Kurunegala,7.4863,80.3623,23.94,27.15,21.25,0.0,88.55,14.17,2.21
2006-02-28,Kurunegala,7.4863,80.3623,24.08,27.88,20.46,0.0,88.22,19.36,2.36
2006-03-01,Kurunegala,7.4863,80.3623,24.55,27.81,22.12,0.0,90.2,20.97,2.86
2006-03-02,Kurunegala,7.4863,80.3623,24.8,27.92,22.2,11.2,92.06,14.06,2.76
2006-03-03,Kurunegala,7.4863,80.3623,24.83,28.46,22.06,15.03,88.56,14.09,2.0
2006-03-04,Kurunegala,7.4863,80.3623,25.15,29.92,20.61,18.21,84.19,15.88,1.38
2006-03-05,Kurunegala,7.4863,80.3623,25.17,29.25,21.93,5.87,89.68,20.59,3.11
2006-03-06,Kurunegala,7.4863,80.3623,25.24,29.82,21.91,6.92,87.74,20.37,2.65
2006-03-07,Kurunegala,7.4863,80.3623,25.05,29.96,20.83,0.78,85.94,24.0,2.4
2006-03-08,Kurunegala,7.4863,80.3623,24.76,28.39,22.12,2.79,89.89,22.0,3.07
2006-03-09,Kurunegala,7.4863,80.3623,25.1,29.54,21.7,0.61,87.0,22.82,2.96
2006-03-10,Kurunegala,7.4863,80.3623,25.0,28.9,21.65,7.13,88.08,19.19,2.71
2006-03-11,Kurunegala,7.4863,80.3623,24.42,27.28,22.17,5.34,90.57,18.84,1.7
2006-03-12,Kurunegala,7.4863,80.3623,25.12,28.55,21.9,2.84,86.12,21.39,1.2
2006-03-13,Kurunegala,7.4863,80.3623,25.17,29.42,21.8,1.19,86.62,23.32,1.84
2006-03-14,Kurunegala,7.4863,80.3623,25.0,30.52,20.36,0.27,80.41,25.28,2.01
2006-03-15,Kurunegala,7.4863,80.3623,24.99,30.8,19.62,2.61,80.91,22.21,1.63
2006-03-16,Kurunegala,7.4863,80.3623,25.16,29.17,21.84,0.98,84.5,21.36,1.92
2006-03-17,Kurunegala,7.4863,80.3623,25.1,29.65,21.1,0.0,82.69,18.2,1.64
2006-03-18,Kurunegala,7.4863,80.3623,24.16,29.48,20.42,0.0,83.75,23.8,3.1
2006-03-19,Kurunegala,7.4863,80.3623,24.17,29.5,20.3,0.03,84.17,22.62,3.89
2006-03-20,Kurunegala,7.4863,80.3623,24.55,29.53,20.24,0.7,85.45,20.0,3.21
2006-03-21,Kurunegala,7.4863,80.3623,24.34,29.73,20.15,0.07,78.56,24.59,2.51
2006-03-22,Kurunegala,7.4863,80.3623,24.27,29.29,19.67,0.0,77.81,25.6,1.68
2006-03-23,Kurunegala,7.4863,80.3623,25.15,30.97,19.9,0.0,76.08,25.35,1.27
2006-03-24,Kurunegala,7.4863,80.3623,25.54,31.89,19.45,0.0,73.61,24.78,1.55
2006-03-25,Kurunegala,7.4863,80.3623,25.72,31.5,20.33,0.44,74.85,24.04,1.68
2006-03-26,Kurunegala,7.4863,80.3623,25.43,31.29,20.45,1.85,81.28,23.6,2.21
2006-03-27,Kurunegala,7.4863,80.3623,25.08,30.15,21.26,0.45,83.07,23.6,2.76
2006-03-28,Kurunegala,7.4863,80.3623,26.12,32.27,20.16,0.33,75.78,21.54,1.63
2006-03-29,Kurunegala,7.4863,80.3623,26.3,31.98,21.5,5.77,79.92,17.73,1.26
2006-03-30,Kurunegala,7.4863,80.3623,24.66,27.32,23.11,16.74,89.88,16.27,2.22
2006-03-31,Kurunegala,7.4863,80.3623,25.34,29.25,22.57,10.79,88.19,19.61,1.8
2006-04-01,Kurunegala,7.4863,80.3623,25.77,29.77,22.53,1.43,82.14,22.64,1.76
2006-04-02,Kurunegala,7.4863,80.3623,26.35,32.03,21.52,0.32,77.74,23.18,1.12
2006-04-03,Kurunegala,7.4863,80.3623,26.42,31.45,22.52,0.01,77.46,23.33,1.11
2006-04-04,Kurunegala,7.4863,80.3623,26.82,32.6,21.66,0.0,76.01,23.68,1.55
2006-04-05,Kurunegala,7.4863,80.3623,26.27,31.99,21.84,0.0,78.5,23.85,2.08
2006-04-06,Kurunegala,7.4863,80.3623,26.34,32.14,21.5,0.26,77.86,24.42,2.37
2006-04-07,Kurunegala,7.4863,80.3623,26.8,32.94,21.78,0.17,76.83,20.9,2.38
2006-04-08,Kurunegala,7.4863,80.3623,27.28,33.73,21.92,0.12,71.87,23.16,1.73
2006-04-09,Kurunegala,7.4863,80.3623,26.88,33.38,21.55,0.99,74.89,22.98,1.9
2006-04-10,Kurunegala,7.4863,80.3623,26.88,32.64,22.19,0.87,76.75,20.29,2.17
2006-04-11,Kurunegala,7.4863,80.3623,26.91,32.23,22.9,0.29,77.79,21.37,2.63
2006-04-12,Kurunegala,7.4863,80.3623,27.09,31.78,23.27,0.35,77.23,23.18,2.24
2006-04-13,Kurunegala,7.4863,80.3623,26.73,31.49,23.12,3.44,79.29,21.71,2.44
2006-04-14,Kurunegala,7.4863,80.3623,25.68,29.09,23.54,10.61,84.05,22.58,1.36
2006-04-15,Kurunegala,7.4863,80.3623,26.06,30.14,22.73,12.05,82.77,21.44,1.23
2006-04-16,Kurunegala,7.4863,80.3623,24.96,28.21,22.95,10.96,89.39,16.99,1.53
2006-04-17,Kurunegala,7.4863,80.3623,24.61,27.59,22.39,1.57,88.21,17.5,3.17
2006-04-18,Kurunegala,7.4863,80.3623,25.01,28.97,22.41,1.22,86.16,11.05,3.42
2006-04-19,Kurunegala,7.4863,80.3623,25.65,29.73,21.49,6.15,81.31,22.0,1.64
2006-04-20,Kurunegala,7.4863,80.3623,25.78,29.24,22.75,4.96,82.65,19.15,1.26
2006-04-21,Kurunegala,7.4863,80.3623,26.05,30.74,21.85,2.15,78.56,21.02,1.39
2006-04-22,Kurunegala,7.4863,80.3623,26.31,31.34,22.05,0.23,77.46,19.27,2.2
2006-04-23,Kurunegala,7.4863,80.3623,26.45,30.31,22.98,0.12,80.07,21.78,1.85
2006-04-24,Kurunegala,7.4863,80.3623,26.65,31.47,22.8,0.06,78.56,21.39,1.78
2006-04-25,Kurunegala,7.4863,80.3623,26.81,32.65,22.19,0.55,79.18,22.29,3.45
2006-04-26,Kurunegala,7.4863,80.3623,26.88,32.24,23.31,0.4,79.49,16.74,4.56
2006-04-27,Kurunegala,7.4863,80.3623,27.39,33.74,23.11,0.0,75.47,21.81,5.27
2006-04-28,Kurunegala,7.4863,80.3623,27.6,33.89,23.75,0.0,74.69,21.23,5.71
2006-04-29,Kurunegala,7.4863,80.3623,27.7,33.75,23.6,0.16,74.68,21.72,5.48
2006-04-30,Kurunegala,7.4863,80.3623,27.85,34.27,23.59,0.03,73.19,22.15,5.31
2006-05-01,Kurunegala,7.4863,80.3623,28.06,34.45,23.75,0.0,71.0,24.25,5.01
2006-05-02,Kurunegala,7.4863,80.3623,27.94,33.98,24.34,0.85,72.6,21.06,4.86
2006-05-03,Kurunegala,7.4863,80.3623,27.35,32.73,23.7,8.15,78.13,17.29,3.8
2006-05-04,Kurunegala,7.4863,80.3623,26.4,30.36,23.79,12.83,84.6,19.38,2.71
2006-05-05,Kurunegala,7.4863,80.3623,25.88,29.19,23.21,6.66,84.69,21.64,2.08
2006-05-06,Kurunegala,7.4863,80.3623,26.23,30.89,22.59,3.03,82.56,19.73,3.35
2006-05-07,Kurunegala,7.4863,80.3623,26.23,29.91,23.75,1.58,83.0,18.99,3.03
2006-05-08,Kurunegala,7.4863,80.3623,26.82,31.3,23.35,0.24,80.59,22.58,2.31
2006-05-09,Kurunegala,7.4863,80.3623,26.89,31.38,23.47,4.89,80.31,22.41,1.54
2006-05-10,Kurunegala,7.4863,80.3623,27.04,32.06,23.43,1.23,80.25,22.66,2.09
2006-05-11,Kurunegala,7.4863,80.3623,27.15,31.2,24.27,0.01,80.18,22.04,2.8
2006-05-12,Kurunegala,7.4863,80.3623,26.98,31.52,23.8,0.36,77.93,22.09,3.58
2006-05-13,Kurunegala,7.4863,80.3623,26.89,31.65,23.46,0.19,78.76,21.82,3.82
2006-05-14,Kurunegala,7.4863,80.3623,26.46,30.35,23.52,2.78,81.83,21.26,3.8
2006-05-15,Kurunegala,7.4863,80.3623,26.07,29.78,23.22,3.49,81.47,19.62,3.62
2006-05-16,Kurunegala,7.4863,80.3623,26.22,30.77,23.11,0.66,79.31,21.76,4.07
2006-05-17,Kurunegala,7.4863,80.3623,26.62,31.74,23.14,0.35,77.71,21.29,5.08
2006-05-18,Kurunegala,7.4863,80.3623,26.19,30.61,23.32,5.8,79.77,17.15,6.96
2006-05-19,Kurunegala,7.4863,80.3623,25.57,28.95,23.55,9.63,83.49,10.86,7.0
2006-05-20,Kurunegala,7.4863,80.3623,25.4,29.1,23.35,5.05,81.99,18.31,6.92
2006-05-21,Kurunegala,7.4863,80.3623,25.98,29.68,23.54,0.88,82.17,20.2,6.94
2006-05-22,Kurunegala,7.4863,80.3623,26.16,29.88,23.87,1.42,81.84,19.58,6.63
2006-05-23,Kurunegala,7.4863,80.3623,25.56,28.55,23.53,1.75,81.9,18.23,7.44
2006-05-24,Kurunegala,7.4863,80.3623,26.05,30.34,23.29,0.45,79.97,18.11,7.02
2006-05-25,Kurunegala,7.4863,80.3623,26.14,29.86,23.95,1.69,80.45,17.56,7.25
2006-05-26,Kurunegala,7.4863,80.3623,25.84,29.53,23.56,6.45,82.42,17.01,6.99
2006-05-27,Kurunegala,7.4863,80.3623,24.77,27.46,23.29,8.92,86.21,14.09,6.83
2006-05-28,Kurunegala,7.4863,80.3623,25.12,29.44,22.55,9.25,81.15,19.03,7.42
2006-05-29,Kurunegala,7.4863,80.3623,25.95,30.27,22.8,3.55,82.33,14.91,7.74
2006-05-30,Kurunegala,7.4863,80.3623,25.56,29.4,23.34,3.03,81.08,13.06,7.99
2006-05-31,Kurunegala,7.4863,80.3623,25.24,29.41,22.79,3.9,80.68,13.66,6.17
2006-06-01,Kurunegala,7.4863,80.3623,25.59,30.69,22.5,0.5,79.21,22.09,4.77
2006-06-02,Kurunegala,7.4863,80.3623,26.03,30.46,23.1,0.0,81.28,21.99,4.12
2006-06-03,Kurunegala,7.4863,80.3623,26.35,31.14,23.09,0.0,80.08,21.16,3.96
2006-06-04,Kurunegala,7.4863,80.3623,26.02,30.38,23.35,0.06,77.79,20.9,3.71
2006-06-05,Kurunegala,7.4863,80.3623,25.27,28.35,23.32,0.07,81.97,19.5,5.34
2006-06-06,Kurunegala,7.4863,80.3623,25.66,29.55,23.16,0.05,81.72,19.64,5.22
2006-06-07,Kurunegala,7.4863,80.3623,25.62,28.8,23.68,0.06,82.94,20.51,6.13
2006-06-08,Kurunegala,7.4863,80.3623,26.31,30.92,23.47,0.1,77.73,20.64,5.66
2006-06-09,Kurunegala,7.4863,80.3623,26.04,31.17,22.93,0.85,77.22,18.89,6.48
2006-06-10,Kurunegala,7.4863,80.3623,25.87,29.8,23.36,0.94,79.26,17.3,5.46
2006-06-11,Kurunegala,7.4863,80.3623,26.37,31.21,23.23,0.13,79.0,21.05,4.92
2006-06-12,Kurunegala,7.4863,80.3623,27.05,33.0,23.38,0.01,75.42,24.51,4.92
2006-06-13,Kurunegala,7.4863,80.3623,26.77,32.91,22.86,0.0,75.52,24.36,5.5
2006-06-14,Kurunegala,7.4863,80.3623,26.79,32.58,23.12,0.0,75.41,23.44,5.65
2006-06-15,Kurunegala,7.4863,80.3623,26.78,32.77,22.69,2.69,75.43,22.27,5.24
2006-06-16,Kurunegala,7.4863,80.3623,26.69,32.45,22.65,1.85,77.06,21.68,5.66
2006-06-17,Kurunegala,7.4863,80.3623,26.46,31.08,23.47,1.87,78.64,21.4,6.24
2006-06-18,Kurunegala,7.4863,80.3623,26.5,31.45,23.12,1.11,77.98,19.32,5.72
2006-06-19,Kurunegala,7.4863,80.3623,26.68,31.5,23.27,0.0,76.16,19.16,6.1
2006-06-20,Kurunegala,7.4863,80.3623,25.93,28.76,24.35,0.38,82.57,8.81,7.13
2006-06-21,Kurunegala,7.4863,80.3623,25.69,28.99,24.03,7.99,83.97,10.79,7.47
2006-06-22,Kurunegala,7.4863,80.3623,25.39,28.49,23.86,17.34,86.97,16.66,7.19
2006-06-23,Kurunegala,7.4863,80.3623,25.6,29.3,23.43,9.93,83.52,15.5,8.18
2006-06-24,Kurunegala,7.4863,80.3623,26.31,30.43,23.68,3.36,81.36,17.11,6.98
2006-06-25,Kurunegala,7.4863,80.3623,26.61,31.1,23.82,0.15,78.96,22.06,6.55
2006-06-26,Kurunegala,7.4863,80.3623,26.5,31.65,23.46,0.0,77.3,18.68,5.45
2006-06-27,Kurunegala,7.4863,80.3623,26.77,32.1,23.49,0.0,77.41,21.45,5.27
2006-06-28,Kurunegala,7.4863,80.3623,26.38,30.22,24.15,0.35,79.68,17.47,6.22
2006-06-29,Kurunegala,7.4863,80.3623,26.09,29.93,23.78,0.23,76.92,21.52,6.9
2006-06-30,Kurunegala,7.4863,80.3623,25.89,29.73,23.56,0.18,78.5,18.86,6.98
2006-07-01,Kurunegala,7.4863,80.3623,25.9,29.21,23.98,1.73,81.23,17.17,7.72
2006-07-02,Kurunegala,7.4863,80.3623,25.83,30.24,23.37,2.5,76.64,17.26,8.35
2006-07-03,Kurunegala,7.4863,80.3623,24.6,26.61,23.0,16.74,87.53,13.61,7.86
2006-07-04,Kurunegala,7.4863,80.3623,24.71,27.35,22.83,15.36,86.94,10.08,8.03
2006-07-05,Kurunegala,7.4863,80.3623,25.1,27.93,22.99,11.87,82.8,14.33,7.12
2006-07-06,Kurunegala,7.4863,80.3623,25.06,28.51,22.3,0.61,83.26,18.12,5.39
2006-07-07,Kurunegala,7.4863,80.3623,25.65,29.67,22.71,0.0,83.29,21.19,5.92
2006-07-08,Kurunegala,7.4863,80.3623,26.09,30.44,23.48,0.0,81.68,17.91,6.33
2006-07-09,Kurunegala,7.4863,80.3623,26.11,30.75,23.45,0.32,81.07,20.19,6.21
2006-07-10,Kurunegala,7.4863,80.3623,25.83,29.7,23.61,2.71,83.7,18.29,6.75
2006-07-11,Kurunegala,7.4863,80.3623,25.17,28.5,23.29,2.57,84.95,16.42,7.2
2006-07-12,Kurunegala,7.4863,80.3623,24.51,27.76,22.56,6.61,85.06,16.92,7.07
2006-07-13,Kurunegala,7.4863,80.3623,24.64,27.78,22.77,2.9,85.86,17.4,7.19
2006-07-14,Kurunegala,7.4863,80.3623,24.94,28.27,22.85,1.8,85.15,16.11,7.48
2006-07-15,Kurunegala,7.4863,80.3623,25.45,29.06,23.49,1.23,84.15,14.07,7.62
2006-07-16,Kurunegala,7.4863,80.3623,25.58,29.35,23.64,0.58,82.35,15.93,8.08
2006-07-17,Kurunegala,7.4863,80.3623,25.06,27.66,23.46,2.23,85.81,16.01,7.94
2006-07-18,Kurunegala,7.4863,80.3623,25.35,28.97,23.28,0.68,83.21,15.88,7.35
2006-07-19,Kurunegala,7.4863,80.3623,25.68,30.79,22.68,0.0,79.3,20.23,6.17
2006-07-20,Kurunegala,7.4863,80.3623,25.9,31.19,22.48,0.04,78.13,20.46,5.66
2006-07-21,Kurunegala,7.4863,80.3623,26.0,30.92,22.91,1.01,78.7,17.95,5.74
2006-07-22,Kurunegala,7.4863,80.3623,25.69,30.37,22.38,0.25,78.17,20.09,5.33
2006-07-23,Kurunegala,7.4863,80.3623,24.98,29.96,21.08,0.01,77.35,24.13,4.55
2006-07-24,Kurunegala,7.4863,80.3623,25.93,32.22,20.74,0.01,75.82,19.35,3.69
2006-07-25,Kurunegala,7.4863,80.3623,26.03,31.06,22.76,0.14,78.35,18.65,4.07
2006-07-26,Kurunegala,7.4863,80.3623,25.16,28.91,22.74,0.86,81.98,15.67,5.93
2006-07-27,Kurunegala,7.4863,80.3623,24.99,27.95,22.89,0.53,82.73,14.24,7.2
2006-07-28,Kurunegala,7.4863,80.3623,24.74,27.9,22.49,0.31,80.22,15.62,6.84
2006-07-29,Kurunegala,7.4863,80.3623,24.16,27.56,22.37,0.86,84.96,18.84,6.34
2006-07-30,Kurunegala,7.4863,80.3623,25.93,31.68,22.26,0.48,77.84,22.2,5.61
2006-07-31,Kurunegala,7.4863,80.3623,25.96,31.21,23.1,0.48,79.62,21.08,5.82
2006-08-01,Kurunegala,7.4863,80.3623,25.71,29.63,23.36,0.22,81.99,17.82,5.95
2006-08-02,Kurunegala,7.4863,80.3623,25.66,29.75,23.28,0.14,81.24,20.27,6.07
2006-08-03,Kurunegala,7.4863,80.3623,25.4,29.04,23.24,0.04,81.84,19.56,6.3
2006-08-04,Kurunegala,7.4863,80.3623,26.11,31.1,22.88,0.02,74.89,19.85,6.33
2006-08-05,Kurunegala,7.4863,80.3623,26.3,33.0,21.92,0.0,74.33,22.29,4.9
2006-08-06,Kurunegala,7.4863,80.3623,26.4,33.6,21.06,0.0,74.45,24.37,4.64
2006-08-07,Kurunegala,7.4863,80.3623,26.13,32.73,21.87,0.0,74.27,25.93,5.52
2006-08-08,Kurunegala,7.4863,80.3623,26.43,33.34,21.6,0.0,71.28,24.4,5.79
2006-08-09,Kurunegala,7.4863,80.3623,26.39,32.14,22.27,0.29,75.03,21.36,6.63
2006-08-10,Kurunegala,7.4863,80.3623,25.65,28.93,23.68,8.72,81.06,17.08,7.15
2006-08-11,Kurunegala,7.4863,80.3623,25.45,28.72,23.34,3.51,83.53,17.18,7.09
2006-08-12,Kurunegala,7.4863,80.3623,24.98,28.32,22.84,4.04,80.02,18.56,6.97
2006-08-13,Kurunegala,7.4863,80.3623,24.86,28.19,23.16,7.16,83.66,13.12,7.4
2006-08-14,Kurunegala,7.4863,80.3623,25.22,28.7,23.16,6.7,83.61,14.38,7.39
2006-08-15,Kurunegala,7.4863,80.3623,24.79,28.13,22.81,11.21,85.17,16.14,7.42
2006-08-16,Kurunegala,7.4863,80.3623,24.57,27.58,22.43,3.25,85.45,16.68,8.16
2006-08-17,Kurunegala,7.4863,80.3623,25.36,29.29,22.71,1.51,80.05,16.84,7.62
2006-08-18,Kurunegala,7.4863,80.3623,25.46,29.84,22.93,3.59,77.2,18.47,6.73
2006-08-19,Kurunegala,7.4863,80.3623,25.29,30.1,21.81,2.79,80.39,17.32,5.28
2006-08-20,Kurunegala,7.4863,80.3623,25.28,29.75,22.56,3.91,80.87,19.66,5.19
2006-08-21,Kurunegala,7.4863,80.3623,25.5,30.41,22.29,8.08,81.62,18.87,4.92
2006-08-22,Kurunegala,7.4863,80.3623,25.61,30.15,22.69,4.01,79.57,17.54,5.97
2006-08-23,Kurunegala,7.4863,80.3623,25.3,30.49,22.55,28.99,82.97,18.47,5.56
2006-08-24,Kurunegala,7.4863,80.3623,25.24,29.79,22.03,12.79,83.14,22.14,4.84
2006-08-25,Kurunegala,7.4863,80.3623,25.03,29.23,22.33,3.37,83.19,21.63,4.79
2006-08-26,Kurunegala,7.4863,80.3623,25.37,30.5,22.08,1.04,80.95,20.18,4.8
2006-08-27,Kurunegala,7.4863,80.3623,24.79,28.21,22.24,0.37,85.36,21.26,5.0
2006-08-28,Kurunegala,7.4863,80.3623,25.15,29.27,22.68,0.01,81.67,23.42,6.26
2006-08-29,Kurunegala,7.4863,80.3623,25.07,28.81,22.71,0.64,82.3,19.92,6.45
2006-08-30,Kurunegala,7.4863,80.3623,25.78,31.65,22.26,0.29,78.32,23.98,5.24
2006-08-31,Kurunegala,7.4863,80.3623,25.77,30.97,22.52,0.03,80.93,23.11,5.11
2006-09-01,Kurunegala,7.4863,80.3623,25.89,30.93,22.53,2.62,80.98,22.8,4.53
2006-09-02,Kurunegala,7.4863,80.3623,25.82,30.31,22.77,8.74,82.19,19.95,4.12
2006-09-03,Kurunegala,7.4863,80.3623,25.19,29.16,22.79,5.67,85.08,22.65,3.36
2006-09-04,Kurunegala,7.4863,80.3623,25.31,29.98,22.29,1.28,82.11,19.22,3.93
2006-09-05,Kurunegala,7.4863,80.3623,25.43,29.53,22.68,1.42,81.93,21.06,3.95
2006-09-06,Kurunegala,7.4863,80.3623,25.04,28.58,22.35,14.87,84.97,17.41,3.44
2006-09-07,Kurunegala,7.4863,80.3623,24.95,28.3,22.58,5.82,87.3,17.45,3.75
2006-09-08,Kurunegala,7.4863,80.3623,25.09,29.11,22.45,7.48,83.82,14.54,4.62
2006-09-09,Kurunegala,7.4863,80.3623,24.25,27.05,22.46,11.16,85.85,16.39,5.38
2006-09-10,Kurunegala,7.4863,80.3623,24.52,28.15,21.94,3.54,83.53,16.72,6.1
2006-09-11,Kurunegala,7.4863,80.3623,24.62,28.11,22.64,1.35,84.16,16.94,6.78
2006-09-12,Kurunegala,7.4863,80.3623,24.85,28.69,22.18,4.45,82.86,17.54,7.1
2006-09-13,Kurunegala,7.4863,80.3623,24.91,28.51,22.67,2.28,81.77,18.21,7.32
2006-09-14,Kurunegala,7.4863,80.3623,25.16,29.41,22.66,0.82,80.08,17.41,6.93
2006-09-15,Kurunegala,7.4863,80.3623,25.15,29.2,22.41,0.62,81.82,21.04,5.56
2006-09-16,Kurunegala,7.4863,80.3623,25.32,29.77,22.37,0.51,79.47,21.08,5.72
2006-09-17,Kurunegala,7.4863,80.3623,25.29,30.05,22.61,0.12,79.39,24.04,4.74
2006-09-18,Kurunegala,7.4863,80.3623,25.14,29.66,22.36,0.87,82.22,21.34,5.05
2006-09-19,Kurunegala,7.4863,80.3623,25.47,29.46,22.93,3.45,82.84,19.88,5.43
2006-09-20,Kurunegala,7.4863,80.3623,25.78,30.05,22.81,2.73,81.8,19.24,4.96
2006-09-21,Kurunegala,7.4863,80.3623,25.76,30.43,22.95,2.77,81.59,23.62,4.8
2006-09-22,Kurunegala,7.4863,80.3623,25.72,30.9,22.33,1.45,80.27,22.97,4.28
2006-09-23,Kurunegala,7.4863,80.3623,25.87,30.65,22.34,0.64,79.9,22.03,4.16
