District,Season,Crop,Year,Cultivated Area,Production
Mullaitivu,Maha,Watermelon,2022,166.26,2784.58
Mullaitivu,Maha,Watermelon,2022,265.18,4513.29
Mullaitivu,Maha,Yam,2022,144.43,2113.47
Mullaitivu,Maha,Yam,2022,119.21,1628.7
Mullaitivu,Maha,Yam,2022,101.25,1200.8
Mullaitivu,Maha,Yam,2022,112.99,1532.3
Mullaitivu,Yala,Ash Plantain,2022,256.21,7429.85
Mullaitivu,Yala,Banana,2022,234.89,8434.62
Mullaitivu,Yala,Banana,2022,238.65,6523.63
Mullaitivu,Yala,Banana,2022,216.1,7257.24
Mullaitivu,Yala,Beans,2022,99.3,1041.61
Mullaitivu,Yala,Beans,2022,77.56,694.57
Mullaitivu,Yala,Beans,2022,74.4,836.77
Mullaitivu,Yala,Black Gram,2022,93.65,545.11
Mullaitivu,Yala,Carrot,2022,129.36,1752.64
Mullaitivu,Yala,Carrot,2022,223.02,4049.99
Mullaitivu,Yala,Chilli,2022,68.46,365.76
Mullaitivu,Yala,Chilli,2022,69.46,512.9
Mullaitivu,Yala,Chilli,2022,55.21,487.16
Mullaitivu,Yala,Chilli,2022,52.46,506.03
Mullaitivu,Yala,Cinnamon,2022,30.43,137.86
Mullaitivu,Yala,Coconut,2022,202.19,5638.6
Mullaitivu,Yala,Cowpea,2022,82.69,665.05
Mullaitivu,Yala,Cucumber,2022,128.23,1859.49
Mullaitivu,Yala,Cucumber,2022,83.55,1368.57
Mullaitivu,Yala,Leeks,2022,140.15,1634.27
Mullaitivu,Yala,Leeks,2022,61.63,870.17
Mullaitivu,Yala,Leeks,2022,86.35,1073.59
Mullaitivu,Yala,Leeks,2022,63.1,804.39
Mullaitivu,Yala,Leeks,2022,86.41,1081.17
Mullaitivu,Yala,Pepper,2022,73.0,344.25
Mullaitivu,Yala,Pepper,2022,47.43,269.75
Mullaitivu,Yala,Pineapple,2022,114.22,2124.05
Mullaitivu,Yala,Ridge Gourd,2022,148.89,1548.02
Mullaitivu,Yala,Soybean,2022,110.05,824.03
Mullaitivu,Yala,Taro,2022,70.09,979.32
Mullaitivu,Yala,Turmeric,2022,96.42,1108.71
Mullaitivu,Yala,Watermelon,2022,161.19,2659.37
Mullaitivu,Yala,Watermelon,2022,192.13,5124.57
Mullaitivu,Yala,Yam,2022,122.59,1390.55
Nuwara Eliya,Maha,Banana,2022,142.29,4335.81
Nuwara Eliya,Maha,Banana,2022,137.65,4423.59
Nuwara Eliya,Maha,Beans,2022,124.89,1112.23
Nuwara Eliya,Maha,Beans,2022,74.47,832.02
Nuwara Eliya,Maha,Beans,2022,82.88,780.52
Nuwara Eliya,Maha,Big Onion,2022,68.12,715.84
Nuwara Eliya,Maha,Cauliflower,2022,49.51,810.18
Nuwara Eliya,Maha,Chilli,2022,44.25,357.08
Nuwara Eliya,Maha,Chilli,2022,58.76,422.62
Nuwara Eliya,Maha,Chilli,2022,48.12,299.57
Nuwara Eliya,Maha,Cowpea,2022,48.99,340.39
Nuwara Eliya,Maha,Cowpea,2022,53.32,351.2
Nuwara Eliya,Maha,Cowpea,2022,59.95,399.02
Nuwara Eliya,Maha,Groundnut,2022,72.1,702.37
Nuwara Eliya,Maha,Leeks,2022,150.2,1623.99
Nuwara Eliya,Maha,Mango,2022,225.91,5562.7
Nuwara Eliya,Maha,Okra,2022,79.87,742.86
Nuwara Eliya,Maha,Papaya,2022,113.04,3061.09
Nuwara Eliya,Maha,Pepper,2022,42.16,237.6
Nuwara Eliya,Maha,Pepper,2022,42.72,265.21
Nuwara Eliya,Maha,Pineapple,2022,87.45,1898.2
Nuwara Eliya,Maha,Red Onion,2022,48.01,442.18
Nuwara Eliya,Maha,Rice,2022,102.04,2197.58
Nuwara Eliya,Maha,Soybean,2022,53.14,495.75
Nuwara Eliya,Maha,Sweet Potato,2022,59.34,951.11
Nuwara Eliya,Maha,Tea,2022,231.31,6514.69
Nuwara Eliya,Maha,Watermelon,2022,126.54,2197.53
Nuwara Eliya,Maha,Watermelon,2022,82.39,1802.37
Nuwara Eliya,Maha,Watermelon,2022,56.11,1043.8
Nuwara Eliya,Maha,Watermelon,2022,112.11,2093.29
Nuwara Eliya,Maha,Yam,2022,98.29,1500.69
Nuwara Eliya,Yala,Ash Plantain,2022,146.53,4695.67
Nuwara Eliya,Yala,Banana,2022,166.58,5085.83
Nuwara Eliya,Yala,Banana,2022,136.43,4232.26
Nuwara Eliya,Yala,Big Onion,2022,103.47,1102.16
Nuwara Eliya,Yala,Cabbage,2022,66.33,692.39
Nuwara Eliya,Yala,Cabbage,2022,77.28,1136.95
Nuwara Eliya,Yala,Carrot,2022,77.17,1112.59
Nuwara Eliya,Yala,Carrot,2022,120.35,1625.55
Nuwara Eliya,Yala,Carrot,2022,121.75,1771.92
Nuwara Eliya,Yala,Chilli,2022,55.67,390.46
Nuwara Eliya,Yala,Chilli,2022,28.38,190.73
Nuwara Eliya,Yala,Cinnamon,2022,19.84,97.59
Nuwara Eliya,Yala,Coconut,2022,160.62,4531.47
Nuwara Eliya,Yala,Coconut,2022,169.93,4484.63
Nuwara Eliya,Yala,Cowpea,2022,61.63,454.5
Nuwara Eliya,Yala,Cucumber,2022,81.26,1368.53
Nuwara Eliya,Yala,Ginger,2022,48.75,494.24
Nuwara Eliya,Yala,Green Gram,2022,53.49,429.89
Nuwara Eliya,Yala,Groundnut,2022,52.61,552.71
Nuwara Eliya,Yala,Groundnut,2022,93.54,872.86
Nuwara Eliya,Yala,Leeks,2022,104.24,1525.81
Nuwara Eliya,Yala,Leeks,2022,150.04,2019.04
Nuwara Eliya,Yala,Leeks,2022,115.0,1197.62
Nuwara Eliya,Yala,Long Bean,2022,57.93,458.39
Nuwara Eliya,Yala,Pineapple,2022,177.53,4871.62
Nuwara Eliya,Yala,Pineapple,2022,130.31,3344.66
Nuwara Eliya,Yala,Pineapple,2022,125.51,2784.05
Nuwara Eliya,Yala,Pumpkin,2022,76.3,1167.76
Nuwara Eliya,Yala,Rice,2022,109.22,2229.14
Nuwara Eliya,Yala,Sesame,2022,39.54,257.89
Nuwara Eliya,Yala,Snake Gourd,2022,49.46,397.36
Nuwara Eliya,Yala,Watermelon,2022,119.53,2444.88
Nuwara Eliya,Yala,Yam,2022,118.04,1563.91
Polonnaruwa,Maha,Beans,2022,78.14,700.29
Polonnaruwa,Maha,Beans,2022,103.08,1078.63
Polonnaruwa,Maha,Beans,2022,77.74,686.28
Polonnaruwa,Maha,Beans,2022,134.41,1239.84
Polonnaruwa,Maha,Beans,2022,65.31,700.53
Polonnaruwa,Maha,Big Onion,2022,134.92,1727.42
Polonnaruwa,Maha,Black Gram,2022,46.65,377.37
Polonnaruwa,Maha,Black Gram,2022,72.27,465.64
Polonnaruwa,Maha,Brinjal,2022,79.14,823.84
Polonnaruwa,Maha,Carrot,2022,107.35,1568.11
Polonnaruwa,Maha,Chilli,2022,65.2,448.94
Polonnaruwa,Maha,Chilli,2022,55.77,465.79
Polonnaruwa,Maha,Cinnamon,2022,28.47,103.84
Polonnaruwa,Maha,Coconut,2022,165.4,5088.94
Polonnaruwa,Maha,Cucumber,2022,102.06,1381.24
Polonnaruwa,Maha,Cucumber,2022,56.67,882.38
Polonnaruwa,Maha,Groundnut,2022,60.87,590.81
Polonnaruwa,Maha,Groundnut,2022,83.39,826.65
Polonnaruwa,Maha,Leeks,2022,133.34,1694.98
Polonnaruwa,Maha,Leeks,2022,77.27,818.39
Polonnaruwa,Maha,Long Bean,2022,59.57,637.75
Polonnaruwa,Maha,Long Bean,2022,52.26,497.17
Polonnaruwa,Maha,Long Bean,2022,94.17,807.44
Polonnaruwa,Maha,Maize,2022,117.88,2108.63
Polonnaruwa,Maha,Maize,2022,117.96,1969.72
Polonnaruwa,Maha,Papaya,2022,244.85,6545.44
Polonnaruwa,Maha,Pepper,2022,56.9,385.65
Polonnaruwa,Maha,Pineapple,2022,151.37,3966.69
Polonnaruwa,Maha,Potato,2022,130.79,2487.25
Polonnaruwa,Maha,Sesame,2022,61.37,343.01
Polonnaruwa,Maha,Turmeric,2022,88.13,799.02
Polonnaruwa,Maha,Watermelon,2022,134.75,2703.22
Polonnaruwa,Maha,Watermelon,2022,203.73,3460.18
Polonnaruwa,Maha,Watermelon,2022,144.31,2798.93
Polonnaruwa,Maha,Watermelon,2022,140.02,3212.35
Polonnaruwa,Maha,Watermelon,2022,114.3,1853.47
Polonnaruwa,Maha,Yam,2022,112.04,1557.64
Polonnaruwa,Yala,Banana,2022,330.58,9548.8
Polonnaruwa,Yala,Banana,2022,336.7,8775.08
Polonnaruwa,Yala,Big Onion,2022,80.11,704.34
Polonnaruwa,Yala,Black Gram,2022,74.04,582.03
Polonnaruwa,Yala,Brinjal,2022,115.61,1236.28
Polonnaruwa,Yala,Cabbage,2022,99.64,1476.33
Polonnaruwa,Yala,Carrot,2022,97.03,1795.7
Polonnaruwa,Yala,Carrot,2022,85.78,1081.35
Polonnaruwa,Yala,Carrot,2022,114.26,2611.19
Polonnaruwa,Yala,Chilli,2022,60.93,531.43
Polonnaruwa,Yala,Chilli,2022,79.03,684.38
Polonnaruwa,Yala,Chilli,2022,72.13,683.97
Polonnaruwa,Yala,Chilli,2022,65.01,517.78
Polonnaruwa,Yala,Cinnamon,2022,28.27,119.41
Polonnaruwa,Yala,Green Gram,2022,49.75,338.97
Polonnaruwa,Yala,Groundnut,2022,46.87,423.67
Polonnaruwa,Yala,Leeks,2022,67.38,822.89
Polonnaruwa,Yala,Maize,2022,125.53,1867.02
Polonnaruwa,Yala,Okra,2022,80.03,684.08
Polonnaruwa,Yala,Papaya,2022,126.66,3886.79
Polonnaruwa,Yala,Pineapple,2022,118.0,2452.86
Polonnaruwa,Yala,Potato,2022,145.76,2667.53
Polonnaruwa,Yala,Ridge Gourd,2022,66.03,622.28
Polonnaruwa,Yala,Sweet Potato,2022,101.77,1519.35
Polonnaruwa,Yala,Taro,2022,77.23,956.98
Polonnaruwa,Yala,Tomato,2022,59.18,1101.29
Polonnaruwa,Yala,Watermelon,2022,189.82,3973.2
Polonnaruwa,Yala,Watermelon,2022,80.43,1571.03
Puttalam,Maha,Ash Plantain,2022,128.77,4325.05
Puttalam,Maha,Ash Plantain,2022,168.19,4252.43
Puttalam,Maha,Ash Plantain,2022,202.47,5087.98
Puttalam,Maha,Ash Plantain,2022,212.36,6871.89
Puttalam,Maha,Beans,2022,89.4,898.66
Puttalam,Maha,Beans,2022,90.15,914.3
Puttalam,Maha,Bitter Gourd,2022,62.64,725.17
Puttalam,Maha,Bitter Gourd,2022,77.45,704.66
Puttalam,Maha,Bitter Gourd,2022,87.49,798.78
Puttalam,Maha,Black Gram,2022,48.29,297.89
Puttalam,Maha,Brinjal,2022,109.94,1263.06
Puttalam,Maha,Carrot,2022,62.44,845.96
Puttalam,Maha,Chilli,2022,72.43,657.7
Puttalam,Maha,Chilli,2022,63.91,482.49
Puttalam,Maha,Chilli,2022,80.68,621.73
Puttalam,Maha,Chilli,2022,52.07,354.38
Puttalam,Maha,Chilli,2022,89.17,559.88
Puttalam,Maha,Chilli,2022,51.27,349.6
Puttalam,Maha,Chilli,2022,105.75,761.03
Puttalam,Maha,Cinnamon,2022,67.21,381.73
Puttalam,Maha,Cowpea,2022,48.9,338.49
Puttalam,Maha,Cucumber,2022,112.08,2134.28
Puttalam,Maha,Ginger,2022,64.21,777.31
Puttalam,Maha,Groundnut,2022,58.9,452.33
Puttalam,Maha,Leeks,2022,74.61,849.01
Puttalam,Maha,Leeks,2022,115.09,1381.63
Puttalam,Maha,Maize,2022,77.11,1136.36
Puttalam,Maha,Mango,2022,137.85,3630.53
Puttalam,Maha,Mango,2022,160.11,3789.75
Puttalam,Maha,Mango,2022,168.95,3501.67
Puttalam,Maha,Okra,2022,45.6,334.55
Puttalam,Maha,Pumpkin,2022,111.62,1808.33
Puttalam,Maha,Ridge Gourd,2022,72.58,896.34
Puttalam,Maha,Ridge Gourd,2022,90.86,994.26
Puttalam,Maha,Taro,2022,142.92,1833.55
Puttalam,Maha,Tea,2022,140.93,3622.21
Puttalam,Maha,Tea,2022,138.39,3295.47
Puttalam,Maha,Tomato,2022,158.38,2756.85
Puttalam,Maha,Tomato,2022,61.49,782.24
Puttalam,Maha,Watermelon,2022,209.8,4121.35
Puttalam,Maha,Watermelon,2022,158.82,3420.4
Puttalam,Maha,Watermelon,2022,151.78,2751.06
Puttalam,Maha,Yam,2022,91.21,1090.09
Puttalam,Yala,Banana,2022,142.91,5076.73
Puttalam,Yala,Beans,2022,69.66,686.27
Puttalam,Yala,Big Onion,2022,52.77,533.04
Puttalam,Yala,Carrot,2022,96.96,1480.28
Puttalam,Yala,Carrot,2022,70.87,918.42
Puttalam,Yala,Chilli,2022,52.39,397.83
Puttalam,Yala,Chilli,2022,32.22,250.5
Puttalam,Yala,Coconut,2022,362.84,13866.28
Puttalam,Yala,Cowpea,2022,72.01,465.62
Puttalam,Yala,Cucumber,2022,94.7,1536.75
Puttalam,Yala,Green Gram,2022,53.86,524.39
Puttalam,Yala,Green Gram,2022,68.94,535.84
Puttalam,Yala,Leeks,2022,83.05,1078.9
Puttalam,Yala,Mango,2022,159.94,3833.2
Puttalam,Yala,Mango,2022,138.75,3686.84
Puttalam,Yala,Okra,2022,99.06,834.96
Puttalam,Yala,Okra,2022,70.21,559.43
Puttalam,Yala,Pepper,2022,39.23,213.64
Puttalam,Yala,Snake Gourd,2022,62.09,544.15
Puttalam,Yala,Sweet Potato,2022,83.89,994.08
Puttalam,Yala,Sweet Potato,2022,122.41,1527.06
Puttalam,Yala,Taro,2022,134.64,1397.89
Puttalam,Yala,Watermelon,2022,202.47,4280.48
Puttalam,Yala,Watermelon,2022,116.5,2057.2
Ratnapura,Maha,Banana,2022,165.27,4445.86
Ratnapura,Maha,Beans,2022,44.91,452.75
Ratnapura,Maha,Beans,2022,71.9,962.78
Ratnapura,Maha,Black Gram,2022,68.0,502.25
Ratnapura,Maha,Carrot,2022,96.74,1613.49
Ratnapura,Maha,Cassava,2022,141.24,3701.76
Ratnapura,Maha,Cassava,2022,221.58,4071.35
Ratnapura,Maha,Cassava,2022,139.87,3002.75
Ratnapura,Maha,Cassava,2022,135.04,2742.98
Ratnapura,Maha,Cauliflower,2022,58.3,756.48
Ratnapura,Maha,Chilli,2022,71.13,592.53
Ratnapura,Maha,Cinnamon,2022,49.01,234.21
Ratnapura,Maha,Green Gram,2022,41.49,308.45
Ratnapura,Maha,Green Gram,2022,94.56,699.78
Ratnapura,Maha,Leeks,2022,60.7,785.13
Ratnapura,Maha,Leeks,2022,81.09,941.22
Ratnapura,Maha,Leeks,2022,72.85,818.65
Ratnapura,Maha,Okra,2022,37.4,369.56
Ratnapura,Maha,Papaya,2022,176.79,3098.6
Ratnapura,Maha,Pepper,2022,31.64,171.98
Ratnapura,Maha,Pepper,2022,47.36,251.54
Ratnapura,Maha,Potato,2022,89.18,1571.58
Ratnapura,Maha,Pumpkin,2022,72.79,1224.9
Ratnapura,Maha,Watermelon,2022,166.07,3606.57
Ratnapura,Maha,Watermelon,2022,177.96,2940.98
Ratnapura,Maha,Watermelon,2022,136.97,2364.81
Ratnapura,Maha,Yam,2022,145.14,1905.03
Ratnapura,Yala,Ash Plantain,2022,140.15,4433.35
Ratnapura,Yala,Banana,2022,146.67,4751.69
Ratnapura,Yala,Banana,2022,220.33,7325.04
Ratnapura,Yala,Banana,2022,129.49,4551.78
Ratnapura,Yala,Banana,2022,135.4,4699.48
Ratnapura,Yala,Banana,2022,174.65,5526.09
Ratnapura,Yala,Beans,2022,85.4,714.43
Ratnapura,Yala,Beans,2022,73.39,607.12
Ratnapura,Yala,Beans,2022,62.39,587.26
Ratnapura,Yala,Big Onion,2022,66.63,933.95
Ratnapura,Yala,Brinjal,2022,73.0,1065.94
Ratnapura,Yala,Cabbage,2022,70.49,977.03
Ratnapura,Yala,Carrot,2022,87.77,1407.92
Ratnapura,Yala,Carrot,2022,94.18,1496.9
Ratnapura,Yala,Carrot,2022,69.97,975.34
Ratnapura,Yala,Carrot,2022,70.75,1151.95
Ratnapura,Yala,Chilli,2022,57.35,491.48
Ratnapura,Yala,Cinnamon,2022,40.81,194.67
Ratnapura,Yala,Ginger,2022,61.21,602.26
Ratnapura,Yala,Ginger,2022,70.21,814.39
Ratnapura,Yala,Green Gram,2022,51.45,360.54
Ratnapura,Yala,Groundnut,2022,99.27,971.8
Ratnapura,Yala,Leeks,2022,46.94,641.17
Ratnapura,Yala,Long Bean,2022,48.2,382.43
Ratnapura,Yala,Maize,2022,94.09,1483.19
Ratnapura,Yala,Maize,2022,110.23,1509.75
Ratnapura,Yala,Mango,2022,121.08,3209.62
Ratnapura,Yala,Okra,2022,52.81,383.45
Ratnapura,Yala,Pepper,2022,39.08,239.43
Ratnapura,Yala,Pumpkin,2022,99.22,1570.64
Ratnapura,Yala,Red Onion,2022,55.75,584.62
Ratnapura,Yala,Rice,2022,80.79,1992.54
Ratnapura,Yala,Rice,2022,82.57,1945.15
Ratnapura,Yala,Ridge Gourd,2022,65.89,728.58
Ratnapura,Yala,Sweet Potato,2022,102.93,1397.28
Trincomalee,Maha,Banana,2022,146.24,4096.66
Trincomalee,Maha,Banana,2022,148.74,4382.44
Trincomalee,Maha,Beans,2022,56.43,556.21
Trincomalee,Maha,Beans,2022,73.98,669.8
Trincomalee,Maha,Beans,2022,78.9,818.94
Trincomalee,Maha,Beans,2022,47.34,423.5
Trincomalee,Maha,Big Onion,2022,76.37,745.39
Trincomalee,Maha,Bitter Gourd,2022,67.62,652.37
Trincomalee,Maha,Black Gram,2022,69.97,484.37
Trincomalee,Maha,Black Gram,2022,62.77,372.87
Trincomalee,Maha,Carrot,2022,88.43,1357.37
Trincomalee,Maha,Carrot,2022,107.48,1742.44
Trincomalee,Maha,Carrot,2022,100.08,1554.62
Trincomalee,Maha,Cassava,2022,213.94,4995.75
Trincomalee,Maha,Cassava,2022,220.48,4987.58
Trincomalee,Maha,Chilli,2022,65.01,499.34
Trincomalee,Maha,Chilli,2022,88.73,624.69
Trincomalee,Maha,Chilli,2022,59.95,411.4
Trincomalee,Maha,Cucumber,2022,109.75,1422.61
Trincomalee,Maha,Ginger,2022,77.1,754.6
Trincomalee,Maha,Green Gram,2022,49.96,356.82
Trincomalee,Maha,Leeks,2022,88.77,758.94
Trincomalee,Maha,Leeks,2022,88.51,1004.58
Trincomalee,Maha,Leeks,2022,85.85,939.03
Trincomalee,Maha,Leeks,2022,40.01,395.04
Trincomalee,Maha,Long Bean,2022,67.43,560.67
Trincomalee,Maha,Maize,2022,134.79,1932.6
Trincomalee,Maha,Okra,2022,67.29,566.33
Trincomalee,Maha,Papaya,2022,91.69,2291.12
Trincomalee,Maha,Pepper,2022,42.99,219.28
Trincomalee,Maha,Sweet Potato,2022,72.53,1013.29
Trincomalee,Maha,Tea,2022,155.71,3175.11
Trincomalee,Maha,Tomato,2022,77.33,1032.86
Trincomalee,Maha,Tomato,2022,74.05,891.36
Trincomalee,Maha,Tomato,2022,101.78,1324.52
Trincomalee,Maha,Turmeric,2022,54.44,578.38
Trincomalee,Maha,Turmeric,2022,103.8,1345.92
Trincomalee,Maha,Turmeric,2022,73.69,716.26
Trincomalee,Maha,Turmeric,2022,48.69,498.51
Trincomalee,Maha,Watermelon,2022,95.33,2337.43
Trincomalee,Maha,Watermelon,2022,131.48,2341.36
Trincomalee,Yala,Beans,2022,60.63,574.46
Trincomalee,Yala,Beans,2022,45.63,482.39
Trincomalee,Yala,Beans,2022,61.33,488.76
Trincomalee,Yala,Beans,2022,50.25,454.3
Trincomalee,Yala,Black Gram,2022,34.65,232.56
Trincomalee,Yala,Brinjal,2022,78.81,1130.9
Trincomalee,Yala,Cabbage,2022,81.56,1232.91
Trincomalee,Yala,Carrot,2022,82.29,1238.97
Trincomalee,Yala,Carrot,2022,88.78,1366.69
Trincomalee,Yala,Carrot,2022,102.02,1614.59
Trincomalee,Yala,Chilli,2022,40.81,279.6
Trincomalee,Yala,Chilli,2022,76.11,508.97
Trincomalee,Yala,Chilli,2022,62.03,503.55
Trincomalee,Yala,Chilli,2022,37.56,336.02
Trincomalee,Yala,Chilli,2022,35.83,259.18
Trincomalee,Yala,Chilli,2022,52.39,396.6
Trincomalee,Yala,Coconut,2022,196.87,6280.7
Trincomalee,Yala,Coconut,2022,184.01,5771.22
Trincomalee,Yala,Coconut,2022,168.76,4877.72
Trincomalee,Yala,Coconut,2022,234.01,5967.62
Trincomalee,Yala,Ginger,2022,71.11,795.06
Trincomalee,Yala,Green Gram,2022,54.3,399.31
Trincomalee,Yala,Leeks,2022,93.1,1088.89
Trincomalee,Yala,Mango,2022,117.59,2603.34
Trincomalee,Yala,Okra,2022,62.81,605.81
Trincomalee,Yala,Okra,2022,68.23,406.14
Trincomalee,Yala,Papaya,2022,173.87,4538.41
Trincomalee,Yala,Papaya,2022,164.31,4598.75
Trincomalee,Yala,Pepper,2022,40.28,196.13
Trincomalee,Yala,Pineapple,2022,131.46,2465.36
Trincomalee,Yala,Potato,2022,119.9,2164.23
Trincomalee,Yala,Potato,2022,144.52,2088.5
Trincomalee,Yala,Pumpkin,2022,77.95,1457.68
Trincomalee,Yala,Red Onion,2022,68.07,642.68
Trincomalee,Yala,Ridge Gourd,2022,53.18,600.08
Trincomalee,Yala,Sesame,2022,34.66,243.56
Trincomalee,Yala,Snake Gourd,2022,67.44,564.81
Trincomalee,Yala,Snake Gourd,2022,97.45,878.16
Trincomalee,Yala,Tomato,2022,73.9,1064.59
Trincomalee,Yala,Yam,2022,59.64,708.52
Vavuniya,Maha,Banana,2022,132.29,4298.61
Vavuniya,Maha,Banana,2022,210.71,5079.03
Vavuniya,Maha,Beans,2022,52.34,525.48
Vavuniya,Maha,Beans,2022,71.06,707.1
Vavuniya,Maha,Beans,2022,62.83,594.13
Vavuniya,Maha,Beans,2022,74.39,569.05
Vavuniya,Maha,Bitter Gourd,2022,73.1,720.9
Vavuniya,Maha,Black Gram,2022,37.79,228.41
Vavuniya,Maha,Carrot,2022,65.95,1110.54
Vavuniya,Maha,Carrot,2022,94.99,1928.83
Vavuniya,Maha,Carrot,2022,84.86,1414.55
Vavuniya,Maha,Carrot,2022,111.52,2422.97
Vavuniya,Maha,Carrot,2022,78.99,1220.27
Vavuniya,Maha,Carrot,2022,97.68,1373.54
Vavuniya,Maha,Chilli,2022,46.08,307.46
Vavuniya,Maha,Chilli,2022,54.92,430.9
Vavuniya,Maha,Chilli,2022,45.26,350.13
Vavuniya,Maha,Cinnamon,2022,38.21,174.53
Vavuniya,Maha,Cinnamon,2022,40.48,193.71
Vavuniya,Maha,Cinnamon,2022,36.88,205.44
Vavuniya,Maha,Groundnut,2022,50.91,392.27
Vavuniya,Maha,Groundnut,2022,46.24,486.14
Vavuniya,Maha,Leeks,2022,74.66,1009.4
Vavuniya,Maha,Leeks,2022,65.91,925.37
Vavuniya,Maha,Leeks,2022,48.56,632.1
Vavuniya,Maha,Maize,2022,136.64,2325.51
Vavuniya,Maha,Papaya,2022,146.85,3645.39
Vavuniya,Maha,Pepper,2022,20.97,96.21
Vavuniya,Maha,Pineapple,2022,145.21,3384.77
Vavuniya,Maha,Pineapple,2022,89.45,2489.55
Vavuniya,Maha,Potato,2022,137.83,2668.51
Vavuniya,Maha,Pumpkin,2022,88.72,1390.7
Vavuniya,Maha,Red Onion,2022,89.97,905.2
Vavuniya,Maha,Sesame,2022,54.91,230.52
Vavuniya,Maha,Snake Gourd,2022,53.41,525.94
Vavuniya,Maha,Snake Gourd,2022,76.32,716.2
Vavuniya,Maha,Taro,2022,127.43,1565.22
Vavuniya,Maha,Tea,2022,175.08,4092.65
Vavuniya,Maha,Tea,2022,133.65,3679.76
Vavuniya,Maha,Tomato,2022,81.79,1203.31
Vavuniya,Maha,Tomato,2022,78.85,1186.07
Vavuniya,Maha,Turmeric,2022,31.03,318.21
Vavuniya,Maha,Turmeric,2022,61.2,596.38
Vavuniya,Maha,Turmeric,2022,87.99,1057.94
Vavuniya,Maha,Watermelon,2022,147.28,3704.35
Vavuniya,Maha,Watermelon,2022,97.48,1769.48
Vavuniya,Maha,Watermelon,2022,76.92,1500.65
Vavuniya,Maha,Watermelon,2022,110.07,2808.98
Vavuniya,Maha,Yam,2022,93.39,1251.39
Vavuniya,Maha,Yam,2022,90.44,1181.36
Vavuniya,Yala,Ash Plantain,2022,176.42,5549.55
Vavuniya,Yala,Banana,2022,179.75,5818.1
Vavuniya,Yala,Banana,2022,148.04,5282.6
Vavuniya,Yala,Banana,2022,213.22,6259.46
Vavuniya,Yala,Beans,2022,45.58,526.22
Vavuniya,Yala,Big Onion,2022,68.07,551.07
Vavuniya,Yala,Bitter Gourd,2022,90.51,950.13
Vavuniya,Yala,Black Gram,2022,45.09,303.22
Vavuniya,Yala,Brinjal,2022,78.73,891.92
Vavuniya,Yala,Cabbage,2022,78.62,1244.61
Vavuniya,Yala,Cabbage,2022,94.07,1398.77
Vavuniya,Yala,Carrot,2022,89.1,1530.28
Vavuniya,Yala,Coconut,2022,119.98,3131.08
Vavuniya,Yala,Green Gram,2022,50.37,342.11
Vavuniya,Yala,Green Gram,2022,40.18,245.49
Vavuniya,Yala,Groundnut,2022,65.92,640.87
Vavuniya,Yala,Leeks,2022,119.39,1775.13
Vavuniya,Yala,Leeks,2022,64.82,921.98
Vavuniya,Yala,Pepper,2022,40.03,215.38
Vavuniya,Yala,Pepper,2022,41.39,193.85
Vavuniya,Yala,Pineapple,2022,108.89,2224.23
Vavuniya,Yala,Pineapple,2022,120.77,2840.22
Vavuniya,Yala,Ridge Gourd,2022,43.87,414.26
Vavuniya,Yala,Snake Gourd,2022,65.41,521.22
Vavuniya,Yala,Taro,2022,64.41,893.29
Vavuniya,Yala,Tomato,2022,88.3,1201.29
Vavuniya,Yala,Tomato,2022,141.42,1812.6
Vavuniya,Yala,Yam,2022,65.75,937.83
Ampara,Maha,Banana,2023,207.63,7485.51
Ampara,Maha,Banana,2023,149.11,5286.26
Ampara,Maha,Beans,2023,44.84,407.4
Ampara,Maha,Beans,2023,58.26,584.47
Ampara,Maha,Beans,2023,43.96,470.87
Ampara,Maha,Bitter Gourd,2023,50.25,662.38
Ampara,Maha,Black Gram,2023,42.23,309.76
Ampara,Maha,Black Gram,2023,25.15,167.59
Ampara,Maha,Carrot,2023,110.18,1796.73
Ampara,Maha,Carrot,2023,124.96,2189.48
Ampara,Maha,Cauliflower,2023,85.33,1049.9
Ampara,Maha,Cauliflower,2023,71.73,792.0
Ampara,Maha,Chilli,2023,98.69,844.49
Ampara,Maha,Chilli,2023,43.37,445.82
Ampara,Maha,Cowpea,2023,47.3,383.22
Ampara,Maha,Green Gram,2023,49.07,303.93
Ampara,Maha,Leeks,2023,81.2,1161.42
Ampara,Maha,Leeks,2023,136.35,1594.23
Ampara,Maha,Leeks,2023,107.19,1483.76
Ampara,Maha,Leeks,2023,43.9,507.95
Ampara,Maha,Long Bean,2023,56.89,585.1
Ampara,Maha,Maize,2023,87.4,1414.99
Ampara,Maha,Mango,2023,129.03,2823.03
Ampara,Maha,Papaya,2023,114.59,3048.95
Ampara,Maha,Papaya,2023,104.95,2164.47
Ampara,Maha,Pepper,2023,40.22,217.47
Ampara,Maha,Pineapple,2023,129.54,3234.65
Ampara,Maha,Red Onion,2023,83.35,804.41
Ampara,Maha,Rice,2023,163.97,4273.99
Ampara,Maha,Rice,2023,192.53,3780.68
Ampara,Maha,Soybean,2023,56.77,543.05
Ampara,Maha,Sweet Potato,2023,130.04,1686.18
Ampara,Maha,Tea,2023,174.84,3970.07
Ampara,Maha,Tea,2023,104.18,2498.5
Ampara,Maha,Tea,2023,176.6,4602.63
Ampara,Maha,Tea,2023,108.37,3120.46
