District,Season,Crop,Year,Cultivated Area,Production,Agro_Ecological_Zone,Spatial_Check,AEZ_standardized,Crop_standardized,Yield
Kegalle,Yala,Snake Gourd,2022,73.73,749.28,Wet/Intermediate,Unverified,Wet Zone,Snake Gourd,10.162484741624846
Kegalle,Yala,Soybean,2022,55.28,619.99,Wet/Intermediate,Unverified,Wet Zone,Soybean,11.215448625180898
Kegalle,Yala,Tea,2022,124.14,3902.68,Wet/Intermediate,Supported envelope,Wet Zone,Tea,31.437731593362333
Kegalle,Yala,Watermelon,2022,120.88,2552.75,Wet/Intermediate,Unverified,Wet Zone,Watermelon,21.118050959629386
Kegalle,Yala,Watermelon,2022,180.15,3752.97,Wet/Intermediate,Unverified,Wet Zone,Watermelon,20.83247293921732
Kegalle,Yala,Watermelon,2022,149.88,3100.89,Wet/Intermediate,Unverified,Wet Zone,Watermelon,20.689151321056844
Kegalle,Yala,Watermelon,2022,92.24,1885.17,Wet/Intermediate,Unverified,Wet Zone,Watermelon,20.437662619254123
Kegalle,Yala,Watermelon,2022,136.61,2951.73,Wet/Intermediate,Unverified,Wet Zone,Watermelon,21.60698338335407
Kilinochchi,Maha,Banana,2022,169.89,5078.91,Dry,Unverified,Dry Zone,Banana,29.89528518453117
Kilinochchi,Maha,Banana,2022,139.07,3625.66,Dry,Unverified,Dry Zone,Banana,26.070755734522184
Kilinochchi,Maha,Bitter Gourd,2022,41.95,433.65,Dry,Unverified,Dry Zone,Bitter Gourd,10.3373063170441
Kilinochchi,Maha,Bitter Gourd,2022,72.26,695.72,Dry,Unverified,Dry Zone,Bitter Gourd,9.62800996401882
Kilinochchi,Maha,Black Gram,2022,28.57,198.5,Dry,Unverified,Dry Zone,Black Gram,6.947847392369618
Kilinochchi,Maha,Cassava,2022,159.56,3403.05,Dry,Supported envelope,Dry Zone,Manioc,21.327713712709954
Kilinochchi,Maha,Cassava,2022,117.57,2851.68,Dry,Supported envelope,Dry Zone,Manioc,24.25516713447308
Kilinochchi,Maha,Chilli,2022,49.89,387.09,Dry,Supported envelope,Dry Zone,Chillies (Green),7.758869512928442
Kilinochchi,Maha,Chilli,2022,38.36,274.27,Dry,Supported envelope,Dry Zone,Chillies (Green),7.149895724713242
Kilinochchi,Maha,Chilli,2022,41.27,333.88,Dry,Supported envelope,Dry Zone,Chillies (Green),8.090138114853403
Kilinochchi,Maha,Ginger,2022,72.11,803.39,Dry,Supported envelope,Dry Zone,Ginger,11.1411732075995
Kilinochchi,Maha,Green Gram,2022,59.21,363.22,Dry,Supported envelope,Dry Zone,Green Gram,6.134436750548894
Kilinochchi,Maha,Green Gram,2022,41.49,265.6,Dry,Supported envelope,Dry Zone,Green Gram,6.401542540371174
Kilinochchi,Maha,Maize,2022,142.52,2295.6,Dry,Supported envelope,Dry Zone,Maize,16.10721302273365
Kilinochchi,Maha,Maize,2022,90.75,1410.19,Dry,Supported envelope,Dry Zone,Maize,15.539283746556475
Kilinochchi,Maha,Rice,2022,92.39,1683.4,Dry,Unverified,Dry Zone,Rice,18.220586643576144
Kilinochchi,Maha,Soybean,2022,56.14,626.74,Dry,Unverified,Dry Zone,Soybean,11.163876024225152
Kilinochchi,Maha,Taro,2022,80.49,1177.22,Dry,Unverified,Dry Zone,Taro,14.625667784817992
Kilinochchi,Maha,Taro,2022,68.65,938.4,Dry,Unverified,Dry Zone,Taro,13.669337217771302
Kilinochchi,Maha,Watermelon,2022,141.41,2985.71,Dry,Unverified,Dry Zone,Watermelon,21.113853334276218
Kilinochchi,Yala,Ash Plantain,2022,110.38,3620.57,Dry,Unverified,Dry Zone,Ash Plantain,32.800960318898355
Kilinochchi,Yala,Ash Plantain,2022,96.41,3130.51,Dry,Unverified,Dry Zone,Ash Plantain,32.4708017840473
Kilinochchi,Yala,Bitter Gourd,2022,80.73,756.85,Dry,Unverified,Dry Zone,Bitter Gourd,9.37507741855568
Kilinochchi,Yala,Carrot,2022,69.91,1181.2,Dry,Supported envelope,Dry Zone,Carrot,16.89600915462738
Kilinochchi,Yala,Cassava,2022,135.11,3113.76,Dry,Supported envelope,Dry Zone,Manioc,23.04611057656724
Kilinochchi,Yala,Chilli,2022,27.52,200.07,Dry,Supported envelope,Dry Zone,Chillies (Green),7.269985465116279
Kilinochchi,Yala,Chilli,2022,46.27,328.7,Dry,Supported envelope,Dry Zone,Chillies (Green),7.1039550464663925
Kilinochchi,Yala,Cowpea,2022,54.42,426.85,Dry,Supported envelope,Dry Zone,Cowpea,7.843623667769203
Kilinochchi,Yala,Cowpea,2022,44.92,285.38,Dry,Supported envelope,Dry Zone,Cowpea,6.353072128227961
Kilinochchi,Yala,Cucumber,2022,58.95,921.75,Dry,Unverified,Dry Zone,Cucumber,15.636132315521628
Kilinochchi,Yala,Cucumber,2022,59.64,890.39,Dry,Unverified,Dry Zone,Cucumber,14.929409792085847
Kilinochchi,Yala,Cucumber,2022,74.11,960.36,Dry,Unverified,Dry Zone,Cucumber,12.958575091080826
Kilinochchi,Yala,Ginger,2022,54.48,596.19,Dry,Supported envelope,Dry Zone,Ginger,10.943281938325994
Kilinochchi,Yala,Green Gram,2022,42.97,323.94,Dry,Supported envelope,Dry Zone,Green Gram,7.538747963695601
Kilinochchi,Yala,Maize,2022,77.54,1041.23,Dry,Supported envelope,Dry Zone,Maize,13.428295073510446
Kilinochchi,Yala,Okra,2022,37.33,311.94,Dry,Unverified,Dry Zone,Okra,8.356281810875972
Kilinochchi,Yala,Potato,2022,73.83,1427.91,Dry,Supported envelope,Dry Zone,Potatoes,19.340511986997157
Kilinochchi,Yala,Pumpkin,2022,78.27,1303.52,Dry,Unverified,Dry Zone,Pumpkin,16.65414590519995
Kilinochchi,Yala,Pumpkin,2022,73.09,1230.72,Dry,Unverified,Dry Zone,Pumpkin,16.83841838828841
Kilinochchi,Yala,Ridge Gourd,2022,55.48,537.68,Dry,Unverified,Dry Zone,Ridge Gourd,9.691420331651045
Kilinochchi,Yala,Snake Gourd,2022,59.19,533.6,Dry,Unverified,Dry Zone,Snake Gourd,9.01503632370333
Kilinochchi,Yala,Soybean,2022,53.88,477.45,Dry,Unverified,Dry Zone,Soybean,8.861358574610245
Kilinochchi,Yala,Tomato,2022,96.24,1471.58,Dry,Unverified,Dry Zone,Tomato,15.290731504571903
Kilinochchi,Yala,Watermelon,2022,65.24,1549.78,Dry,Unverified,Dry Zone,Watermelon,23.755058246474558
Kurunegala,Maha,Ash Plantain,2022,244.6,8382.79,Intermediate/Dry,Unverified,Intermediate Zone,Ash Plantain,34.27142273098937
Kurunegala,Maha,Big Onion,2022,52.46,550.3,Intermediate/Dry,Supported envelope,Intermediate Zone,Big Onion,10.48989706443004
Kurunegala,Maha,Brinjal,2022,119.05,1241.8,Intermediate/Dry,Unverified,Intermediate Zone,Brinjal,10.430911381772365
Kurunegala,Maha,Brinjal,2022,92.6,1193.74,Intermediate/Dry,Unverified,Intermediate Zone,Brinjal,12.89136069114471
Kurunegala,Maha,Carrot,2022,118.23,1782.88,Intermediate/Dry,Supported envelope,Intermediate Zone,Carrot,15.079759790239365
Kurunegala,Maha,Carrot,2022,103.27,1568.4,Intermediate/Dry,Supported envelope,Intermediate Zone,Carrot,15.18737290597463
Kurunegala,Maha,Cassava,2022,168.41,3264.44,Intermediate/Dry,Supported envelope,Intermediate Zone,Manioc,19.383884567424737
Kurunegala,Maha,Chilli,2022,60.18,437.99,Intermediate/Dry,Supported envelope,Intermediate Zone,Chillies (Green),7.277999335327351
Kurunegala,Maha,Chilli,2022,45.16,334.49,Intermediate/Dry,Supported envelope,Intermediate Zone,Chillies (Green),7.406775907883083
Kurunegala,Maha,Chilli,2022,69.43,490.09,Intermediate/Dry,Supported envelope,Intermediate Zone,Chillies (Green),7.0587642229583745
Kurunegala,Maha,Chilli,2022,38.8,279.63,Intermediate/Dry,Supported envelope,Intermediate Zone,Chillies (Green),7.2069587628865985
Kurunegala,Maha,Chilli,2022,51.12,355.53,Intermediate/Dry,Supported envelope,Intermediate Zone,Chillies (Green),6.95481220657277
Kurunegala,Maha,Cucumber,2022,115.38,1948.09,Intermediate/Dry,Unverified,Intermediate Zone,Cucumber,16.88412203154793
Kurunegala,Maha,Maize,2022,115.43,1740.03,Intermediate/Dry,Supported envelope,Intermediate Zone,Maize,15.074330763233128
Kurunegala,Maha,Mango,2022,111.55,2599.52,Intermediate/Dry,Unverified,Intermediate Zone,Mango,23.303630658897355
Kurunegala,Maha,Papaya,2022,176.28,4202.74,Intermediate/Dry,Unverified,Intermediate Zone,Papaya,23.84127524393011
Kurunegala,Maha,Pumpkin,2022,73.11,1135.4,Intermediate/Dry,Unverified,Intermediate Zone,Pumpkin,15.53002325263302
Kurunegala,Maha,Rice,2022,147.16,3292.76,Intermediate/Dry,Unverified,Intermediate Zone,Rice,22.375373742864912
Kurunegala,Maha,Sesame,2022,59.87,353.16,Intermediate/Dry,Unverified,Intermediate Zone,Gingelly,5.898780691498247
Kurunegala,Maha,Snake Gourd,2022,95.36,875.93,Intermediate/Dry,Unverified,Intermediate Zone,Snake Gourd,9.18550755033557
Kurunegala,Maha,Tomato,2022,104.89,1538.39,Intermediate/Dry,Unverified,Intermediate Zone,Tomato,14.66669844599104
Kurunegala,Maha,Watermelon,2022,78.48,1620.88,Intermediate/Dry,Unverified,Intermediate Zone,Watermelon,20.65341488277268
Kurunegala,Maha,Watermelon,2022,92.8,2409.04,Intermediate/Dry,Unverified,Intermediate Zone,Watermelon,25.95948275862069
Kurunegala,Maha,Watermelon,2022,107.92,1817.91,Intermediate/Dry,Unverified,Intermediate Zone,Watermelon,16.84497776130467
Kurunegala,Maha,Watermelon,2022,140.29,2530.14,Intermediate/Dry,Unverified,Intermediate Zone,Watermelon,18.035070211704326
Kurunegala,Maha,Yam,2022,132.82,1420.68,Intermediate/Dry,Unverified,Intermediate Zone,Yam,10.69628068062039
Kurunegala,Yala,Banana,2022,308.35,9299.7,Intermediate/Dry,Unverified,Intermediate Zone,Banana,30.15955894275985
Kurunegala,Yala,Banana,2022,232.06,7578.26,Intermediate/Dry,Unverified,Intermediate Zone,Banana,32.656468154787554
Kurunegala,Yala,Big Onion,2022,64.74,611.42,Intermediate/Dry,Supported envelope,Intermediate Zone,Big Onion,9.444238492431264
Kurunegala,Yala,Big Onion,2022,139.79,1599.05,Intermediate/Dry,Supported envelope,Intermediate Zone,Big Onion,11.438944130481437
Kurunegala,Yala,Big Onion,2022,65.26,690.73,Intermediate/Dry,Supported envelope,Intermediate Zone,Big Onion,10.584278271529268
Kurunegala,Yala,Bitter Gourd,2022,68.51,752.83,Intermediate/Dry,Unverified,Intermediate Zone,Bitter Gourd,10.988614800759013
Kurunegala,Yala,Black Gram,2022,49.02,330.83,Intermediate/Dry,Unverified,Intermediate Zone,Black Gram,6.748878008975927
Kurunegala,Yala,Carrot,2022,70.43,891.03,Intermediate/Dry,Supported envelope,Intermediate Zone,Carrot,12.651284963793836
Kurunegala,Yala,Chilli,2022,59.89,504.66,Intermediate/Dry,Supported envelope,Intermediate Zone,Chillies (Green),8.42644848889631
Kurunegala,Yala,Chilli,2022,32.92,238.18,Intermediate/Dry,Supported envelope,Intermediate Zone,Chillies (Green),7.235115431348724
Kurunegala,Yala,Chilli,2022,68.56,565.85,Intermediate/Dry,Supported envelope,Intermediate Zone,Chillies (Green),8.25335472578763
Kurunegala,Yala,Ginger,2022,39.1,382.74,Intermediate/Dry,Supported envelope,Intermediate Zone,Ginger,9.788746803069053
Kurunegala,Yala,Green Gram,2022,68.5,492.72,Intermediate/Dry,Supported envelope,Intermediate Zone,Green Gram,7.192992700729928
Kurunegala,Yala,Groundnut,2022,77.42,705.97,Intermediate/Dry,Supported envelope,Intermediate Zone,Ground Nuts,9.11870317747352
Kurunegala,Yala,Long Bean,2022,77.4,748.2,Intermediate/Dry,Unverified,Intermediate Zone,Long Bean,9.666666666666666
Kurunegala,Yala,Long Bean,2022,114.31,999.82,Intermediate/Dry,Unverified,Intermediate Zone,Long Bean,8.746566354649637
Kurunegala,Yala,Maize,2022,124.34,1868.52,Intermediate/Dry,Supported envelope,Intermediate Zone,Maize,15.027505227601736
Kurunegala,Yala,Okra,2022,46.82,356.38,Intermediate/Dry,Unverified,Intermediate Zone,Okra,7.611704399829133
Kurunegala,Yala,Pineapple,2022,171.07,3586.85,Intermediate/Dry,Supported envelope,Intermediate Zone,Pineapple,20.967147951131118
Kurunegala,Yala,Rice,2022,99.88,2518.04,Intermediate/Dry,Unverified,Intermediate Zone,Rice,25.21065278334001
Kurunegala,Yala,Sweet Potato,2022,125.64,1922.4,Intermediate/Dry,Supported envelope,Intermediate Zone,Sweet Potatoes,15.300859598853869
Kurunegala,Yala,Sweet Potato,2022,114.92,1666.51,Intermediate/Dry,Supported envelope,Intermediate Zone,Sweet Potatoes,14.501479289940828
Kurunegala,Yala,Taro,2022,132.26,1898.0,Intermediate/Dry,Unverified,Intermediate Zone,Taro,14.350521699682444
Kurunegala,Yala,Turmeric,2022,74.35,680.02,Intermediate/Dry,Supported envelope,Intermediate Zone,Turmeric,9.146200403496975
Kurunegala,Yala,Turmeric,2022,63.94,675.95,Intermediate/Dry,Supported envelope,Intermediate Zone,Turmeric,10.571629652799501
Kurunegala,Yala,Turmeric,2022,119.91,1267.33,Intermediate/Dry,Supported envelope,Intermediate Zone,Turmeric,10.569010090901509
Kurunegala,Yala,Watermelon,2022,136.26,2057.26,Intermediate/Dry,Unverified,Intermediate Zone,Watermelon,15.098047849699107
Kurunegala,Yala,Watermelon,2022,101.4,2112.23,Intermediate/Dry,Unverified,Intermediate Zone,Watermelon,20.830670611439842
Kurunegala,Yala,Yam,2022,184.09,2484.23,Intermediate/Dry,Unverified,Intermediate Zone,Yam,13.494649356293117
Mannar,Maha,Ash Plantain,2022,244.03,7097.59,Dry,Unverified,Dry Zone,Ash Plantain,29.08490759332869
Mannar,Maha,Ash Plantain,2022,285.08,8742.44,Dry,Unverified,Dry Zone,Ash Plantain,30.6666198961695
Mannar,Maha,Banana,2022,297.92,9516.56,Dry,Unverified,Dry Zone,Banana,31.94334049409237
Mannar,Maha,Banana,2022,387.71,10669.8,Dry,Unverified,Dry Zone,Banana,27.520053648345414
Mannar,Maha,Banana,2022,250.48,6199.2,Dry,Unverified,Dry Zone,Banana,24.74928137975088
Mannar,Maha,Banana,2022,241.11,7333.57,Dry,Unverified,Dry Zone,Banana,30.41586827589067
Mannar,Maha,Carrot,2022,146.14,2404.87,Dry,Supported envelope,Dry Zone,Carrot,16.455932667305323
Mannar,Maha,Carrot,2022,133.9,2111.62,Dry,Supported envelope,Dry Zone,Carrot,15.77012696041822
Mannar,Maha,Cassava,2022,231.59,4896.82,Dry,Supported envelope,Dry Zone,Manioc,21.1443499287534
Mannar,Maha,Cassava,2022,131.69,2820.08,Dry,Supported envelope,Dry Zone,Manioc,21.414534133191587
Mannar,Maha,Chilli,2022,101.74,875.33,Dry,Supported envelope,Dry Zone,Chillies (Green),8.603597405150385
Mannar,Maha,Coconut,2022,254.82,7982.75,Dry,Unverified,Dry Zone,Coconut,31.32701514794757
Mannar,Maha,Groundnut,2022,126.2,972.45,Dry,Supported envelope,Dry Zone,Ground Nuts,7.705625990491284
Mannar,Maha,Groundnut,2022,74.59,866.7,Dry,Supported envelope,Dry Zone,Ground Nuts,11.619520042901193
Mannar,Maha,Maize,2022,167.08,2500.14,Dry,Supported envelope,Dry Zone,Maize,14.96372994972468
Mannar,Maha,Okra,2022,88.62,819.59,Dry,Unverified,Dry Zone,Okra,9.248363800496502
Mannar,Maha,Papaya,2022,173.47,5320.94,Dry,Unverified,Dry Zone,Papaya,30.67354585807344
Mannar,Maha,Papaya,2022,245.93,7074.64,Dry,Unverified,Dry Zone,Papaya,28.766884885943156
Mannar,Maha,Potato,2022,121.34,2463.52,Dry,Supported envelope,Dry Zone,Potatoes,20.302620735124442
Mannar,Maha,Rice,2022,182.78,4104.16,Dry,Unverified,Dry Zone,Rice,22.454097822518875
Mannar,Maha,Rice,2022,166.19,3619.18,Dry,Unverified,Dry Zone,Rice,21.777363258920513
Mannar,Maha,Ridge Gourd,2022,105.61,1208.34,Dry,Unverified,Dry Zone,Ridge Gourd,11.441530158128964
Mannar,Maha,Sesame,2022,98.16,612.11,Dry,Unverified,Dry Zone,Gingelly,6.235839445802771
Mannar,Maha,Snake Gourd,2022,100.27,954.23,Dry,Unverified,Dry Zone,Snake Gourd,9.516605166051662
Mannar,Maha,Sweet Potato,2022,155.72,1714.92,Dry,Supported envelope,Dry Zone,Sweet Potatoes,11.012843565373748
Mannar,Maha,Sweet Potato,2022,214.88,3081.23,Dry,Supported envelope,Dry Zone,Sweet Potatoes,14.33930565897245
Mannar,Maha,Taro,2022,279.7,3829.18,Dry,Unverified,Dry Zone,Taro,13.690311047550948
Mannar,Maha,Tomato,2022,113.97,1329.68,Dry,Unverified,Dry Zone,Tomato,11.66692989383171
Mannar,Maha,Watermelon,2022,194.35,3300.87,Dry,Unverified,Dry Zone,Watermelon,16.984152302546953
Mannar,Maha,Watermelon,2022,203.42,4335.75,Dry,Unverified,Dry Zone,Watermelon,21.314275882410776
Mannar,Maha,Watermelon,2022,176.29,3211.06,Dry,Unverified,Dry Zone,Watermelon,18.214646321402235
Mannar,Maha,Watermelon,2022,195.02,4549.79,Dry,Unverified,Dry Zone,Watermelon,23.32986360373295
Mannar,Maha,Watermelon,2022,140.04,2870.03,Dry,Unverified,Dry Zone,Watermelon,20.494358754641535
Mannar,Maha,Yam,2022,152.91,1713.6,Dry,Unverified,Dry Zone,Yam,11.206592113007652
Mannar,Yala,Banana,2022,168.08,5931.76,Dry,Unverified,Dry Zone,Banana,35.29128986197049
Mannar,Yala,Banana,2022,199.48,6156.87,Dry,Unverified,Dry Zone,Banana,30.864597954682175
Mannar,Yala,Banana,2022,192.7,6857.78,Dry,Unverified,Dry Zone,Banana,35.58785677218474
Mannar,Yala,Banana,2022,252.81,7387.21,Dry,Unverified,Dry Zone,Banana,29.22040267394486
Mannar,Yala,Banana,2022,289.33,8458.53,Dry,Unverified,Dry Zone,Banana,29.234887498703905
Mannar,Yala,Brinjal,2022,113.47,1476.76,Dry,Unverified,Dry Zone,Brinjal,13.014541288446285
Mannar,Yala,Carrot,2022,150.48,2410.92,Dry,Supported envelope,Dry Zone,Carrot,16.02153110047847
Mannar,Yala,Carrot,2022,120.39,1833.19,Dry,Supported envelope,Dry Zone,Carrot,15.227095273693829
Mannar,Yala,Carrot,2022,131.67,1869.43,Dry,Supported envelope,Dry Zone,Carrot,14.197843092579937
Mannar,Yala,Carrot,2022,214.04,3708.72,Dry,Supported envelope,Dry Zone,Carrot,17.327228555410205
Mannar,Yala,Carrot,2022,77.31,1170.07,Dry,Supported envelope,Dry Zone,Carrot,15.134782046307075
Mannar,Yala,Cassava,2022,191.69,4441.21,Dry,Supported envelope,Dry Zone,Manioc,23.168709896186552
Mannar,Yala,Cowpea,2022,73.95,613.05,Dry,Supported envelope,Dry Zone,Cowpea,8.290060851926977
Mannar,Yala,Potato,2022,183.44,4068.69,Dry,Supported envelope,Dry Zone,Potatoes,22.179949847361534
Mannar,Yala,Red Onion,2022,109.15,1016.53,Dry,Supported envelope,Dry Zone,Red Onion,9.313147045350435
Mannar,Yala,Sesame,2022,38.1,187.76,Dry,Unverified,Dry Zone,Gingelly,4.928083989501312
Mannar,Yala,Taro,2022,139.64,1956.31,Dry,Unverified,Dry Zone,Taro,14.009667716986538
Mannar,Yala,Taro,2022,93.26,1187.06,Dry,Unverified,Dry Zone,Taro,12.728500965043962
Mannar,Yala,Tomato,2022,99.37,1404.51,Dry,Unverified,Dry Zone,Tomato,14.134145114219583
Mannar,Yala,Tomato,2022,121.23,1672.33,Dry,Unverified,Dry Zone,Tomato,13.794687783551925
Mannar,Yala,Watermelon,2022,182.33,3390.15,Dry,Unverified,Dry Zone,Watermelon,18.593484341578456
Matale,Maha,Ash Plantain,2022,188.84,4751.86,Intermediate/Up-country,Unverified,Intermediate Zone,Ash Plantain,25.163418767210334
Matale,Maha,Banana,2022,165.52,5201.1,Intermediate/Up-country,Unverified,Intermediate Zone,Banana,31.422788786853552
Matale,Maha,Banana,2022,129.25,3812.13,Intermediate/Up-country,Unverified,Intermediate Zone,Banana,29.49423597678917
Matale,Maha,Beans,2022,78.3,866.67,Intermediate/Up-country,Supported envelope,Intermediate Zone,Beans,11.068582375478927
Matale,Maha,Beans,2022,59.24,573.7,Intermediate/Up-country,Supported envelope,Intermediate Zone,Beans,9.684334908845376
Matale,Maha,Beans,2022,64.73,722.9,Intermediate/Up-country,Supported envelope,Intermediate Zone,Beans,11.167928317627066
Matale,Maha,Beans,2022,89.11,735.97,Intermediate/Up-country,Supported envelope,Intermediate Zone,Beans,8.259117944114017
Matale,Maha,Big Onion,2022,56.52,711.78,Intermediate/Up-country,Supported envelope,Intermediate Zone,Big Onion,12.593418259023354
Matale,Maha,Bitter Gourd,2022,42.18,424.11,Intermediate/Up-country,Unverified,Intermediate Zone,Bitter Gourd,10.054765291607398
Matale,Maha,Bitter Gourd,2022,60.58,638.63,Intermediate/Up-country,Unverified,Intermediate Zone,Bitter Gourd,10.541928029052492
Matale,Maha,Cabbage,2022,97.2,1710.03,Intermediate/Up-country,Supported envelope,Intermediate Zone,Cabbage,17.5929012345679
Matale,Maha,Carrot,2022,119.28,1946.01,Intermediate/Up-country,Supported envelope,Intermediate Zone,Carrot,16.31463782696177
Matale,Maha,Cassava,2022,142.35,3569.43,Intermediate/Up-country,Supported envelope,Intermediate Zone,Manioc,25.075026343519493
Matale,Maha,Cauliflower,2022,101.56,1371.96,Intermediate/Up-country,Supported envelope,Intermediate Zone,Cauliflower,13.508861756597085
Matale,Maha,Chilli,2022,54.79,446.28,Intermediate/Up-country,Supported envelope,Intermediate Zone,Chillies (Green),8.145281985763825
Matale,Maha,Chilli,2022,43.11,330.42,Intermediate/Up-country,Supported envelope,Intermediate Zone,Chillies (Green),7.664578983994433
Matale,Maha,Coconut,2022,136.71,3549.1,Intermediate/Up-country,Unverified,Intermediate Zone,Coconut,25.960792919318262
Matale,Maha,Green Gram,2022,47.9,259.62,Intermediate/Up-country,Supported envelope,Intermediate Zone,Green Gram,5.420041753653445
Matale,Maha,Leeks,2022,73.5,781.31,Intermediate/Up-country,Supported envelope,Intermediate Zone,Leeks,10.630068027210884
Matale,Maha,Leeks,2022,67.7,794.61,Intermediate/Up-country,Supported envelope,Intermediate Zone,Leeks,11.73722304283604
Matale,Maha,Leeks,2022,42.5,561.0,Intermediate/Up-country,Supported envelope,Intermediate Zone,Leeks,13.2
Matale,Maha,Mango,2022,96.08,2581.07,Intermediate/Up-country,Unverified,Intermediate Zone,Mango,26.863759367194007
Matale,Maha,Okra,2022,49.21,409.5,Intermediate/Up-country,Unverified,Intermediate Zone,Okra,8.321479374110952
Matale,Maha,Pepper,2022,25.07,120.46,Intermediate/Up-country,Supported envelope,Intermediate Zone,Pepper,4.8049461507778215
Matale,Maha,Pepper,2022,26.82,139.37,Intermediate/Up-country,Supported envelope,Intermediate Zone,Pepper,5.196495152870992
Matale,Maha,Pepper,2022,27.03,154.39,Intermediate/Up-country,Supported envelope,Intermediate Zone,Pepper,5.7118017018128
Matale,Maha,Potato,2022,128.07,2323.79,Intermediate/Up-country,Supported envelope,Intermediate Zone,Potatoes,18.144686499570547
Matale,Maha,Rice,2022,108.76,2527.38,Intermediate/Up-country,Unverified,Intermediate Zone,Rice,23.238139021699155
Matale,Maha,Sesame,2022,41.78,275.52,Intermediate/Up-country,Unverified,Intermediate Zone,Gingelly,6.5945428434657725
Matale,Maha,Snake Gourd,2022,40.5,427.52,Intermediate/Up-country,Unverified,Intermediate Zone,Snake Gourd,10.556049382716049
Matale,Maha,Snake Gourd,2022,56.81,697.29,Intermediate/Up-country,Unverified,Intermediate Zone,Snake Gourd,12.274071466291145
Matale,Maha,Tomato,2022,65.65,814.03,Intermediate/Up-country,Unverified,Intermediate Zone,Tomato,12.399543031226198
Matale,Maha,Turmeric,2022,55.14,544.05,Intermediate/Up-country,Supported envelope,Intermediate Zone,Turmeric,9.86670293797606
Matale,Maha,Turmeric,2022,54.56,515.83,Intermediate/Up-country,Supported envelope,Intermediate Zone,Turmeric,9.454362170087977
Matale,Maha,Watermelon,2022,92.74,1875.98,Intermediate/Up-country,Unverified,Intermediate Zone,Watermelon,20.22838041837395
Matale,Maha,Watermelon,2022,111.5,2319.73,Intermediate/Up-country,Unverified,Intermediate Zone,Watermelon,20.8047533632287
Matale,Maha,Watermelon,2022,88.82,1733.26,Intermediate/Up-country,Unverified,Intermediate Zone,Watermelon,19.51429858140059
Matale,Yala,Beans,2022,60.68,731.54,Intermediate/Up-country,Supported envelope,Intermediate Zone,Beans,12.05570204350692
Matale,Yala,Big Onion,2022,160.74,1682.18,Intermediate/Up-country,Supported envelope,Intermediate Zone,Big Onion,10.46522334204305
Matale,Yala,Black Gram,2022,37.27,281.73,Intermediate/Up-country,Unverified,Intermediate Zone,Black Gram,7.55916286557553
Matale,Yala,Brinjal,2022,77.18,984.92,Intermediate/Up-country,Unverified,Intermediate Zone,Brinjal,12.76133713397253
Matale,Yala,Carrot,2022,111.3,1589.78,Intermediate/Up-country,Supported envelope,Intermediate Zone,Carrot,14.283737646001796
Matale,Yala,Carrot,2022,120.67,1627.49,Intermediate/Up-country,Supported envelope,Intermediate Zone,Carrot,13.487113615645976
Matale,Yala,Chilli,2022,35.45,257.52,Intermediate/Up-country,Supported envelope,Intermediate Zone,Chillies (Green),7.2643159379407605
Matale,Yala,Chilli,2022,66.74,405.44,Intermediate/Up-country,Supported envelope,Intermediate Zone,Chillies (Green),6.074917590650285
Matale,Yala,Chilli,2022,74.47,558.52,Intermediate/Up-country,Supported envelope,Intermediate Zone,Chillies (Green),7.499932858869343
Matale,Yala,Chilli,2022,57.74,424.88,Intermediate/Up-country,Supported envelope,Intermediate Zone,Chillies (Green),7.358503636993419
Matale,Yala,Green Gram,2022,62.27,420.11,Intermediate/Up-country,Supported envelope,Intermediate Zone,Green Gram,6.746587441785771
Matale,Yala,Mango,2022,165.47,4413.51,Intermediate/Up-country,Unverified,Intermediate Zone,Mango,26.672569045748475
Matale,Yala,Okra,2022,59.11,422.45,Intermediate/Up-country,Unverified,Intermediate Zone,Okra,7.146844865504991
Matale,Yala,Red Onion,2022,50.39,531.83,Intermediate/Up-country,Supported envelope,Intermediate Zone,Red Onion,10.554276642190912
Matale,Yala,Rice,2022,115.5,2760.5,Intermediate/Up-country,Unverified,Intermediate Zone,Rice,23.9004329004329
Matale,Yala,Sesame,2022,40.25,271.59,Intermediate/Up-country,Unverified,Intermediate Zone,Gingelly,6.747577639751552
Matale,Yala,Soybean,2022,70.2,627.7,Intermediate/Up-country,Unverified,Intermediate Zone,Soybean,8.941595441595442
Matale,Yala,Sweet Potato,2022,62.64,742.85,Intermediate/Up-country,Supported envelope,Intermediate Zone,Sweet Potatoes,11.859035759897829
Matale,Yala,Sweet Potato,2022,106.35,1394.95,Intermediate/Up-country,Supported envelope,Intermediate Zone,Sweet Potatoes,13.116596144804891
Matale,Yala,Taro,2022,68.85,690.83,Intermediate/Up-country,Unverified,Intermediate Zone,Taro,10.033841684822079
Matale,Yala,Turmeric,2022,43.87,446.73,Intermediate/Up-country,Supported envelope,Intermediate Zone,Turmeric,10.183040802370641
Matale,Yala,Watermelon,2022,118.91,2434.42,Intermediate/Up-country,Unverified,Intermediate Zone,Watermelon,20.472794550500378
Matale,Yala,Watermelon,2022,74.2,1584.18,Intermediate/Up-country,Unverified,Intermediate Zone,Watermelon,21.350134770889486
Matara,Maha,Banana,2022,267.89,10010.11,Wet,Unverified,Wet Zone,Banana,37.3664937101049
