district,year,season,temperature_avg_c,temperature_max_c,temperature_min_c,rainfall_mm_total,humidity_percent,solar_radiation_mj_m2_day,wind_speed_m_s
Kegalle,2016,Yala,26.347647,36.56,21.84,607.88,81.47876,19.157843,4.9852285
Kegalle,2017,Maha,24.779009,35.46,16.08,1003.37,81.53429,18.485565,3.515613
Kegalle,2017,Yala,26.618824,36.87,21.46,380.99,78.49412,20.14451,4.936601
Kegalle,2018,Maha,24.49198,35.47,15.9,900.93,83.506226,18.944433,3.097264
Kegalle,2018,Yala,25.727713,35.24,20.81,666.81,83.24006,18.702353,4.934967
Kegalle,2019,Maha,24.76,37.9,15.73,1399.75,84.17081,18.783585,3.2086792
Kegalle,2019,Yala,27.479282,38.69,21.16,332.99,73.297386,19.826994,5.1033335
Kegalle,2020,Maha,24.725258,36.34,16.29,934.08,84.13812,18.999296,3.8701878
Kegalle,2020,Yala,26.352484,36.99,18.98,623.09,81.04196,19.603138,4.3652287
Kegalle,2021,Maha,24.230282,32.13,15.93,1481.51,88.08873,18.219292,3.6194339
Kegalle,2021,Yala,25.487778,32.79,20.34,793.5,86.66745,19.690523,4.61085
Kegalle,2022,Maha,24.141838,31.93,15.96,1293.73,87.05939,18.174387,3.5047169
Kegalle,2022,Yala,25.42889,31.96,21.62,767.57,86.02326,18.684444,4.9232025
Kegalle,2023,Maha,24.392593,33.17,15.1,1921.39,87.89674,17.630566,3.4613206
Kegalle,2023,Yala,26.323463,35.42,20.27,461.71,81.88738,20.161371,4.7237253
Kegalle,2024,Maha,25.015821,35.37,16.69,1032.58,86.06939,18.68878,3.664695
Kegalle,2024,Yala,27.023726,37.3,21.67,540.43,80.09438,18.637123,4.6384315
Kegalle,2025,Maha,24.25821,31.65,16.51,1978.84,88.19311,17.790188,3.6784434
Kegalle,2025,Yala,25.566275,31.8,21.31,672.73,86.6702,19.167452,4.9931374
Kilinochchi,2000,Maha,27.164507,31.86,22.37,653.4,77.7,18.265446,5.7789674
Kilinochchi,2000,Yala,29.076275,34.23,25.51,235.1,74.248955,21.10804,6.9743786
Kilinochchi,2001,Maha,27.102264,34.44,22.74,834.92,78.44457,18.032595,5.4298115
Kilinochchi,2001,Yala,28.7583,32.94,26.15,382.49,78.27065,20.919672,6.6898694
Kilinochchi,2002,Maha,27.164621,33.25,23.02,812.69,78.89151,18.517311,5.4595284
Kilinochchi,2002,Yala,29.135883,32.88,26.47,247.38,76.4617,21.204445,6.7930717
Kilinochchi,2003,Maha,27.28052,32.37,23.04,716.38,78.56118,18.430471,5.750613
Kilinochchi,2003,Yala,28.996078,33.68,26.23,292.3,77.36869,20.324118,6.5443788
Kilinochchi,2004,Maha,27.09601,33.33,22.68,968.7,78.211174,17.989202,5.693756
Kilinochchi,2004,Yala,28.877256,35.5,26.05,339.25,76.920525,20.631243,6.790653
Kilinochchi,2005,Maha,27.14217,32.48,23.78,950.77,79.5332,17.973585,5.501698
Kilinochchi,2005,Yala,28.968431,32.91,26.04,342.16,78.53641,20.899347,6.773333
Kilinochchi,2006,Maha,26.88165,32.09,22.51,933.02,79.70269,18.277878,5.442217
Kilinochchi,2006,Yala,29.052094,33.52,26.19,220.8,75.61392,21.414312,6.972484
Kilinochchi,2007,Maha,26.941698,32.35,22.6,908.95,77.381134,18.713774,5.6355186
Kilinochchi,2007,Yala,28.940327,33.53,26.1,252.64,77.18503,20.48464,6.6548367
Kilinochchi,2008,Maha,27.184227,32.77,22.94,964.64,77.98104,18.272957,5.39892
Kilinochchi,2008,Yala,28.55392,32.13,26.08,233.26,78.704185,21.230982,6.810523
Kilinochchi,2009,Maha,27.288586,32.65,23.49,1029.95,76.72651,19.10085,5.3895283
Kilinochchi,2009,Yala,29.003204,33.51,25.82,253.3,76.87418,20.97183,7.1618958
Kilinochchi,2010,Maha,27.079338,32.98,23.42,1325.6,79.86528,17.986462,5.1347637
Kilinochchi,2010,Yala,29.381044,34.09,26.29,421.19,76.19941,20.617254,6.3697386
Kilinochchi,2011,Maha,27.113396,32.41,23.04,1431.35,79.269806,17.476841,5.553821
Kilinochchi,2011,Yala,28.811111,32.62,25.48,375.59,77.20203,21.092352,6.6272545
Kilinochchi,2012,Maha,27.247137,32.64,23.2,1255.06,78.11075,18.703098,5.359061
Kilinochchi,2012,Yala,29.361897,33.11,26.64,175.59,74.14222,21.189346,7.321699
Kilinochchi,2013,Maha,27.124859,31.82,23.92,1026.35,79.04811,18.27651,5.7411795
Kilinochchi,2013,Yala,28.809149,32.53,26.23,327.24,78.15327,20.739542,6.6571894
Kilinochchi,2014,Maha,27.137217,33.01,23.35,1392.57,78.857124,17.582357,5.641227
Kilinochchi,2014,Yala,29.277191,33.15,26.1,339.76,76.240456,21.257973,6.4724183
Kilinochchi,2015,Maha,27.191793,32.31,23.97,1427.26,80.52094,18.284056,5.2534432
Kilinochchi,2015,Yala,28.881437,32.37,26.82,451.0,79.71928,21.184837,6.2479086
Kilinochchi,2016,Maha,27.66263,33.24,22.42,534.84,75.70568,19.27155,5.2274175
Kilinochchi,2016,Yala,29.422747,34.6,26.3,477.32,76.64379,20.780914,6.185033
Kilinochchi,2017,Maha,27.2408,32.35,23.05,854.87,77.99274,18.293112,5.388302
Kilinochchi,2017,Yala,29.547647,34.72,26.09,266.5,75.23699,21.045883,6.251569
Kilinochchi,2018,Maha,27.189953,33.28,22.96,753.16003,77.73685,18.243208,5.058302
Kilinochchi,2018,Yala,29.004576,33.99,26.11,349.15,77.30529,20.171568,6.506732
Kilinochchi,2019,Maha,27.47816,33.81,23.59,1143.65,78.2132,19.206982,5.0956607
Kilinochchi,2019,Yala,29.869936,34.91,26.62,222.81,73.55124,21.062353,6.8807845
Kilinochchi,2020,Maha,27.518826,31.92,24.13,1219.99,78.355774,18.309858,5.7328167
Kilinochchi,2020,Yala,29.376797,33.66,25.77,356.23,76.168304,20.50693,6.021634
Kilinochchi,2021,Maha,27.259434,32.63,23.45,1575.62,80.77383,18.077595,5.2799997
Kilinochchi,2021,Yala,29.100784,33.03,26.07,397.69,77.736664,20.381504,6.21
Kilinochchi,2022,Maha,27.21802,32.11,21.28,1153.79,79.62792,17.91868,5.3498588
Kilinochchi,2022,Yala,28.688496,32.02,25.94,530.18,79.55,19.989412,6.1075816
Kilinochchi,2023,Maha,27.397783,32.89,23.54,1508.94,79.76915,17.935,5.4844337
Kilinochchi,2023,Yala,29.350458,33.45,26.45,330.43,77.12006,20.788301,6.040653
Kilinochchi,2024,Maha,27.8077,32.33,24.56,992.12,80.034325,18.258217,5.4740844
Kilinochchi,2024,Yala,29.702484,35.46,26.76,353.55,77.117584,20.182352,6.0562744
Kilinochchi,2025,Maha,27.41514,32.21,23.83,1446.93,79.765526,17.574953,5.356085
Kilinochchi,2025,Yala,29.33856,32.89,26.41,335.57,77.430725,20.926863,6.191634
Kurunegala,2000,Maha,24.85061,36.52,14.67,654.36,80.16502,17.801502,3.856291
Kurunegala,2000,Yala,26.273596,37.51,21.38,422.92,76.375755,19.136797,5.688497
Kurunegala,2001,Maha,24.483725,37.56,12.99,754.9,82.084816,18.612028,3.8499057
Kurunegala,2001,Yala,25.901438,37.76,20.79,491.43,80.848175,19.16889,5.159477
Kurunegala,2002,Maha,24.908915,36.53,15.14,870.33,81.47103,18.761745,3.7861319
Kurunegala,2002,Yala,26.275686,36.77,21.51,424.11,79.35314,18.86281,5.267059
Kurunegala,2003,Maha,24.705662,35.22,16.36,728.47,82.93114,18.701698,4.0651417
Kurunegala,2003,Yala,26.349936,36.23,20.58,342.62,79.78438,19.199543,4.9056864
Kurunegala,2004,Maha,24.94737,37.27,15.75,1103.58,81.24643,18.035587,3.8960092
Kurunegala,2004,Yala,26.357712,37.7,21.51,372.68,78.075035,18.94745,5.602026
Kurunegala,2005,Maha,24.267122,34.02,15.9,943.51,85.87736,18.197218,3.8217454
Kurunegala,2005,Yala,26.345947,34.78,21.97,360.66,80.25601,19.264313,5.0662746
Kurunegala,2006,Maha,23.999199,32.27,13.61,1391.74,87.28538,17.843775,3.6659906
Kurunegala,2006,Yala,25.957712,34.45,20.74,410.88,80.233986,19.427124,5.2162747
Kurunegala,2007,Maha,23.885235,35.51,15.68,962.79,84.61873,18.504528,3.8266037
Kurunegala,2007,Yala,25.801308,34.58,21.71,511.1,82.5483,18.654118,4.8071895
Kurunegala,2008,Maha,24.280561,34.36,15.49,1065.85,84.95948,18.06202,3.396432
Kurunegala,2008,Yala,25.0983,31.61,20.28,457.43,86.2366,18.77974,4.7711763
Kurunegala,2009,Maha,24.769056,37.8,15.74,1076.3,80.26868,18.93514,3.6059904
Kurunegala,2009,Yala,25.832157,33.7,21.33,456.79,82.634315,18.455034,5.4663396
Kurunegala,2010,Maha,24.027924,35.5,15.85,1547.29,86.69637,17.859245,3.5725944
Kurunegala,2010,Yala,25.580328,34.54,21.46,779.01,85.62346,18.625097,4.7791505
Kurunegala,2011,Maha,24.049246,33.14,15.69,1848.28,87.56424,17.453962,3.5110848
Kurunegala,2011,Yala,25.12804,31.39,18.66,554.65,86.075035,19.172417,4.8382354
Kurunegala,2012,Maha,24.331877,35.13,15.52,1500.49,84.43986,18.573803,3.2929108
Kurunegala,2012,Yala,25.897516,33.62,20.42,421.99,80.92797,19.402353,5.347778
Kurunegala,2013,Maha,24.07632,32.22,15.98,1200.67,87.14981,17.95118,3.7086792
Kurunegala,2013,Yala,25.216406,31.91,21.14,581.71,86.85229,18.232876,5.139804
Kurunegala,2014,Maha,24.532074,37.25,15.15,1726.5,83.761086,17.483679,3.6191983
Kurunegala,2014,Yala,26.199478,37.67,21.6,534.32,81.3432,19.067387,4.941503
Kurunegala,2015,Maha,24.24335,33.21,16.28,1497.7,87.42816,18.253254,3.2403774
Kurunegala,2015,Yala,25.844248,32.95,21.35,537.0,83.9383,19.633007,4.4598036
Kurunegala,2016,Maha,24.902582,35.73,16.19,593.51,81.958405,19.135586,3.76831
Kurunegala,2016,Yala,26.347647,36.56,21.84,607.88,81.47876,19.157843,4.9852285
Kurunegala,2017,Maha,24.779009,35.46,16.08,1003.37,81.53429,18.485565,3.515613
Kurunegala,2017,Yala,26.618824,36.87,21.46,380.99,78.49412,20.14451,4.936601
Kurunegala,2018,Maha,24.49198,35.47,15.9,900.93,83.506226,18.944433,3.097264
Kurunegala,2018,Yala,25.727713,35.24,20.81,666.81,83.24006,18.702353,4.934967
Kurunegala,2019,Maha,24.76,37.9,15.73,1399.75,84.17081,18.783585,3.2086792
Kurunegala,2019,Yala,27.479282,38.69,21.16,332.99,73.297386,19.826994,5.1033335
Kurunegala,2020,Maha,24.725258,36.34,16.29,934.08,84.13812,18.999296,3.8701878
Kurunegala,2020,Yala,26.352484,36.99,18.98,623.09,81.04196,19.603138,4.3652287
Kurunegala,2021,Maha,24.230282,32.13,15.93,1481.51,88.08873,18.219292,3.6194339
Kurunegala,2021,Yala,25.487778,32.79,20.34,793.5,86.66745,19.690523,4.61085
Kurunegala,2022,Maha,24.141838,31.93,15.96,1293.73,87.05939,18.174387,3.5047169
Kurunegala,2022,Yala,25.42889,31.96,21.62,767.57,86.02326,18.684444,4.9232025
Kurunegala,2023,Maha,24.392593,33.17,15.1,1921.39,87.89674,17.630566,3.4613206
Kurunegala,2023,Yala,26.323463,35.42,20.27,461.71,81.88738,20.161371,4.7237253
Kurunegala,2024,Maha,25.015821,35.37,16.69,1032.58,86.06939,18.68878,3.664695
Kurunegala,2024,Yala,27.023726,37.3,21.67,540.43,80.09438,18.637123,4.6384315
Kurunegala,2025,Maha,24.25821,31.65,16.51,1978.84,88.19311,17.790188,3.6784434
Kurunegala,2025,Yala,25.566275,31.8,21.31,672.73,86.6702,19.167452,4.9931374
Mannar,2000,Maha,27.112112,34.73,20.31,576.98,76.53793,19.37493,5.441878
Mannar,2000,Yala,28.535229,34.66,25.26,259.62,75.57484,21.453398,7.060196
Mannar,2001,Maha,26.880518,34.62,19.79,735.66,78.51052,19.430897,5.274717
Mannar,2001,Yala,28.324575,35.17,25.43,333.91,78.62248,21.349869,6.3606534
Mannar,2002,Maha,26.927076,33.85,20.98,661.49,79.218025,19.6625,5.269151
Mannar,2002,Yala,28.76634,34.6,25.43,228.88,76.65424,21.971895,6.541046
Mannar,2003,Maha,27.083065,34.3,21.33,638.13,78.67882,20.042593,5.5426416
Mannar,2003,Yala,28.855425,36.04,25.29,276.39,76.51497,21.152418,6.3764052
Mannar,2004,Maha,27.010424,34.17,20.73,829.9,77.81746,19.687277,5.481033
Mannar,2004,Yala,28.644575,35.98,25.64,246.83,76.33889,21.479868,6.7639217
Mannar,2005,Maha,26.78769,34.17,21.47,800.69,80.542694,19.597548,5.2442455
Mannar,2005,Yala,28.572289,33.24,25.55,263.41,78.952286,21.472746,6.614902
Mannar,2006,Maha,26.592028,32.59,19.95,861.7,80.62164,19.385473,5.1671696
Mannar,2006,Yala,28.624052,33.8,25.42,150.87,76.51627,21.809738,6.9315686
Mannar,2007,Maha,26.770376,35.79,20.81,736.17,77.31586,20.051603,5.3942924
Mannar,2007,Yala,28.674706,35.57,25.42,157.14,77.07412,21.430588,6.5628104
Mannar,2008,Maha,26.896244,33.5,21.18,779.55,78.623856,19.370329,5.213052
Mannar,2008,Yala,28.265099,32.08,24.98,178.37,78.4915,21.763596,6.746601
Mannar,2009,Maha,27.10986,35.14,20.85,847.52,76.52523,20.31769,5.146745
Mannar,2009,Yala,28.71255,34.9,25.23,161.8,76.96124,21.45379,7.132484
Mannar,2010,Maha,26.754482,34.37,21.27,1088.37,80.442924,19.321556,4.910236
Mannar,2010,Yala,29.113462,35.26,25.51,229.24,75.731964,21.25732,6.5176473
Mannar,2011,Maha,26.662876,32.14,21.2,1131.43,81.15944,19.037735,5.226179
Mannar,2011,Yala,28.444118,32.35,23.77,271.12,77.45921,22.01523,6.6428103
Mannar,2012,Maha,26.923193,34.37,20.9,1050.74,79.30718,19.75845,5.12277
Mannar,2012,Yala,28.934576,33.59,25.48,98.92,75.02804,21.746208,7.3584313
Mannar,2013,Maha,26.718254,31.59,22.52,894.51,80.588776,19.550896,5.4494815
Mannar,2013,Yala,28.513268,32.74,25.36,170.23,78.06111,21.222027,6.758301
Mannar,2014,Maha,26.976366,36.06,21.0,1181.41,78.97693,18.973396,5.331981
Mannar,2014,Yala,29.040133,35.54,25.26,270.05,76.25752,22.15732,6.4863396
Mannar,2015,Maha,26.81552,32.58,21.7,1214.6901,82.00948,19.618727,4.956604
Mannar,2015,Yala,28.582354,32.93,25.69,412.64,79.766075,21.73366,6.058889
Mannar,2016,Maha,27.289015,34.74,21.13,412.21,76.882065,20.274788,5.0436153
Mannar,2016,Yala,29.22196,35.14,26.01,380.38,76.081505,21.62621,6.1125493
Mannar,2017,Maha,27.013962,34.36,20.99,661.16,78.23085,19.61986,5.197642
Mannar,2017,Yala,29.279282,35.09,25.25,186.73,75.46883,21.697908,6.3984313
Mannar,2018,Maha,27.07,34.51,21.48,672.48,77.580894,19.496696,4.910802
Mannar,2018,Yala,28.735294,35.45,25.47,241.49,77.24144,20.607908,6.359281
Mannar,2019,Maha,27.359999,35.74,21.95,1058.33,78.2958,19.798115,4.818632
Mannar,2019,Yala,29.649609,35.94,26.27,129.23,73.083595,21.389019,6.849216
Mannar,2020,Maha,27.289577,34.68,22.56,933.45,78.773895,19.628544,5.431972
Mannar,2020,Yala,29.245098,35.98,24.18,284.72,75.42556,21.07889,5.990588
Mannar,2021,Maha,26.862312,32.33,21.73,1406.12,82.26368,19.26717,5.1152363
Mannar,2021,Yala,28.78928,33.68,24.88,282.27,77.88758,21.274902,6.2677126
Mannar,2022,Maha,26.845379,33.05,21.13,896.77,80.7801,19.154905,5.1167927
Mannar,2022,Yala,28.401045,32.85,25.24,462.87,79.485756,20.432613,6.0522223
Mannar,2023,Maha,27.013018,33.17,21.64,1335.83,81.40901,18.82269,5.2276416
Mannar,2023,Yala,29.16549,34.89,25.58,264.77,76.71425,21.80608,6.1109147
Mannar,2024,Maha,27.537981,34.31,22.7,807.71,80.68746,19.420986,5.231878
Mannar,2024,Yala,29.61242,37.07,26.26,265.21,76.17137,20.387974,5.971961
Mannar,2025,Maha,27.048065,33.4,21.51,1266.12,81.25821,18.575943,5.1740565
Mannar,2025,Yala,29.113333,33.22,24.85,228.78,77.57863,21.477777,6.3660784
Matale,2000,Maha,24.85061,36.52,14.67,654.36,80.16502,17.801502,3.856291
Matale,2000,Yala,26.273596,37.51,21.38,422.92,76.375755,19.136797,5.688497
Matale,2001,Maha,24.483725,37.56,12.99,754.9,82.084816,18.612028,3.8499057
Matale,2001,Yala,25.901438,37.76,20.79,491.43,80.848175,19.16889,5.159477
Matale,2002,Maha,24.908915,36.53,15.14,870.33,81.47103,18.761745,3.7861319
Matale,2002,Yala,26.275686,36.77,21.51,424.11,79.35314,18.86281,5.267059
Matale,2003,Maha,24.705662,35.22,16.36,728.47,82.93114,18.701698,4.0651417
Matale,2003,Yala,26.349936,36.23,20.58,342.62,79.78438,19.199543,4.9056864
Matale,2004,Maha,24.94737,37.27,15.75,1103.58,81.24643,18.035587,3.8960092
Matale,2004,Yala,26.357712,37.7,21.51,372.68,78.075035,18.94745,5.602026
Matale,2005,Maha,24.267122,34.02,15.9,943.51,85.87736,18.197218,3.8217454
Matale,2005,Yala,26.345947,34.78,21.97,360.66,80.25601,19.264313,5.0662746
Matale,2006,Maha,23.999199,32.27,13.61,1391.74,87.28538,17.843775,3.6659906
Matale,2006,Yala,25.957712,34.45,20.74,410.88,80.233986,19.427124,5.2162747
Matale,2007,Maha,23.885235,35.51,15.68,962.79,84.61873,18.504528,3.8266037
Matale,2007,Yala,25.801308,34.58,21.71,511.1,82.5483,18.654118,4.8071895
Matale,2008,Maha,24.280561,34.36,15.49,1065.85,84.95948,18.06202,3.396432
Matale,2008,Yala,25.0983,31.61,20.28,457.43,86.2366,18.77974,4.7711763
Matale,2009,Maha,24.769056,37.8,15.74,1076.3,80.26868,18.93514,3.6059904
Matale,2009,Yala,25.832157,33.7,21.33,456.79,82.634315,18.455034,5.4663396
Matale,2010,Maha,24.027924,35.5,15.85,1547.29,86.69637,17.859245,3.5725944
Matale,2010,Yala,25.580328,34.54,21.46,779.01,85.62346,18.625097,4.7791505
Matale,2011,Maha,24.049246,33.14,15.69,1848.28,87.56424,17.453962,3.5110848
Matale,2011,Yala,25.12804,31.39,18.66,554.65,86.075035,19.172417,4.8382354
Matale,2012,Maha,24.331877,35.13,15.52,1500.49,84.43986,18.573803,3.2929108
Matale,2012,Yala,25.897516,33.62,20.42,421.99,80.92797,19.402353,5.347778
Matale,2013,Maha,24.07632,32.22,15.98,1200.67,87.14981,17.95118,3.7086792
Matale,2013,Yala,25.216406,31.91,21.14,581.71,86.85229,18.232876,5.139804
Matale,2014,Maha,24.532074,37.25,15.15,1726.5,83.761086,17.483679,3.6191983
Matale,2014,Yala,26.199478,37.67,21.6,534.32,81.3432,19.067387,4.941503
Matale,2015,Maha,24.24335,33.21,16.28,1497.7,87.42816,18.253254,3.2403774
Matale,2015,Yala,25.844248,32.95,21.35,537.0,83.9383,19.633007,4.4598036
Matale,2016,Maha,24.902582,35.73,16.19,593.51,81.958405,19.135586,3.76831
Matale,2016,Yala,26.347647,36.56,21.84,607.88,81.47876,19.157843,4.9852285
Matale,2017,Maha,24.779009,35.46,16.08,1003.37,81.53429,18.485565,3.515613
Matale,2017,Yala,26.618824,36.87,21.46,380.99,78.49412,20.14451,4.936601
Matale,2018,Maha,24.49198,35.47,15.9,900.93,83.506226,18.944433,3.097264
Matale,2018,Yala,25.727713,35.24,20.81,666.81,83.24006,18.702353,4.934967
Matale,2019,Maha,24.76,37.9,15.73,1399.75,84.17081,18.783585,3.2086792
Matale,2019,Yala,27.479282,38.69,21.16,332.99,73.297386,19.826994,5.1033335
Matale,2020,Maha,24.725258,36.34,16.29,934.08,84.13812,18.999296,3.8701878
Matale,2020,Yala,26.352484,36.99,18.98,623.09,81.04196,19.603138,4.3652287
Matale,2021,Maha,24.230282,32.13,15.93,1481.51,88.08873,18.219292,3.6194339
Matale,2021,Yala,25.487778,32.79,20.34,793.5,86.66745,19.690523,4.61085
Matale,2022,Maha,24.141838,31.93,15.96,1293.73,87.05939,18.174387,3.5047169
Matale,2022,Yala,25.42889,31.96,21.62,767.57,86.02326,18.684444,4.9232025
Matale,2023,Maha,24.392593,33.17,15.1,1921.39,87.89674,17.630566,3.4613206
Matale,2023,Yala,26.323463,35.42,20.27,461.71,81.88738,20.161371,4.7237253
Matale,2024,Maha,25.015821,35.37,16.69,1032.58,86.06939,18.68878,3.664695
Matale,2024,Yala,27.023726,37.3,21.67,540.43,80.09438,18.637123,4.6384315
Matale,2025,Maha,24.25821,31.65,16.51,1978.84,88.19311,17.790188,3.6784434
Matale,2025,Yala,25.566275,31.8,21.31,672.73,86.6702,19.167452,4.9931374
Matara,2000,Maha,26.99014,31.95,22.77,474.77,78.48901,19.463898,4.4085445
Matara,2000,Yala,27.279018,32.0,24.44,459.08,81.388565,20.07647,6.7563396
Matara,2001,Maha,26.984009,32.75,21.52,600.62,78.40132,20.772924,4.4473586
Matara,2001,Yala,27.496275,32.74,23.98,296.95,81.36006,20.83196,6.1567974
Matara,2002,Maha,27.299294,33.02,22.26,750.25,77.98245,20.317076,4.5873113
Matara,2002,Yala,27.504902,32.47,24.21,434.49,81.59732,20.932745,5.9598694
Matara,2003,Maha,27.022736,32.23,22.52,588.46,79.893585,20.874056,4.457972
Matara,2003,Yala,27.534378,32.46,24.63,555.94,83.21595,20.036274,5.834967
Matara,2004,Maha,27.099201,32.56,22.61,945.72003,79.60451,20.299717,4.3715963
Matara,2004,Yala,27.592026,32.18,24.91,439.34,81.359215,20.655424,6.592549
Matara,2005,Maha,26.816038,31.9,22.24,857.72,81.43434,20.636557,4.8609905
Matara,2005,Yala,27.538105,31.33,24.93,414.27,83.10732,20.97477,5.9879737
Matara,2006,Maha,26.5725,31.21,20.98,1362.42,82.408394,18.833206,4.1658487
Matara,2006,Yala,27.336208,31.07,24.46,469.13998,82.85268,20.165033,6.065817
Matara,2007,Maha,26.432737,30.86,21.95,1004.07,81.51241,20.193161,4.4619813
Matara,2007,Yala,27.189737,30.33,24.74,695.73,84.71811,20.174313,5.6686273
Matara,2008,Maha,26.665869,30.16,22.26,914.77997,81.05328,20.505728,3.8786385
Matara,2008,Yala,26.885359,29.75,25.07,648.92,85.01098,19.35268,5.792876
Matara,2009,Maha,26.82698,32.74,22.05,1001.12,79.61043,20.8675,4.085377
Matara,2009,Yala,27.328238,31.78,24.78,701.88,84.08202,20.397844,6.320458
Matara,2010,Maha,26.60986,32.38,22.58,1456.89,81.83066,20.138962,4.5990095
Matara,2010,Yala,27.291437,30.76,24.93,1051.24,85.189865,19.684444,5.77366
Matara,2011,Maha,26.497595,29.98,21.79,1600.06,83.1459,19.772264,3.8804715
Matara,2011,Yala,26.966143,29.98,25.07,774.01,85.51654,20.839346,5.730458
Matara,2012,Maha,26.533146,30.11,21.85,1585.75,81.9177,19.747793,3.7822535
Matara,2012,Yala,27.148888,30.23,25.05,756.24,83.871635,20.683792,5.9026794
Matara,2013,Maha,26.600754,30.32,22.64,1172.69,82.464005,19.89033,4.064151
Matara,2013,Yala,26.94974,30.51,24.78,825.2,86.2366,20.498823,5.939085
Matara,2014,Maha,26.659338,31.66,21.91,1472.37,81.83075,20.418867,4.309764
Matara,2014,Yala,27.398499,31.03,24.88,688.64,84.03542,20.595163,5.920523
Matara,2015,Maha,26.707169,30.31,22.38,1685.57,82.92339,20.203632,3.9158962
Matara,2015,Yala,27.476538,30.05,25.15,872.45,84.38758,20.888105,5.308627
Matara,2016,Maha,26.991783,31.56,22.7,892.07,81.06526,20.770092,4.337089
Matara,2016,Yala,27.554247,31.88,24.95,828.39,84.39458,20.700066,5.7962093
Matara,2017,Maha,26.819765,30.88,21.73,1353.0599,80.43608,20.432924,4.0168867
Matara,2017,Yala,27.519413,31.0,25.28,742.24,83.84974,21.186733,5.9633336
Matara,2018,Maha,26.651651,30.54,21.64,1016.71,81.3792,20.059292,3.6696227
Matara,2018,Yala,26.983335,30.79,24.5,961.58,86.066536,19.449085,5.6215687
Matara,2019,Maha,26.94434,32.16,22.46,1752.56,81.85439,19.203867,3.9109905
Matara,2019,Yala,27.993988,32.03,24.6,670.54,81.21033,19.667452,5.6608496
Matara,2020,Maha,27.027794,31.44,22.71,1033.47,81.98525,20.916527,4.568451
Matara,2020,Yala,27.672354,31.69,24.34,877.81,83.42869,19.611242,5.4657516
Matara,2021,Maha,26.809906,30.48,22.89,1566.93,82.96972,19.50198,4.4201417
Matara,2021,Yala,27.41098,30.67,24.85,967.96,84.35889,20.657583,5.758954
Matara,2022,Maha,26.748867,30.64,22.85,1272.63,81.88977,20.132877,4.222783
Matara,2022,Yala,27.117386,30.83,24.69,1009.6,85.683205,19.468431,6.0732026
Matara,2023,Maha,26.871084,30.72,21.76,2596.25,83.21062,18.130754,4.0557075
Matara,2023,Yala,27.779348,30.98,25.56,776.38,83.96255,20.745424,5.6362095
Matara,2024,Maha,27.41554,31.44,22.92,1117.02,82.6792,20.030094,4.459671
Matara,2024,Yala,28.14575,32.28,25.51,709.94,83.94287,18.96013,5.516863
Matara,2025,Maha,26.988113,30.92,23.08,2229.57,82.681274,19.167643,4.2046227
Matara,2025,Yala,27.386145,30.37,24.94,775.29,86.16235,20.06634,5.817451
Monaragala,2000,Maha,24.80413,35.87,14.58,573.1,78.128494,18.222067,3.3629577
Monaragala,2000,Yala,27.258823,37.96,20.81,224.42,64.50595,20.717974,4.582484
Monaragala,2001,Maha,24.346699,36.99,12.99,807.6,80.30137,19.25698,3.1183019
Monaragala,2001,Yala,26.78876,36.13,21.23,284.5,69.219086,20.389347,4.260392
Monaragala,2002,Maha,24.675943,37.07,14.49,817.73,80.44896,18.945896,3.2210376
Monaragala,2002,Yala,26.724966,35.85,20.72,360.07,71.20699,20.441439,4.2784967
Monaragala,2003,Maha,24.385141,36.75,15.84,736.81,82.30033,19.327925,3.3888206
Monaragala,2003,Yala,26.212614,35.26,20.37,335.46,75.94242,20.14634,3.8625488
Monaragala,2004,Maha,24.517136,37.15,14.28,1120.33,81.87324,18.50216,3.2504694
Monaragala,2004,Yala,26.87876,37.78,21.06,290.39,68.92209,20.862091,4.6427455
Monaragala,2005,Maha,24.20316,36.42,15.29,887.51,83.60028,19.034622,3.1722643
Monaragala,2005,Yala,26.487583,35.65,20.93,316.05,74.46719,20.74085,3.9446406
Monaragala,2006,Maha,23.649858,34.64,13.18,1402.78,86.98307,17.69066,3.1807075
Monaragala,2006,Yala,26.258104,36.2,20.06,286.65,73.24621,20.586666,4.2013073
Monaragala,2007,Maha,23.540472,33.02,15.37,933.81,84.351326,18.99481,3.2599528
Monaragala,2007,Yala,26.004444,34.18,21.24,432.56,76.69471,20.46778,3.7635295
Monaragala,2008,Maha,24.001034,35.74,15.39,1082.07,84.23178,18.643616,2.9397182
Monaragala,2008,Yala,24.918365,32.99,20.46,440.85,82.80477,20.279346,3.6672552
Monaragala,2009,Maha,24.405802,36.3,15.5,1137.14,79.95401,19.300802,3.1109908
Monaragala,2009,Yala,26.13255,34.72,20.38,430.72,75.25137,20.75464,4.276536
Monaragala,2010,Maha,23.721085,33.3,15.87,1588.83,85.72076,18.89151,2.9207547
Monaragala,2010,Yala,25.306993,32.54,20.27,717.27997,82.162025,20.27804,3.6815689
Monaragala,2011,Maha,23.810425,35.07,15.7,2154.04,86.636505,17.830849,2.9553773
Monaragala,2011,Yala,24.870588,32.1,18.56,488.65,82.412155,20.925425,3.7288237
Monaragala,2012,Maha,23.713615,34.95,15.52,1486.55,85.63183,18.90601,2.760751
Monaragala,2012,Yala,25.695555,34.75,19.0,436.58,77.3,20.92353,4.1360784
