district,year,month,temperature_avg_c,temperature_max_c,temperature_min_c,rainfall_mm_total,humidity_percent,solar_radiation_mj_m2_day,wind_speed_m_s
Kilinochchi,2004,3,28.165161,33.33,23.3,22.1,73.799034,22.455807,4.289677
Kilinochchi,2004,4,29.872334,35.5,27.32,71.38,72.83467,22.932333,3.5123334
Kilinochchi,2004,5,28.851614,31.66,26.79,159.01,80.34645,18.24258,7.023871
Kilinochchi,2004,6,28.646334,32.06,26.73,26.73,77.96433,21.077333,8.511
Kilinochchi,2004,7,28.340322,31.53,26.05,37.86,77.53065,20.161291,7.4329033
Kilinochchi,2004,8,28.700323,32.06,26.63,44.27,75.828384,20.831291,7.422903
Kilinochchi,2004,9,28.003,31.45,25.61,122.52,80.058,17.538334,6.164334
Kilinochchi,2004,10,27.696129,31.31,25.51,262.62,81.67742,17.605484,5.047097
Kilinochchi,2004,11,27.226665,29.02,25.7,289.99,83.10567,13.488,6.278
Kilinochchi,2004,12,26.08742,28.12,23.61,246.48999,79.10807,14.706451,6.656774
Kilinochchi,2005,1,25.999353,27.99,23.88,105.07,78.66258,16.924839,5.6570964
Kilinochchi,2005,2,26.538572,29.11,23.78,2.1399999,77.14715,22.243214,5.1621428
Kilinochchi,2005,3,28.064838,32.48,24.89,41.53,76.978714,22.185806,4.173871
Kilinochchi,2005,4,28.738667,31.94,26.04,180.52,79.64666,19.931,3.7653334
Kilinochchi,2005,5,29.509678,32.91,27.11,57.75,79.61581,21.50258,5.8103223
Kilinochchi,2005,6,29.155333,32.03,26.95,21.37,79.060005,20.567333,8.759667
Kilinochchi,2005,7,28.488064,31.42,26.51,35.56,79.3171,20.268064,8.583871
Kilinochchi,2005,8,28.949032,32.3,26.61,46.96,75.09516,22.185806,6.9145164
Kilinochchi,2005,9,28.548334,31.81,26.28,33.02,77.646996,20.074333,7.7206664
Kilinochchi,2005,10,28.244194,31.8,26.41,197.25,79.131935,17.21516,4.7841935
Kilinochchi,2005,11,26.566668,29.38,24.8,453.06,84.63267,11.940001,5.300333
Kilinochchi,2005,12,26.001612,28.0,23.98,118.7,82.40517,15.5180645,5.745806
Kilinochchi,2006,1,25.254194,27.1,22.51,88.35,81.25548,16.283226,5.6087093
Kilinochchi,2006,2,26.069643,29.14,23.7,16.08,78.51072,20.51393,5.198929
Kilinochchi,2006,3,27.749353,32.09,25.03,84.21,77.39774,21.704838,3.7309678
Kilinochchi,2006,4,29.359001,33.52,26.49,63.45,73.30334,22.514,3.6483333
Kilinochchi,2006,5,29.248388,32.79,26.88,50.43,77.98838,21.494837,7.1712904
Kilinochchi,2006,6,29.199667,32.72,27.06,20.380001,75.586334,21.169668,7.399333
Kilinochchi,2006,7,28.893227,32.53,26.38,18.52,75.25162,19.773548,8.104194
Kilinochchi,2006,8,28.574839,32.61,26.19,68.02,75.86452,22.147097,8.4458065
Kilinochchi,2006,9,27.941,31.68,26.01,89.27,79.95334,20.08,7.0256667
Kilinochchi,2006,10,27.754839,31.47,25.46,295.67,80.71871,17.989677,5.144516
Kilinochchi,2006,11,26.867,28.59,25.5,289.26,84.60367,15.593,4.609
Kilinochchi,2006,12,26.490646,28.51,23.89,70.18,75.53,15.968387,6.778387
Kilinochchi,2007,1,25.846128,28.73,23.62,32.49,75.72065,16.710966,6.377742
Kilinochchi,2007,2,26.515715,30.41,23.45,43.69,74.92179,20.249285,5.1335716
Kilinochchi,2007,3,27.575485,32.35,24.38,5.4300003,71.716774,24.149033,4.4490323
Kilinochchi,2007,4,28.834002,32.35,26.29,83.37,77.060005,22.109999,3.5926666
Kilinochchi,2007,5,29.85742,33.24,27.49,17.71,75.70903,21.654194,6.790323
Kilinochchi,2007,6,29.101332,33.53,26.92,66.4,77.720665,18.341667,7.3830004
Kilinochchi,2007,7,28.558388,31.68,26.1,30.64,77.73968,19.290646,7.783871
Kilinochchi,2007,8,28.352257,31.65,26.59,54.52,77.70903,21.01,7.649032
Kilinochchi,2007,9,28.305666,31.2,26.14,83.93,78.83967,20.394665,7.376
Kilinochchi,2007,10,27.483871,31.58,25.6,328.58,80.881294,17.607098,5.1432257
Kilinochchi,2007,11,26.774666,28.73,24.89,146.9,79.081665,17.394665,4.5536666
Kilinochchi,2007,12,26.087744,28.15,22.6,267.93,80.37,14.650968,6.3880644
Kilinochchi,2008,1,25.628063,28.35,22.94,20.34,78.54484,18.46129,5.2064514
Kilinochchi,2008,2,26.550001,28.82,23.86,75.28,77.44138,19.632757,4.9082756
Kilinochchi,2008,3,27.053547,29.79,24.55,223.77,82.16129,19.404194,4.6641936
Kilinochchi,2008,4,28.245333,31.79,26.1,96.11,79.91167,21.744333,4.0273333
Kilinochchi,2008,5,28.74,31.53,27.03,12.85,82.01419,22.434515,7.81
Kilinochchi,2008,6,28.853666,32.13,26.92,28.130001,77.61567,21.140001,8.135667
Kilinochchi,2008,7,28.623226,32.09,26.34,42.36,76.72097,20.917742,7.419355
Kilinochchi,2008,8,28.307096,31.63,26.08,53.81,77.26225,19.931936,6.6132255
Kilinochchi,2008,9,28.944334,32.62,26.6,16.43,73.59434,21.522,7.0693336
Kilinochchi,2008,10,28.260323,32.77,25.95,173.45,76.64484,19.231936,4.2996774
Kilinochchi,2008,11,27.474333,30.72,25.43,284.71,78.794,14.335667,5.7413335
Kilinochchi,2008,12,26.404194,28.09,24.17,170.66,78.536446,15.388388,5.9364514
Kilinochchi,2009,1,25.899033,27.87,23.71,30.710001,74.53258,17.650322,5.797742
Kilinochchi,2009,2,26.285715,30.92,23.49,0.24000001,71.03393,22.95643,4.497857
Kilinochchi,2009,3,27.721613,31.7,24.51,101.93,75.2671,22.280323,3.8690324
Kilinochchi,2009,4,29.215334,33.18,26.88,95.44,77.31567,21.431,4.3896666
Kilinochchi,2009,5,29.422258,33.51,27.31,32.28,78.83291,20.768064,6.753226
Kilinochchi,2009,6,28.973,32.55,27.02,11.059999,76.135,22.175,9.313666
Kilinochchi,2009,7,28.8,32.27,26.62,20.86,74.868065,19.913872,8.464516
Kilinochchi,2009,8,28.61129,32.07,25.82,93.66,77.20968,20.624838,6.868387
Kilinochchi,2009,9,28.632666,32.65,26.51,35.42,77.597664,21.915,7.574333
Kilinochchi,2009,10,28.466774,32.39,26.1,102.29,73.13903,20.485483,5.1725807
Kilinochchi,2009,11,27.352,29.77,25.86,414.31,82.181,15.810667,4.7556667
Kilinochchi,2009,12,26.610645,28.51,24.6,345.05,82.98741,12.965484,6.023226
Kilinochchi,2010,1,25.951612,27.77,23.45,65.31,78.90452,18.400644,5.7129035
Kilinochchi,2010,2,26.291428,29.59,23.63,2.15,77.57821,20.678572,4.7725
Kilinochchi,2010,3,28.47129,32.98,23.82,24.65,73.02516,23.295483,4.0183873
Kilinochchi,2010,4,30.058,34.09,27.56,107.4,74.84,22.514334,3.7406666
Kilinochchi,2010,5,29.980646,33.97,27.79,87.21,78.21323,20.7,6.4170966
Kilinochchi,2010,6,29.261665,33.2,26.95,46.24,76.82866,20.305666,7.917
Kilinochchi,2010,7,28.960966,32.02,26.59,54.69,73.98161,20.51097,7.14871
Kilinochchi,2010,8,28.661936,32.02,26.29,125.65,77.11,19.106451,6.5903225
Kilinochchi,2010,9,28.046999,31.74,25.77,187.35,78.957,19.107332,5.4566665
Kilinochchi,2010,10,27.729677,31.02,25.89,136.13,82.464836,18.90645,5.9419355
Kilinochchi,2010,11,26.928333,29.94,25.52,451.4,83.37034,14.168667,3.9643333
Kilinochchi,2010,12,26.086128,28.38,23.42,458.61002,84.619354,11.521613,6.0141935
Kilinochchi,2011,1,25.581934,27.25,23.04,241.01,82.29388,14.146773,6.737097
Kilinochchi,2011,2,26.041428,28.42,24.34,186.46,80.34215,17.251785,5.368214
Kilinochchi,2011,3,27.353226,31.06,24.42,14.89,78.089035,22.855484,4.2564516
Kilinochchi,2011,4,28.347332,31.78,25.48,217.21,77.83933,20.692333,3.4483333
Kilinochchi,2011,5,28.914515,32.1,25.99,25.84,81.287415,22.748388,6.6574197
Kilinochchi,2011,6,29.175999,32.62,27.25,15.3,76.60833,21.409334,7.955
Kilinochchi,2011,7,29.056774,32.39,26.14,35.53,73.41129,20.05,7.5496774
Kilinochchi,2011,8,28.557741,31.73,26.3,81.71,76.865166,20.559032,7.466129
Kilinochchi,2011,9,28.809332,32.41,26.67,37.06,75.475334,21.646,7.1646667
Kilinochchi,2011,10,28.166773,31.35,26.18,290.56,78.48258,17.232903,4.3338714
Kilinochchi,2011,11,27.248667,29.4,25.5,425.39,79.977005,15.355,4.9426665
Kilinochchi,2011,12,26.54774,28.55,23.98,235.98,80.2329,13.894194,6.088064
Kilinochchi,2012,1,25.580322,27.83,23.2,26.43,76.769035,19.592258,5.0096774
Kilinochchi,2012,2,26.427588,30.49,24.37,22.19,77.892075,19.768965,5.2865515
Kilinochchi,2012,3,28.240646,32.13,25.04,24.29,73.19419,23.027098,4.019032
Kilinochchi,2012,4,29.335333,33.11,26.64,85.29,74.36767,20.770332,4.0016665
Kilinochchi,2012,5,29.650002,32.97,27.23,9.11,76.10742,21.518387,7.984194
Kilinochchi,2012,6,29.470667,32.85,27.06,21.26,73.22767,20.716333,9.082
Kilinochchi,2012,7,29.309677,32.52,26.91,31.55,73.68193,21.439032,7.31871
Kilinochchi,2012,8,29.046452,32.62,26.79,28.38,73.30419,21.473871,8.171613
Kilinochchi,2012,9,28.983,32.64,26.49,100.28,74.71633,20.478333,6.9346666
Kilinochchi,2012,10,27.800646,32.02,25.31,502.18,81.24355,17.097097,5.3016133
Kilinochchi,2012,11,27.083,29.45,25.18,161.53,81.031,16.798666,4.649
Kilinochchi,2012,12,26.612581,28.45,24.19,418.16,81.89967,14.223871,6.336129
Kilinochchi,2013,1,26.099998,27.83,23.92,160.65,78.939674,16.508064,6.1396775
Kilinochchi,2013,2,26.530355,29.07,24.45,189.8,79.66465,18.81,5.124643
Kilinochchi,2013,3,27.475483,30.69,25.05,135.52,79.45484,21.756775,4.2554836
Kilinochchi,2013,4,29.214333,32.34,26.47,59.02,77.952,22.924334,3.72
Kilinochchi,2013,5,29.138386,32.53,27.23,112.22,81.450325,21.018387,6.747097
Kilinochchi,2013,6,28.732334,31.53,26.84,41.39,78.173,20.005335,8.628666
Kilinochchi,2013,7,28.411613,31.5,26.61,37.989998,76.87677,19.193548,8.026774
Kilinochchi,2013,8,28.559677,32.02,26.23,76.62,76.30839,20.602903,6.1322584
Kilinochchi,2013,9,28.169334,31.69,26.28,114.93,78.87966,20.227,7.7476664
Kilinochchi,2013,10,28.17742,31.82,25.83,98.89,78.05161,19.845806,5.751613
Kilinochchi,2013,11,27.35,29.28,25.38,195.83,80.47966,16.790333,5.077
Kilinochchi,2013,12,26.054838,28.33,24.08,130.73,77.967094,14.064193,6.0758066
Kilinochchi,2014,1,25.67613,27.61,23.93,142.2,78.99968,15.153226,6.7451615
Kilinochchi,2014,2,26.395357,29.51,23.35,19.06,73.54072,20.881786,5.2917857
Kilinochchi,2014,3,27.974516,32.87,25.49,4.48,71.8742,22.90355,5.1509676
Kilinochchi,2014,4,29.619665,33.15,26.44,58.07,72.19067,23.260668,3.5163333
Kilinochchi,2014,5,29.15355,32.35,26.99,146.93001,81.726776,20.54613,6.340968
Kilinochchi,2014,6,29.638334,32.84,27.2,14.02,77.11567,21.130001,7.5586667
Kilinochchi,2014,7,29.407742,32.34,27.21,17.53,73.88548,21.101292,7.853871
Kilinochchi,2014,8,28.589355,31.89,26.1,103.21,76.1813,20.312258,7.031935
Kilinochchi,2014,9,28.683,33.01,26.59,94.25,77.118004,21.351002,6.022333
Kilinochchi,2014,10,27.864515,31.1,25.79,264.1,81.57291,17.882902,4.3887095
Kilinochchi,2014,11,27.142,29.81,24.34,438.78,82.165,12.611667,5.4053335
Kilinochchi,2014,12,26.203226,28.02,24.33,429.69998,86.26548,12.572904,6.455161
Kilinochchi,2015,1,25.61742,27.86,23.99,6.44,79.64033,19.070644,5.1967745
Kilinochchi,2015,2,26.181429,28.95,23.97,85.67,78.26107,19.396427,5.592143
Kilinochchi,2015,3,27.624516,30.68,25.1,49.16,77.43839,22.688065,4.3616133
Kilinochchi,2015,4,28.760334,32.37,26.91,145.59,78.29733,22.455666,3.472
Kilinochchi,2015,5,28.88258,31.26,27.02,195.14,82.631615,19.805162,5.4351616
Kilinochchi,2015,6,28.795666,31.57,26.9,28.67,81.824,21.138334,7.6096663
Kilinochchi,2015,7,28.944195,32.01,26.85,12.47,78.38,21.140644,7.687097
Kilinochchi,2015,8,29.017742,32.33,26.82,69.130005,77.48549,21.423872,6.9900002
Kilinochchi,2015,9,28.532335,32.31,26.03,124.95,79.055664,21.051332,6.6316667
Kilinochchi,2015,10,28.115162,31.22,26.04,293.29,80.95709,17.939354,4.9116125
Kilinochchi,2015,11,27.182333,30.05,25.81,576.08,85.61266,13.799666,4.523333
Kilinochchi,2015,12,27.034517,28.55,25.27,291.66998,82.57967,14.095161,5.610645
Kilinochchi,2016,1,26.369032,28.21,24.28,57.05,77.35871,18.115162,5.4803224
Kilinochchi,2016,2,27.123104,29.89,24.54,13.559999,76.868965,20.73,5.0920687
Kilinochchi,2016,3,28.506128,33.24,25.54,17.5,73.73935,23.525806,4.2635484
Kilinochchi,2016,4,30.699667,34.6,27.13,19.94,71.50267,24.058332,3.7826667
Kilinochchi,2016,5,29.859678,33.82,26.92,361.93,78.18581,19.334839,6.113871
Kilinochchi,2016,6,28.788,31.2,26.82,27.35,80.100334,19.416666,7.8026667
Kilinochchi,2016,7,28.705484,32.02,26.3,33.49,77.68065,19.894192,6.5919356
Kilinochchi,2016,8,29.081614,32.19,26.69,34.61,75.69516,21.262259,6.6087093
Kilinochchi,2016,9,29.175667,32.93,26.6,16.37,73.048,21.908667,6.622
Kilinochchi,2016,10,28.860968,32.57,26.21,85.509995,71.21194,19.32387,4.4629035
Kilinochchi,2016,11,27.345667,30.09,24.72,215.48,78.70733,14.623667,5.0350003
Kilinochchi,2016,12,26.261612,29.43,22.42,129.37,79.09161,16.702902,5.6661286
Kilinochchi,2017,1,25.769676,27.91,23.05,112.68,76.050644,17.013226,6.1629033
Kilinochchi,2017,2,26.125357,29.68,23.17,25.429998,71.53357,21.393572,5.1267858
Kilinochchi,2017,3,27.752905,31.09,25.03,107.53,77.05194,22.244194,3.773871
Kilinochchi,2017,4,29.865665,34.72,26.57,24.039999,73.513664,23.512333,4.133
Kilinochchi,2017,5,30.005484,33.56,27.36,84.73,75.76484,19.965483,5.8287096
Kilinochchi,2017,6,29.397,32.57,27.46,21.39,75.80067,21.548,8.315
Kilinochchi,2017,7,29.59742,32.88,27.22,29.720001,73.077415,20.429356,6.535161
Kilinochchi,2017,8,28.878065,31.83,26.09,106.619995,77.99097,19.869999,6.444194
Kilinochchi,2017,9,28.535,32.03,26.58,66.92,79.15666,19.712334,6.2450004
Kilinochchi,2017,10,28.588709,32.35,26.5,162.71,78.39065,16.947742,5.6712904
Kilinochchi,2017,11,27.264668,29.75,25.09,275.52,84.47,14.300666,5.5123334
Kilinochchi,2017,12,26.58387,28.4,24.49,104.08,78.91709,16.657097,5.232258
Kilinochchi,2018,1,25.649355,27.95,22.96,26.07,76.46419,18.09871,5.460323
Kilinochchi,2018,2,26.255001,29.16,23.5,27.599998,75.61536,21.195713,5.5689282
Kilinochchi,2018,3,27.974838,32.38,24.57,46.03,74.57097,22.30742,4.419355
Kilinochchi,2018,4,29.420666,33.99,26.83,57.22,75.4,22.884666,3.999
Kilinochchi,2018,5,29.200968,32.62,27.1,198.08,79.46194,18.960966,5.0025806
Kilinochchi,2018,6,28.821999,31.95,26.11,28.58,79.99133,20.743334,8.615333
Kilinochchi,2018,7,28.909355,31.82,26.62,26.59,76.30742,19.763226,7.58
Kilinochchi,2018,8,28.67742,31.88,26.29,38.68,75.39097,18.611614,7.3238707
Kilinochchi,2018,9,28.794334,33.28,26.04,45.73,73.798996,21.491,5.1793337
Kilinochchi,2018,10,27.881613,31.39,25.89,247.53,80.67097,15.494194,4.1919355
Kilinochchi,2018,11,27.192667,29.38,25.34,244.46,81.67467,14.544001,5.0993333
Kilinochchi,2018,12,26.543226,28.36,24.39,115.740005,81.15742,14.842581,5.5435486
Kilinochchi,2019,1,25.649355,28.36,23.59,4.54,75.521935,19.439354,5.781613
Kilinochchi,2019,2,27.145357,30.81,24.52,51.36,77.11714,20.649643,5.235357
Kilinochchi,2019,3,28.509033,33.81,25.58,2.6100001,71.95839,24.262903,4.581613
Kilinochchi,2019,4,30.237667,33.43,26.95,46.78,69.763664,22.376001,3.835
Kilinochchi,2019,5,30.648708,34.91,27.76,8.61,73.41452,22.418066,6.229677
Kilinochchi,2019,6,30.241,33.41,28.24,17.74,74.135666,21.089666,8.352
Kilinochchi,2019,7,29.488064,33.07,26.91,42.46,73.92033,20.027742,7.33
Kilinochchi,2019,8,28.758064,32.05,26.62,107.22,76.41871,19.443548,8.606451
Kilinochchi,2019,9,28.385668,32.14,26.11,163.98,79.55234,19.245667,6.3896666
Kilinochchi,2019,10,27.74613,30.76,25.54,387.13,80.98646,17.88129,3.4796774
Kilinochchi,2019,11,27.885334,29.61,26.05,259.77,81.537994,17.619667,4.267667
Kilinochchi,2019,12,27.036451,28.62,25.15,274.26,80.86258,15.440001,5.9625807
Kilinochchi,2020,1,26.669678,28.65,24.13,22.94,76.80645,19.421614,5.1948385
Kilinochchi,2020,2,26.966208,29.48,24.7,13.59,74.32448,21.45862,5.7613792
Kilinochchi,2020,3,28.079676,31.61,25.19,4.83,73.019035,23.670645,4.7525806
Kilinochchi,2020,4,29.842335,33.66,26.19,50.079998,73.09033,23.563334,4.2043333
Kilinochchi,2020,5,30.140001,33.64,27.82,97.65,75.94871,19.612581,5.3448386
Kilinochchi,2020,6,29.535667,32.75,26.81,45.45,75.745674,20.763666,7.335
Kilinochchi,2020,7,28.535482,31.83,25.77,123.81,78.576126,18.27516,6.1880646
Kilinochchi,2020,8,28.850645,32.45,26.54,39.239998,77.36774,20.426773,7.0196776
Kilinochchi,2020,9,28.247667,31.26,26.17,186.42,79.65733,17.756,7.308
Kilinochchi,2020,10,28.32,31.92,26.2,88.08,79.05678,19.05258,5.8567743
Kilinochchi,2020,11,27.797667,30.63,25.37,315.78,82.142,14.397,5.1683335
Kilinochchi,2020,12,26.54774,28.5,25.04,588.35,83.38839,12.471613,6.122258
Kilinochchi,2021,1,26.327097,27.94,24.74,298.06,83.17968,15.980322,5.5061293
Kilinochchi,2021,2,26.1,28.6,23.45,27.73,77.92358,21.308573,5.398214
Kilinochchi,2021,3,27.694517,32.63,24.47,23.06,77.08064,22.612257,4.3474193
Kilinochchi,2021,4,29.291332,33.03,26.07,64.99,75.922,21.817667,3.8160002
Kilinochchi,2021,5,29.346128,32.38,27.49,97.25,79.312256,20.582903,6.295484
Kilinochchi,2021,6,29.114666,32.3,26.88,54.0,78.75167,20.528002,6.989333
Kilinochchi,2021,7,29.046452,32.29,27.09,89.13,77.49452,19.932259,7.236774
Kilinochchi,2021,8,28.711935,31.97,26.08,92.32,77.17709,19.09774,6.6603227
Kilinochchi,2021,9,28.644001,31.66,26.71,97.06,79.00367,20.319668,6.2623334
Kilinochchi,2021,10,27.967419,30.47,26.07,346.93,83.05968,16.391613,5.1109676
Kilinochchi,2021,11,27.069,29.07,25.27,657.61,86.30234,13.080334,5.261667
Kilinochchi,2021,12,26.940323,29.28,24.46,125.17,78.712585,17.074194,5.115806
Kilinochchi,2022,1,26.461935,28.4,23.52,104.24,79.132904,18.299356,5.479677
Kilinochchi,2022,2,26.410357,29.13,23.67,109.11,77.10321,19.732143,5.363571
Kilinochchi,2022,3,28.067741,32.11,25.3,30.32,77.39967,21.899677,4.660968
Kilinochchi,2022,4,28.785667,31.61,26.82,166.34,79.847664,21.360332,3.6796668
Kilinochchi,2022,5,29.10871,31.78,26.87,41.05,81.409355,20.97129,7.6990323
Kilinochchi,2022,6,28.667334,32.02,26.17,41.079998,79.552,20.044668,6.5583334
Kilinochchi,2022,7,28.676773,31.78,26.31,184.48,77.21032,18.272581,6.1174192
Kilinochchi,2022,8,28.206453,31.77,25.94,97.23,79.74032,19.344193,6.4196773
Kilinochchi,2022,9,28.295666,31.58,26.15,56.35,78.98534,20.828001,6.423
Kilinochchi,2022,10,28.024193,31.14,26.0,295.9,78.57226,16.18742,4.29
Kilinochchi,2022,11,26.810333,29.15,24.85,287.64,82.17734,14.717,4.8026667
Kilinochchi,2022,12,26.399355,28.55,21.28,270.23,83.84194,13.933226,6.447419
Kilinochchi,2023,1,25.650002,27.7,23.54,74.97,77.20452,17.10742,6.0677423
Kilinochchi,2023,2,26.065,28.33,23.64,138.75,77.78786,20.544285,5.450357
Kilinochchi,2023,3,27.767418,31.76,25.51,51.31,77.865166,22.051935,4.5909677
Kilinochchi,2023,4,29.528332,33.09,27.0,53.22,73.93433,22.618,3.7333333
Kilinochchi,2023,5,28.920322,32.13,26.45,184.53,82.75097,19.665483,5.5793552
Kilinochchi,2023,6,29.42,32.32,27.51,28.2,79.294334,20.421333,7.2043333
Kilinochchi,2023,7,29.271612,32.56,26.81,23.01,75.58452,18.994194,7.4641933
Kilinochchi,2023,8,29.619999,33.45,26.89,41.47,74.00355,22.289677,6.1851616
Kilinochchi,2023,9,28.976002,32.89,26.46,85.67,76.13133,20.105001,8.176333
Kilinochchi,2023,10,28.32871,31.96,26.47,221.31,78.93097,18.350967,4.3312902
Kilinochchi,2023,11,27.688665,29.66,26.19,482.33,83.71767,14.304999,3.6126666
Kilinochchi,2023,12,27.24,28.89,25.77,454.6,86.56484,13.285806,6.184839
Kilinochchi,2024,1,26.58645,28.33,24.56,150.26,79.47258,16.818386,5.4861293
Kilinochchi,2024,2,27.25,29.44,25.26,4.46,79.3831,21.423792,5.7503448
Kilinochchi,2024,3,28.063547,31.54,25.01,22.619999,74.93871,24.00742,4.403226
Kilinochchi,2024,4,30.256666,33.69,27.42,22.62,74.42734,23.411665,3.8170002
Kilinochchi,2024,5,30.256128,35.46,27.88,142.25,78.17839,18.460644,5.061613
Kilinochchi,2024,6,29.402,32.36,27.41,42.55,78.90967,19.957,7.748
Kilinochchi,2024,7,29.603226,33.22,27.34,22.6,75.08388,19.188389,7.5358067
Kilinochchi,2024,8,29.00258,32.53,26.76,123.53,78.95968,19.990967,6.10129
Kilinochchi,2024,9,29.360666,32.33,27.26,41.44,77.298996,20.962667,6.911333
Kilinochchi,2024,10,28.470966,31.98,25.97,172.22,80.80516,17.110645,4.1703224
Kilinochchi,2024,11,27.942999,29.96,26.14,454.59,83.34434,12.904,6.1516666
Kilinochchi,2024,12,26.997742,29.35,25.0,146.53,84.97387,14.699354,5.531613
Kilinochchi,2025,1,26.158709,27.9,24.75,138.68001,81.29,14.536451,6.3112903
Kilinochchi,2025,2,26.65893,29.24,23.83,64.69,76.73143,21.569643,5.2014284
Kilinochchi,2025,3,28.100967,30.88,25.31,53.79,77.605484,22.925806,4.025484
Kilinochchi,2025,4,29.382666,32.85,26.41,83.61,76.212006,22.503666,3.5303335
Kilinochchi,2025,5,29.73903,32.89,27.52,133.0,78.60935,20.295162,6.4622583
Kilinochchi,2025,6,29.368,32.32,27.59,34.37,79.26433,21.316668,7.4996667
Kilinochchi,2025,7,29.395485,32.55,26.78,21.18,75.70968,20.432903,7.089355
Kilinochchi,2025,8,28.81,32.39,26.5,63.41,77.37807,20.149355,6.3329034
Kilinochchi,2025,9,28.929667,32.21,26.8,101.520004,77.464,18.948668,6.3413334
Kilinochchi,2025,10,28.236452,31.88,26.45,291.03,80.96226,17.618387,4.1419353
Kilinochchi,2025,11,27.475334,31.12,25.23,626.99,83.04766,12.614,5.8073335
Kilinochchi,2025,12,26.32355,28.46,24.38,170.23,80.99581,15.082581,5.6951613
Kurunegala,2000,1,23.428709,31.18,14.67,25.88,82.95839,16.510967,4.523871
Kurunegala,2000,2,25.428967,34.3,16.82,67.58,75.89,19.24931,2.862069
Kurunegala,2000,3,26.886127,36.52,18.58,25.6,68.28806,21.524193,2.6074195
Kurunegala,2000,4,27.544334,37.51,21.99,87.03,72.16033,21.375,3.2593334
Kurunegala,2000,5,27.349356,36.49,22.46,54.16,73.727425,20.041613,4.9064517
Kurunegala,2000,6,25.591667,31.69,22.01,57.1,78.621,17.555332,7.2190003
Kurunegala,2000,7,25.910645,35.28,21.65,125.65,75.8858,19.620321,6.5138707
Kurunegala,2000,8,24.990967,31.64,21.38,98.979996,81.42065,17.112904,6.5148387
Kurunegala,2000,9,25.357334,32.89,21.47,92.21,81.53933,18.848,4.887
Kurunegala,2000,10,25.013226,33.14,18.76,71.950005,81.57032,18.800646,4.3706455
Kurunegala,2000,11,24.536001,33.06,18.46,257.03,83.421,15.405,3.6269999
Kurunegala,2000,12,23.34742,29.4,17.0,114.11,87.36161,14.322258,4.077742
Kurunegala,2001,1,23.09742,28.75,16.36,148.79,88.25484,15.194193,4.1067743
Kurunegala,2001,2,22.971786,31.75,12.99,78.82,81.48964,21.195713,2.9785714
Kurunegala,2001,3,26.565805,37.56,16.23,2.49,68.74549,23.347742,2.84
Kurunegala,2001,4,27.219667,37.76,21.64,145.43,74.628334,19.866,1.8536667
Kurunegala,2001,5,26.663872,34.41,22.87,71.62,81.1071,20.67742,4.960645
Kurunegala,2001,6,25.348,30.89,21.56,122.81,83.69866,18.528666,6.407
Kurunegala,2001,7,24.863548,31.48,20.79,136.09999,83.55,17.70129,5.923226
Kurunegala,2001,8,25.436773,32.27,21.49,15.469999,81.14806,19.072903,6.5864515
Kurunegala,2001,9,25.775333,33.57,21.88,120.31,77.93933,19.444,5.638
Kurunegala,2001,10,25.095806,31.22,21.69,99.3,84.41968,17.402258,4.378387
Kurunegala,2001,11,24.344334,31.31,18.99,171.41,86.81433,17.556334,3.1556666
Kurunegala,2001,12,23.42645,30.21,16.68,133.78,86.89161,16.386774,3.8029032
Kurunegala,2002,1,23.510645,31.07,15.14,60.39,83.13548,17.27,3.9993548
Kurunegala,2002,2,24.35,32.02,15.74,83.28,80.6425,19.804998,4.4682145
Kurunegala,2002,3,26.687096,36.53,17.79,47.53,71.64806,22.445162,3.1612904
Kurunegala,2002,4,27.358,36.77,21.51,141.33,75.07101,19.949,1.681
Kurunegala,2002,5,26.420322,32.58,22.78,121.08,83.41452,18.362257,5.0983872
Kurunegala,2002,6,25.791332,32.78,22.45,62.73,82.75867,18.609335,6.089667
Kurunegala,2002,7,26.130001,32.48,22.33,21.93,77.19129,18.817421,7.216129
Kurunegala,2002,8,25.698065,33.56,21.88,77.04,78.30194,18.602903,6.160968
Kurunegala,2002,9,26.76,34.59,22.25,26.509998,72.654335,22.095333,5.551333
Kurunegala,2002,10,25.322258,34.87,20.81,245.75,83.26516,18.811935,3.1390321
Kurunegala,2002,11,24.350334,30.46,18.64,162.14,88.12667,16.645666,2.3406668
Kurunegala,2002,12,23.369678,29.48,16.21,244.73,90.675156,14.399355,3.919355
Kurunegala,2003,1,22.76484,29.1,16.36,99.14,89.451614,16.042257,4.142258
Kurunegala,2003,2,23.864286,30.48,16.85,63.909996,85.44036,20.212143,3.722857
Kurunegala,2003,3,25.447742,33.58,17.04,99.74,80.47097,21.790646,2.5719357
Kurunegala,2003,4,27.550999,36.23,20.58,86.16,73.39066,21.739666,1.9743333
Kurunegala,2003,5,26.694517,32.72,22.82,127.54,82.6029,18.79484,5.458387
Kurunegala,2003,6,26.011,32.77,22.43,59.27,81.57266,19.161001,5.6480002
Kurunegala,2003,7,25.641613,32.7,21.82,41.12,81.8871,17.700644,5.4174194
Kurunegala,2003,8,25.879354,33.22,21.86,28.529999,79.32,18.682259,5.959677
Kurunegala,2003,9,26.490334,35.22,22.43,53.31,75.53533,20.498333,5.843
Kurunegala,2003,10,26.228065,34.43,21.58,91.95,76.60871,19.78484,4.599677
